"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","32OlwWuMpZ6b0aN2RZOeMS",0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.932,114.988,269667,4,"spotify:track:32OlwWuMpZ6b0aN2RZOeMS","https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS"
"2","34gCuhDGsG4bRPIf9bb02f",0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.584,78.998,281560,4,"spotify:track:34gCuhDGsG4bRPIf9bb02f","https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f"
"3","7wqSzGeodspE3V6RBD5W8L",0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.266,80.025,229526,4,"spotify:track:7wqSzGeodspE3V6RBD5W8L","https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L"
"4","2d8JP84HNLKhmd6IYOoupQ",0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.808,148.075,222093,4,"spotify:track:2d8JP84HNLKhmd6IYOoupQ","https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ"
"5","2iuZJX9X9P0GKaE93xcPjk",0.751,0.768,1,-7.089,1,0.0346,0.052,0,0.0848,0.885,120.084,235493,4,"spotify:track:2iuZJX9X9P0GKaE93xcPjk","https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk"
"6","4kbj5MwxO1bq9wjT5g9HaA",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,"spotify:track:4kbj5MwxO1bq9wjT5g9HaA","https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA"
"7","5RIVoVdkDLEygELLCniZFr",0.825,0.77,8,-8.508,1,0.134,0.265,0,0.334,0.964,139.982,185131,4,"spotify:track:5RIVoVdkDLEygELLCniZFr","https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr"
"8","2PIvq1pGrUjY007X5y1UpM",0.664,0.371,2,-5.959,0,0.0306,0.404,0,0.0971,0.449,119.95,252227,3,"spotify:track:2PIvq1pGrUjY007X5y1UpM","https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM"
"9","7fBv7CLKzipRk6EC6TWHOB",0.54,0.561,0,-6.987,0,0.0699,0.0635,0,0.137,0.123,113.295,242253,4,"spotify:track:7fBv7CLKzipRk6EC6TWHOB","https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB"
"10","2XPc8gL9PwxGURQFcFaDJR",0.777,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.598,118.016,181827,4,"spotify:track:2XPc8gL9PwxGURQFcFaDJR","https://api.spotify.com/v1/audio-analysis/2XPc8gL9PwxGURQFcFaDJR"
"11","22VdIZQfgXJea34mQxlt81",0.711,0.783,9,-5.407,0,0.0423,0.109,0,0.0947,0.617,107.972,213520,4,"spotify:track:22VdIZQfgXJea34mQxlt81","https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81"
"12","2l8w0zZVn4AZNuzrht7MRT",0.254,0.617,5,-6.612,0,0.0537,0.24,0,0.125,0.271,189.425,252534,4,"spotify:track:2l8w0zZVn4AZNuzrht7MRT","https://api.spotify.com/v1/audio-analysis/2l8w0zZVn4AZNuzrht7MRT"
"13","0aOluBqXYd0rFSCsgDyAWX",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.407,128.945,241693,4,"spotify:track:0aOluBqXYd0rFSCsgDyAWX","https://api.spotify.com/v1/audio-analysis/0aOluBqXYd0rFSCsgDyAWX"
"14","5wldXGLEOoRXxMWJ8rIUWE",0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.271,98.007,176561,4,"spotify:track:5wldXGLEOoRXxMWJ8rIUWE","https://api.spotify.com/v1/audio-analysis/5wldXGLEOoRXxMWJ8rIUWE"
