"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","4oaj36KzXRgDg4McgcTsZK",0.927,0.721,8,-12.561,1,0.0908,0.422,4.36e-05,0.0422,0.966,103.018,249382,4,"spotify:track:4oaj36KzXRgDg4McgcTsZK","https://api.spotify.com/v1/audio-analysis/4oaj36KzXRgDg4McgcTsZK"
"2","5OnnCaaLL6ooi2JBWI2Y7t",0.569,0.522,1,-8.229,1,0.0297,0.377,0,0.0848,0.319,128.216,279440,4,"spotify:track:5OnnCaaLL6ooi2JBWI2Y7t","https://api.spotify.com/v1/audio-analysis/5OnnCaaLL6ooi2JBWI2Y7t"
"3","6hRcrByB9i6rYRiHNh170N",0.611,0.507,1,-7.975,1,0.0305,0.304,0,0.107,0.184,119.92,273067,4,"spotify:track:6hRcrByB9i6rYRiHNh170N","https://api.spotify.com/v1/audio-analysis/6hRcrByB9i6rYRiHNh170N"
"4","2PsHIonOTmX6bSrzIJSjyS",0.64,0.433,5,-9.432,1,0.0374,0.509,4.9e-06,0.103,0.26,176.086,306933,4,"spotify:track:2PsHIonOTmX6bSrzIJSjyS","https://api.spotify.com/v1/audio-analysis/2PsHIonOTmX6bSrzIJSjyS"
"5","2aBxt229cbLDOvtL7Xbb9x",0.649,0.531,4,-8.335,1,0.0363,0.457,0,0.249,0.498,78.946,258133,4,"spotify:track:2aBxt229cbLDOvtL7Xbb9x","https://api.spotify.com/v1/audio-analysis/2aBxt229cbLDOvtL7Xbb9x"
"6","0UUSebzzrC8hKiVcX8fBsz",0.684,0.434,4,-9.791,1,0.0618,0.0824,0,0.256,0.557,144.273,222667,4,"spotify:track:0UUSebzzrC8hKiVcX8fBsz","https://api.spotify.com/v1/audio-analysis/0UUSebzzrC8hKiVcX8fBsz"
"7","1PEqh7awkpuepLBSq8ZwqD",0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.135,103.773,239960,4,"spotify:track:1PEqh7awkpuepLBSq8ZwqD","https://api.spotify.com/v1/audio-analysis/1PEqh7awkpuepLBSq8ZwqD"
"8","32VygCu5knUb9ZmC5acyKZ",0.848,0.555,10,-9.167,0,0.0369,0.0105,1.15e-05,0.0673,0.894,92.126,267262,4,"spotify:track:32VygCu5knUb9ZmC5acyKZ","https://api.spotify.com/v1/audio-analysis/32VygCu5knUb9ZmC5acyKZ"
"9","69QIVIjPMnI1ABLBqh9P1b",0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.815,175.849,260667,4,"spotify:track:69QIVIjPMnI1ABLBqh9P1b","https://api.spotify.com/v1/audio-analysis/69QIVIjPMnI1ABLBqh9P1b"
"10","5ScNcfIXafszKASP7Qrwdi",0.836,0.933,9,-6.303,1,0.128,0.1,0,0.376,0.942,136.009,243946,4,"spotify:track:5ScNcfIXafszKASP7Qrwdi","https://api.spotify.com/v1/audio-analysis/5ScNcfIXafszKASP7Qrwdi"
"11","411Ecgzht1ky1mKDSl1N7R",0.676,0.486,9,-10.457,0,0.0327,0.0812,6.08e-05,0.121,0.669,123.555,247200,4,"spotify:track:411Ecgzht1ky1mKDSl1N7R","https://api.spotify.com/v1/audio-analysis/411Ecgzht1ky1mKDSl1N7R"
"12","29YBihzQOmat0U74k4ukdx",0.456,0.635,11,-5.731,1,0.0573,0.245,0,0.194,0.295,170.652,228573,4,"spotify:track:29YBihzQOmat0U74k4ukdx","https://api.spotify.com/v1/audio-analysis/29YBihzQOmat0U74k4ukdx"
"13","40Jt7Gswodpx1WNddCpBDQ",0.656,0.429,1,-7.903,1,0.0307,0.43,0,0.158,0.0996,137.952,201573,4,"spotify:track:40Jt7Gswodpx1WNddCpBDQ","https://api.spotify.com/v1/audio-analysis/40Jt7Gswodpx1WNddCpBDQ"
"14","2vaF3iStySjdbbIJBe04P7",0.576,0.744,9,-7.95,1,0.03,0.118,0,0.304,0.755,124.42,228902,4,"spotify:track:2vaF3iStySjdbbIJBe04P7","https://api.spotify.com/v1/audio-analysis/2vaF3iStySjdbbIJBe04P7"
"15","4330XmgVWlx98Y3Naswycg",0.796,0.515,8,-8.083,0,0.0276,0.245,0.00196,0.0515,0.906,93.278,292067,4,"spotify:track:4330XmgVWlx98Y3Naswycg","https://api.spotify.com/v1/audio-analysis/4330XmgVWlx98Y3Naswycg"
"16","06jYyAmf4jhb7nxmUO1I6V",0.832,0.854,8,-2.243,1,0.0982,0.125,1.13e-06,0.0493,0.708,92.479,286893,4,"spotify:track:06jYyAmf4jhb7nxmUO1I6V","https://api.spotify.com/v1/audio-analysis/06jYyAmf4jhb7nxmUO1I6V"
"17","62WlC9unRXGdRIULjishS0",0.429,0.487,0,-7.074,1,0.0348,0.752,0,0.0972,0.28,89.835,456333,4,"spotify:track:62WlC9unRXGdRIULjishS0","https://api.spotify.com/v1/audio-analysis/62WlC9unRXGdRIULjishS0"
