"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","0RdpN5cjHSlC2tOmnphkF2",0.652,0.542,0,-6.115,1,0.054,0.132,0,0.16,0.361,80.991,237520,4,"spotify:track:0RdpN5cjHSlC2tOmnphkF2","https://api.spotify.com/v1/audio-analysis/0RdpN5cjHSlC2tOmnphkF2"
"2","6qspW4YKycviDFjHBOaqUY",0.77,0.505,1,-7.345,1,0.0828,0.311,7.4e-05,0.0777,0.763,171.798,279507,4,"spotify:track:6qspW4YKycviDFjHBOaqUY","https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY"
"3","1aWV3uY3SIEZVbmv45oFWS",0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.799,92.94,268533,4,"spotify:track:1aWV3uY3SIEZVbmv45oFWS","https://api.spotify.com/v1/audio-analysis/1aWV3uY3SIEZVbmv45oFWS"
"4","0z5E34e7ZT3XKMYQNXh6tH",0.587,0.493,8,-8.368,1,0.0296,0.63,0,0.224,0.205,131.727,289227,3,"spotify:track:0z5E34e7ZT3XKMYQNXh6tH","https://api.spotify.com/v1/audio-analysis/0z5E34e7ZT3XKMYQNXh6tH"
"5","7MYmo0JJJDmu4MZTSAF9y3",0.626,0.532,8,-8.097,1,0.0351,0.413,0,0.116,0.191,116.621,329800,4,"spotify:track:7MYmo0JJJDmu4MZTSAF9y3","https://api.spotify.com/v1/audio-analysis/7MYmo0JJJDmu4MZTSAF9y3"
"6","3pEuO9J2MTEmec8kUfYYvl",0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.879,125.983,236933,4,"spotify:track:3pEuO9J2MTEmec8kUfYYvl","https://api.spotify.com/v1/audio-analysis/3pEuO9J2MTEmec8kUfYYvl"
"7","6xkryXuiZU360Lngd4sx13",0.671,0.727,7,-7.585,1,0.035,0.139,0,0.123,0.82,102.358,243493,4,"spotify:track:6xkryXuiZU360Lngd4sx13","https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13"
"8","7izFzcBTx3DVXFeFYDeZKB",0.549,0.408,8,-7.698,1,0.024,0.341,0,0.0764,0.32,80.133,320467,4,"spotify:track:7izFzcBTx3DVXFeFYDeZKB","https://api.spotify.com/v1/audio-analysis/7izFzcBTx3DVXFeFYDeZKB"
"9","0JCAezTC5IlK1a9o0YBEsD",0.731,0.355,8,-12.741,1,0.0603,0.00864,5.14e-05,0.0579,0.528,175.72,258467,4,"spotify:track:0JCAezTC5IlK1a9o0YBEsD","https://api.spotify.com/v1/audio-analysis/0JCAezTC5IlK1a9o0YBEsD"
"10","6uQKuonTU8VKBz5SHZuQXD",0.799,0.63,0,-9.279,1,0.0748,0.0159,0,0.453,0.763,103.647,238800,4,"spotify:track:6uQKuonTU8VKBz5SHZuQXD","https://api.spotify.com/v1/audio-analysis/6uQKuonTU8VKBz5SHZuQXD"
"11","7yhmvQh1JOzbNiNFQo4Tfc",0.573,0.377,0,-12.9,1,0.0278,0.419,0,0.142,0.561,89.599,201400,4,"spotify:track:7yhmvQh1JOzbNiNFQo4Tfc","https://api.spotify.com/v1/audio-analysis/7yhmvQh1JOzbNiNFQo4Tfc"
"12","6Vas6h9lB5mmeVDXdFqlQA",0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85e-06,0.0454,0.641,91.014,253613,4,"spotify:track:6Vas6h9lB5mmeVDXdFqlQA","https://api.spotify.com/v1/audio-analysis/6Vas6h9lB5mmeVDXdFqlQA"
"13","3y8rEUEUdmAcPCpPoLotnO",0.58,0.899,7,-5.503,1,0.0818,0.0721,0,0.0942,0.848,152.311,280093,4,"spotify:track:3y8rEUEUdmAcPCpPoLotnO","https://api.spotify.com/v1/audio-analysis/3y8rEUEUdmAcPCpPoLotnO"
"14","4OnZR9U5JRFGF1Yza9j579",0.635,0.712,8,-4.998,1,0.0283,0.0811,0,0.322,0.447,91.024,257960,4,"spotify:track:4OnZR9U5JRFGF1Yza9j579","https://api.spotify.com/v1/audio-analysis/4OnZR9U5JRFGF1Yza9j579"
