"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","1cJssTcMltUxhvUZLpn3Ci",0.303,0.269,4,-9.469,1,0.0368,0.831,3.01e-06,0.0906,0.115,132.857,263800,4,"spotify:track:1cJssTcMltUxhvUZLpn3Ci","https://api.spotify.com/v1/audio-analysis/1cJssTcMltUxhvUZLpn3Ci"
"2","4DCHUu9qgrtFIY5o184J6z",0.806,0.669,4,-7.942,0,0.0544,0.00133,5.79e-06,0.229,0.304,129.473,235442,4,"spotify:track:4DCHUu9qgrtFIY5o184J6z","https://api.spotify.com/v1/audio-analysis/4DCHUu9qgrtFIY5o184J6z"
"3","7aR1QwbQa26sjDXiVMLik4",0.637,0.837,2,-8.605,1,0.0363,0.0393,0.00294,0.142,0.822,172.455,208097,4,"spotify:track:7aR1QwbQa26sjDXiVMLik4","https://api.spotify.com/v1/audio-analysis/7aR1QwbQa26sjDXiVMLik4"
"4","29rQJydAlO0uMyWvRIZxQg",0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.589,97.675,265107,4,"spotify:track:29rQJydAlO0uMyWvRIZxQg","https://api.spotify.com/v1/audio-analysis/29rQJydAlO0uMyWvRIZxQg"
"5","5CdJveJgiGXoGwDFqF6afp",0.697,0.608,4,-10.976,0,0.0463,0.0295,0,0.276,0.728,133.879,274533,4,"spotify:track:5CdJveJgiGXoGwDFqF6afp","https://api.spotify.com/v1/audio-analysis/5CdJveJgiGXoGwDFqF6afp"
"6","7gxUDSHHsu3q69qb4SQzVN",0.686,0.648,5,-8.479,1,0.0371,0.0636,0,0.0667,0.579,127.621,292160,4,"spotify:track:7gxUDSHHsu3q69qb4SQzVN","https://api.spotify.com/v1/audio-analysis/7gxUDSHHsu3q69qb4SQzVN"
"7","1jCsCYgzQQHk3bDJDuFbNi",0.525,0.221,6,-11.233,1,0.0317,0.779,0,0.159,0.419,36.71,189027,4,"spotify:track:1jCsCYgzQQHk3bDJDuFbNi","https://api.spotify.com/v1/audio-analysis/1jCsCYgzQQHk3bDJDuFbNi"
"8","7B46V9G3rBQryzZVtAaWAR",0.698,0.715,5,-6.188,1,0.0357,0.191,0,0.176,0.741,100.665,233733,4,"spotify:track:7B46V9G3rBQryzZVtAaWAR","https://api.spotify.com/v1/audio-analysis/7B46V9G3rBQryzZVtAaWAR"
"9","1XRWHVXbXpqRWYpHOaNsQr",0.875,0.724,1,-8.797,1,0.24,0.00693,0.000616,0.279,0.184,102.249,237267,4,"spotify:track:1XRWHVXbXpqRWYpHOaNsQr","https://api.spotify.com/v1/audio-analysis/1XRWHVXbXpqRWYpHOaNsQr"
"10","2LjiPAQOVazT8sRyXL3XRs",0.762,0.836,4,-6.843,0,0.191,0.045,0,0.386,0.425,98.16,270160,4,"spotify:track:2LjiPAQOVazT8sRyXL3XRs","https://api.spotify.com/v1/audio-analysis/2LjiPAQOVazT8sRyXL3XRs"
"11","3aJiB41VbS7y7j61HrN9da",0.757,0.771,11,-5.657,1,0.305,0.0261,1.69e-05,0.105,0.396,79.266,345365,4,"spotify:track:3aJiB41VbS7y7j61HrN9da","https://api.spotify.com/v1/audio-analysis/3aJiB41VbS7y7j61HrN9da"
"12","16dbGMVeJg15mLFktHX5LJ",0.532,0.215,4,-13.673,1,0.0371,0.78,0,0.148,0.235,77.94,169493,4,"spotify:track:16dbGMVeJg15mLFktHX5LJ","https://api.spotify.com/v1/audio-analysis/16dbGMVeJg15mLFktHX5LJ"
"13","7tsRp7QKUBp6hc9bth0h7x",0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.887,102.979,216373,4,"spotify:track:7tsRp7QKUBp6hc9bth0h7x","https://api.spotify.com/v1/audio-analysis/7tsRp7QKUBp6hc9bth0h7x"
"14","2LP2NrdZlsabtHT0GUCwUa",0.734,0.583,1,-10.652,0,0.126,0.152,0,0.0472,0.61,128.122,327693,4,"spotify:track:2LP2NrdZlsabtHT0GUCwUa","https://api.spotify.com/v1/audio-analysis/2LP2NrdZlsabtHT0GUCwUa"
"15","5hIljtQ1fRvDRc1aHdhwWK",0.385,0.317,1,-12.71,1,0.0569,0.666,1.27e-06,0.945,0.315,125.919,373627,4,"spotify:track:5hIljtQ1fRvDRc1aHdhwWK","https://api.spotify.com/v1/audio-analysis/5hIljtQ1fRvDRc1aHdhwWK"
"16","6z3lO80S46Qba0hdH185NF",0.813,0.536,1,-8.178,1,0.124,0.00592,3.51e-06,0.0614,0.642,132.186,243400,4,"spotify:track:6z3lO80S46Qba0hdH185NF","https://api.spotify.com/v1/audio-analysis/6z3lO80S46Qba0hdH185NF"
"17","4t0UsYzmmmZRMTWn77jiGF",0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.582,120.258,252107,4,"spotify:track:4t0UsYzmmmZRMTWn77jiGF","https://api.spotify.com/v1/audio-analysis/4t0UsYzmmmZRMTWn77jiGF"
"18","7fLkHVJAJLENmSvhrEHZxV",0.541,0.195,2,-16.997,1,0.0334,0.644,0,0.152,0.139,107.933,250400,4,"spotify:track:7fLkHVJAJLENmSvhrEHZxV","https://api.spotify.com/v1/audio-analysis/7fLkHVJAJLENmSvhrEHZxV"
"19","0t414ewhjcIiuPVF3QECz2",0.653,0.976,11,-5.173,0,0.0797,0.0374,0.00173,0.561,0.453,105.575,271640,4,"spotify:track:0t414ewhjcIiuPVF3QECz2","https://api.spotify.com/v1/audio-analysis/0t414ewhjcIiuPVF3QECz2"
"20","4On14uJ6lcGIFEcQfZDldy",0.843,0.585,7,-9.325,1,0.047,0.0421,0.00139,0.0643,0.598,99.011,277467,4,"spotify:track:4On14uJ6lcGIFEcQfZDldy","https://api.spotify.com/v1/audio-analysis/4On14uJ6lcGIFEcQfZDldy"
"21","7z8NZEvwZU6PzYAzkw3DWE",0.487,0.361,1,-9.97,1,0.0236,0.379,2.88e-05,0.12,0.19,79.857,284960,4,"spotify:track:7z8NZEvwZU6PzYAzkw3DWE","https://api.spotify.com/v1/audio-analysis/7z8NZEvwZU6PzYAzkw3DWE"
"22","2n30j6VY3zozs3YSwcEQSL",0.614,0.719,0,-6.991,1,0.0381,0.0057,0,0.127,0.528,117.393,266960,4,"spotify:track:2n30j6VY3zozs3YSwcEQSL","https://api.spotify.com/v1/audio-analysis/2n30j6VY3zozs3YSwcEQSL"
"23","44qy6ywloZIkMPOMOZzm05",0.321,0.289,8,-12.714,1,0.0306,0.623,0,0.359,0.154,167.048,230507,4,"spotify:track:44qy6ywloZIkMPOMOZzm05","https://api.spotify.com/v1/audio-analysis/44qy6ywloZIkMPOMOZzm05"
"24","3EcBczt8iD0Uuk3qBmzi7w",0.791,0.715,6,-6.192,0,0.173,0.136,0,0.0576,0.643,99.005,226853,4,"spotify:track:3EcBczt8iD0Uuk3qBmzi7w","https://api.spotify.com/v1/audio-analysis/3EcBczt8iD0Uuk3qBmzi7w"
"25","5dle7lDSqNS2AcFtbvgkud",0.768,0.874,9,-7.303,0,0.034,0.117,0.0628,0.0842,0.842,124.251,316133,4,"spotify:track:5dle7lDSqNS2AcFtbvgkud","https://api.spotify.com/v1/audio-analysis/5dle7lDSqNS2AcFtbvgkud"
"26","1ndqYQyhyv0kT13ZhSkoh1",0.641,0.758,7,-8.101,1,0.0561,0.215,1.24e-06,0.0672,0.451,89.698,246067,4,"spotify:track:1ndqYQyhyv0kT13ZhSkoh1","https://api.spotify.com/v1/audio-analysis/1ndqYQyhyv0kT13ZhSkoh1"
"27","66S14BkJDxgkYxLl5DCqOz",0.867,0.443,4,-9.032,1,0.041,0.166,0,0.0893,0.788,131.928,219480,4,"spotify:track:66S14BkJDxgkYxLl5DCqOz","https://api.spotify.com/v1/audio-analysis/66S14BkJDxgkYxLl5DCqOz"
"28","4ePP9So5xRzspjLFVVbj90",0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.83,103.731,256733,4,"spotify:track:4ePP9So5xRzspjLFVVbj90","https://api.spotify.com/v1/audio-analysis/4ePP9So5xRzspjLFVVbj90"
"29","2vgCM9swUTBS73jS5FmNQE",0.607,0.696,9,-5.979,0,0.0745,0.0746,0.0141,0.118,0.699,94.009,224733,4,"spotify:track:2vgCM9swUTBS73jS5FmNQE","https://api.spotify.com/v1/audio-analysis/2vgCM9swUTBS73jS5FmNQE"
"30","31er9IGsfFbwqy1pH4aiTP",0.54,0.401,0,-10.499,1,0.0364,0.576,0,0.164,0.231,152.974,289160,3,"spotify:track:31er9IGsfFbwqy1pH4aiTP","https://api.spotify.com/v1/audio-analysis/31er9IGsfFbwqy1pH4aiTP"
"31","6LSTAQ6r7OxsOOlIIYY47Q",0.893,0.593,8,-5.178,1,0.0983,0.12,0.00888,0.0465,0.853,109.979,246960,4,"spotify:track:6LSTAQ6r7OxsOOlIIYY47Q","https://api.spotify.com/v1/audio-analysis/6LSTAQ6r7OxsOOlIIYY47Q"
"32","6mIY6O7uNGgVqOoX70UAYh",0.523,0.366,10,-14.069,1,0.0331,0.498,0,0.094,0.289,142.814,241507,4,"spotify:track:6mIY6O7uNGgVqOoX70UAYh","https://api.spotify.com/v1/audio-analysis/6mIY6O7uNGgVqOoX70UAYh"
"33","6pVU9bk1Tvbqlq719vJooz",0.655,0.545,9,-8.163,1,0.0342,0.494,0,0.0417,0.461,133.358,268733,4,"spotify:track:6pVU9bk1Tvbqlq719vJooz","https://api.spotify.com/v1/audio-analysis/6pVU9bk1Tvbqlq719vJooz"
"34","0wokCRaKD0zPNhMRXAgVsr",0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.389,140.124,340200,4,"spotify:track:0wokCRaKD0zPNhMRXAgVsr","https://api.spotify.com/v1/audio-analysis/0wokCRaKD0zPNhMRXAgVsr"
"35","391CwgcBxvUHmEKda2b5In",0.417,0.659,2,-6.385,1,0.113,0.602,0,0.419,0.34,104.818,316467,4,"spotify:track:391CwgcBxvUHmEKda2b5In","https://api.spotify.com/v1/audio-analysis/391CwgcBxvUHmEKda2b5In"
"36","226BBqkrXcWm3rSdUB6eXW",0.855,0.888,8,-7.429,0,0.37,0.0417,0.000303,0.87,0.685,98.267,217627,4,"spotify:track:226BBqkrXcWm3rSdUB6eXW","https://api.spotify.com/v1/audio-analysis/226BBqkrXcWm3rSdUB6eXW"
"37","2SfBzxh1MQSYKQeuhCzHub",0.779,0.656,8,-7.788,1,0.0433,0.201,1.56e-06,0.262,0.675,102.234,249453,4,"spotify:track:2SfBzxh1MQSYKQeuhCzHub","https://api.spotify.com/v1/audio-analysis/2SfBzxh1MQSYKQeuhCzHub"
"38","4rcK1t8KTbetfO3n8CDyyW",0.666,0.839,5,-8.82,0,0.0544,0.019,0.00195,0.128,0.394,119.564,285400,4,"spotify:track:4rcK1t8KTbetfO3n8CDyyW","https://api.spotify.com/v1/audio-analysis/4rcK1t8KTbetfO3n8CDyyW"
"39","5jnf5Lv2TJX9uYHsFKfrEh",0.496,0.571,2,-9.928,1,0.0517,0.23,1.32e-05,0.149,0.565,104.912,275560,3,"spotify:track:5jnf5Lv2TJX9uYHsFKfrEh","https://api.spotify.com/v1/audio-analysis/5jnf5Lv2TJX9uYHsFKfrEh"
"40","0yfNXxlyXdmP0ue1iJijx1",0.542,0.793,8,-8.203,1,0.053,0.0423,3.95e-06,0.0814,0.706,173.931,256520,4,"spotify:track:0yfNXxlyXdmP0ue1iJijx1","https://api.spotify.com/v1/audio-analysis/0yfNXxlyXdmP0ue1iJijx1"
"41","4M21CAQGZgBlSwen5VPHa8",0.601,0.899,2,-4.084,1,0.0484,0.21,3.44e-06,0.141,0.648,92.051,265400,4,"spotify:track:4M21CAQGZgBlSwen5VPHa8","https://api.spotify.com/v1/audio-analysis/4M21CAQGZgBlSwen5VPHa8"
"42","7kFAwFdZcvvqOggZ2dY5jg",0.543,0.266,1,-18.813,1,0.0443,0.256,0.00093,0.0993,0.35,79.992,250693,4,"spotify:track:7kFAwFdZcvvqOggZ2dY5jg","https://api.spotify.com/v1/audio-analysis/7kFAwFdZcvvqOggZ2dY5jg"
"43","1s8kVrqbe6LhBrZWaIzLgu",0.415,0.85,6,-7.182,1,0.339,0.0128,0.8,0.0512,0.775,205.001,203469,3,"spotify:track:1s8kVrqbe6LhBrZWaIzLgu","https://api.spotify.com/v1/audio-analysis/1s8kVrqbe6LhBrZWaIzLgu"
