"","X","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"227",41,"2zJZwWF7BTGIIvrAlgzJEx",0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.708,144.036,221253,4,"spotify:track:2zJZwWF7BTGIIvrAlgzJEx","https://api.spotify.com/v1/audio-analysis/2zJZwWF7BTGIIvrAlgzJEx"
"228",42,"6epn3r7S14KUqlReYr77hA",0.656,0.841,5,-5.183,0,0.232,0.0544,0,0.122,0.519,65.024,214240,4,"spotify:track:6epn3r7S14KUqlReYr77hA","https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA"
"229",43,"2rDwdvBma1O1eLzo29p2cr",0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.451,185.948,227320,4,"spotify:track:2rDwdvBma1O1eLzo29p2cr","https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr"
"230",44,"6jAsmDJI8iPhGWtS27kZ67",0.78,0.714,11,-4.155,0,0.0382,0.119,4.1e-06,0.217,0.651,125.924,235520,4,"spotify:track:6jAsmDJI8iPhGWtS27kZ67","https://api.spotify.com/v1/audio-analysis/6jAsmDJI8iPhGWtS27kZ67"
"231",45,"51YhN4y2tOvfI0Sv1hoBRo",0.578,0.9,0,-2.501,1,0.0443,0.0267,0,0.287,0.943,92.011,212747,4,"spotify:track:51YhN4y2tOvfI0Sv1hoBRo","https://api.spotify.com/v1/audio-analysis/51YhN4y2tOvfI0Sv1hoBRo"
"232",46,"3YJkAQNEhmCZGLdmPsu6Ye",0.569,0.755,1,-3.588,1,0.0385,0.0117,0,0.696,0.189,91.022,250600,4,"spotify:track:3YJkAQNEhmCZGLdmPsu6Ye","https://api.spotify.com/v1/audio-analysis/3YJkAQNEhmCZGLdmPsu6Ye"
"233",47,"7jmqSz6yTrGWI1kNqNYI28",0.752,0.832,10,-3.243,1,0.0971,0.0833,0.000265,0.424,0.547,120.003,172053,4,"spotify:track:7jmqSz6yTrGWI1kNqNYI28","https://api.spotify.com/v1/audio-analysis/7jmqSz6yTrGWI1kNqNYI28"
"234",48,"2IpGdrWvIZipmaxo1YRxw5",0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.385,0.327,74.008,242013,4,"spotify:track:2IpGdrWvIZipmaxo1YRxw5","https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5"
"235",49,"7yws3pF3FFguwT2Psi6c15",0.854,0.664,11,-4.88,1,0.085,0.0278,0,0.118,0.773,125.84,210307,4,"spotify:track:7yws3pF3FFguwT2Psi6c15","https://api.spotify.com/v1/audio-analysis/7yws3pF3FFguwT2Psi6c15"
"236",50,"5XRHGXut00SrJUFmcn2lQF",0.53,0.95,0,-3.526,1,0.0503,0.284,1.01e-05,0.211,0.738,146.035,238000,4,"spotify:track:5XRHGXut00SrJUFmcn2lQF","https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF"
"237",51,"72phhQtfwZcRweweRxxkmU",0.607,0.922,5,-2.526,1,0.0558,0.0221,2.04e-05,0.0965,0.563,130.972,200347,4,"spotify:track:72phhQtfwZcRweweRxxkmU","https://api.spotify.com/v1/audio-analysis/72phhQtfwZcRweweRxxkmU"
"238",52,"3bMNprrp2JDKZsGbiXpsJl",0.66,0.72,1,-6.64,1,0.381,0.187,0,0.509,0.717,84.707,216933,4,"spotify:track:3bMNprrp2JDKZsGbiXpsJl","https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl"
"239",53,"3evTG0FJEHFYmgOeFgPo0s",0.795,0.591,11,-6.825,0,0.0701,0.00536,2.28e-05,0.132,0.512,130.014,284413,4,"spotify:track:3evTG0FJEHFYmgOeFgPo0s","https://api.spotify.com/v1/audio-analysis/3evTG0FJEHFYmgOeFgPo0s"
"240",54,"3ubtdCmWZIuX8FuRv3S3KX",0.725,0.672,5,-5.353,0,0.0283,4.62e-05,0.00225,0.112,0.759,125.042,215200,4,"spotify:track:3ubtdCmWZIuX8FuRv3S3KX","https://api.spotify.com/v1/audio-analysis/3ubtdCmWZIuX8FuRv3S3KX"
"241",55,"6BdgtqiV3oXNqBikezwdvC",0.337,0.853,7,-5.611,1,0.278,0.0113,0,0.14,0.435,101.034,233560,5,"spotify:track:6BdgtqiV3oXNqBikezwdvC","https://api.spotify.com/v1/audio-analysis/6BdgtqiV3oXNqBikezwdvC"
"242",56,"1fBl642IhJOE5U319Gy2Go",0.486,0.831,5,-5.5,1,0.0506,0.000392,0,0.363,0.793,148.026,212293,4,"spotify:track:1fBl642IhJOE5U319Gy2Go","https://api.spotify.com/v1/audio-analysis/1fBl642IhJOE5U319Gy2Go"
"243",57,"6KBYk8OFtod7brGuZ3Y67q",0.698,0.828,4,-4.799,0,0.0445,0.000416,0,0.2,0.719,102.971,216200,4,"spotify:track:6KBYk8OFtod7brGuZ3Y67q","https://api.spotify.com/v1/audio-analysis/6KBYk8OFtod7brGuZ3Y67q"
"244",58,"5uHYcK0nbEYgRaFTY5BqnP",0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.782,82.439,196133,4,"spotify:track:5uHYcK0nbEYgRaFTY5BqnP","https://api.spotify.com/v1/audio-analysis/5uHYcK0nbEYgRaFTY5BqnP"
"245",59,"3FF6jZY1wDHXJUUN18qsLx",0.758,0.688,5,-3.918,0,0.0478,0.12,0,0.0904,0.368,114.93,208320,4,"spotify:track:3FF6jZY1wDHXJUUN18qsLx","https://api.spotify.com/v1/audio-analysis/3FF6jZY1wDHXJUUN18qsLx"
"246",60,"4faiJXyBflUVVOOE9fxbeg",0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.391,97.967,178808,4,"spotify:track:4faiJXyBflUVVOOE9fxbeg","https://api.spotify.com/v1/audio-analysis/4faiJXyBflUVVOOE9fxbeg"
"247",61,"3bGxiCPouq52ZtI8ybMCX5",0.466,0.521,11,-10.233,1,0.267,0.00234,0.00362,0.425,0.212,104.667,245253,4,"spotify:track:3bGxiCPouq52ZtI8ybMCX5","https://api.spotify.com/v1/audio-analysis/3bGxiCPouq52ZtI8ybMCX5"
"248",62,"5Q0Nhxo0l2bP3pNjpGJwV1",0.454,0.708,10,-4.526,0,0.0675,0.00124,0.000181,0.0679,0.475,192.18,202067,4,"spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1","https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1"
"249",63,"3QkXEz9TxApuk1JpDmeWnS",0.644,0.739,1,-5.103,1,0.137,0.0311,0,0.0772,0.226,74.154,277013,4,"spotify:track:3QkXEz9TxApuk1JpDmeWnS","https://api.spotify.com/v1/audio-analysis/3QkXEz9TxApuk1JpDmeWnS"
"250",64,"45EDI3rk0f4cAMt9f8b56R",0.596,0.64,8,-3.52,1,0.0335,0.381,0,0.118,0.561,90.015,226533,4,"spotify:track:45EDI3rk0f4cAMt9f8b56R","https://api.spotify.com/v1/audio-analysis/45EDI3rk0f4cAMt9f8b56R"
"251",65,"6HSqyfGnsHYw9MmIpa9zlZ",0.544,0.92,5,-1.474,0,0.277,0.244,0,0.19,0.529,105.307,357347,5,"spotify:track:6HSqyfGnsHYw9MmIpa9zlZ","https://api.spotify.com/v1/audio-analysis/6HSqyfGnsHYw9MmIpa9zlZ"
"252",66,"1MaqkdFNIKPdpQGDzme5ss",0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.251,127.976,242840,4,"spotify:track:1MaqkdFNIKPdpQGDzme5ss","https://api.spotify.com/v1/audio-analysis/1MaqkdFNIKPdpQGDzme5ss"
"253",67,"17tDv8WA8IhqE8qzuQn707",0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.829,138.021,192440,4,"spotify:track:17tDv8WA8IhqE8qzuQn707","https://api.spotify.com/v1/audio-analysis/17tDv8WA8IhqE8qzuQn707"
"254",68,"7ceIquYtiTYlgSSm7PqUf9",0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.0768,0.292,78.139,281560,4,"spotify:track:7ceIquYtiTYlgSSm7PqUf9","https://api.spotify.com/v1/audio-analysis/7ceIquYtiTYlgSSm7PqUf9"
"255",69,"5K5LbSTVuKKe1KGMNfBgIW",0.713,0.898,2,-6.009,0,0.111,0.0197,2.62e-05,0.435,0.852,124.976,268840,4,"spotify:track:5K5LbSTVuKKe1KGMNfBgIW","https://api.spotify.com/v1/audio-analysis/5K5LbSTVuKKe1KGMNfBgIW"
"256",70,"1NhPKVLsHhFUHIOZ32QnS2",0.515,0.767,2,-6.199,1,0.0352,0.098,0,0.121,0.393,148.024,224693,4,"spotify:track:1NhPKVLsHhFUHIOZ32QnS2","https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2"
"257",71,"1YaVmBh7EAeR54FIjuFcb5",0.629,0.906,10,-5.393,0,0.0583,0.0211,1.17e-06,0.0551,0.85,132.64,202587,4,"spotify:track:1YaVmBh7EAeR54FIjuFcb5","https://api.spotify.com/v1/audio-analysis/1YaVmBh7EAeR54FIjuFcb5"
"258",72,"4JOP8ELK6AaeySe7sKe996",0.595,0.507,7,-7.892,1,0.0618,0.732,1.97e-05,0.106,0.348,86.099,249240,4,"spotify:track:4JOP8ELK6AaeySe7sKe996","https://api.spotify.com/v1/audio-analysis/4JOP8ELK6AaeySe7sKe996"
"259",73,"6nR4ZcTk0ma2pUVWhrXXfh",0.53,0.755,10,-2.934,1,0.263,0.133,0,0.386,0.423,150.191,321027,4,"spotify:track:6nR4ZcTk0ma2pUVWhrXXfh","https://api.spotify.com/v1/audio-analysis/6nR4ZcTk0ma2pUVWhrXXfh"
"260",74,"6H2wnX7ytNeCKERIVqCwgs",0.4,0.944,7,-2.902,1,0.184,0.0481,0,0.345,0.577,124.224,249547,5,"spotify:track:6H2wnX7ytNeCKERIVqCwgs","https://api.spotify.com/v1/audio-analysis/6H2wnX7ytNeCKERIVqCwgs"
"261",75,"0JcKdUGNR7zI4jJDLyYXbi",0.62,0.799,1,-4.702,1,0.0996,0.322,0,0.0565,0.83,168.024,247587,4,"spotify:track:0JcKdUGNR7zI4jJDLyYXbi","https://api.spotify.com/v1/audio-analysis/0JcKdUGNR7zI4jJDLyYXbi"
"262",76,"6mjDmlsMxnRDati2rC1QFL",0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.339,95.975,224093,4,"spotify:track:6mjDmlsMxnRDati2rC1QFL","https://api.spotify.com/v1/audio-analysis/6mjDmlsMxnRDati2rC1QFL"
"263",77,"6tp0eVhr6SI7FWPJasG86O",0.626,0.52,9,-8.077,0,0.0892,0.175,0,0.13,0.248,77.468,281293,4,"spotify:track:6tp0eVhr6SI7FWPJasG86O","https://api.spotify.com/v1/audio-analysis/6tp0eVhr6SI7FWPJasG86O"
"264",78,"7qje9qxLncMESiPeI27SAn",0.559,0.741,11,-4.491,1,0.0889,0.0912,0,0.735,0.715,79.887,240920,4,"spotify:track:7qje9qxLncMESiPeI27SAn","https://api.spotify.com/v1/audio-analysis/7qje9qxLncMESiPeI27SAn"
"265",79,"1FKxKGONukVFXWVJxAKmlz",0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.776,121.949,208067,4,"spotify:track:1FKxKGONukVFXWVJxAKmlz","https://api.spotify.com/v1/audio-analysis/1FKxKGONukVFXWVJxAKmlz"
"266",80,"5VGlqQANWDKJFl0MBG3sg2",0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.167,137.028,230760,4,"spotify:track:5VGlqQANWDKJFl0MBG3sg2","https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2"
"267",81,"4Oq3R4drZZfGWdxbhKrPvb",0.476,0.847,2,-2.191,1,0.0595,0.111,0,0.0478,0.638,156.229,177333,4,"spotify:track:4Oq3R4drZZfGWdxbhKrPvb","https://api.spotify.com/v1/audio-analysis/4Oq3R4drZZfGWdxbhKrPvb"
"268",82,"75vEuMA15pb8JmgrGugHEs",0.717,0.618,1,-4.238,1,0.0325,0.0654,0,0.0978,0.8,121.225,202627,4,"spotify:track:75vEuMA15pb8JmgrGugHEs","https://api.spotify.com/v1/audio-analysis/75vEuMA15pb8JmgrGugHEs"
"269",83,"1kMuU3TNQvHbqvXCWBodmP",0.564,0.846,3,-4.402,0,0.328,0.0349,0,0.688,0.528,152.033,271947,4,"spotify:track:1kMuU3TNQvHbqvXCWBodmP","https://api.spotify.com/v1/audio-analysis/1kMuU3TNQvHbqvXCWBodmP"
"270",84,"02eD9ymfJOJOhM97HYp5R9",0.515,0.3,5,-8.005,1,0.0289,0.575,8.46e-06,0.115,0.204,81.12,236627,4,"spotify:track:02eD9ymfJOJOhM97HYp5R9","https://api.spotify.com/v1/audio-analysis/02eD9ymfJOJOhM97HYp5R9"
"271",85,"4u26EevCNXMhlvE1xFBJwX",0.594,0.502,4,-6.564,1,0.0281,0.402,0,0.287,0.31,130.674,222773,4,"spotify:track:4u26EevCNXMhlvE1xFBJwX","https://api.spotify.com/v1/audio-analysis/4u26EevCNXMhlvE1xFBJwX"
"272",86,"7JIuqL4ZqkpfGKQhYlrirs",0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.213,137.715,267653,3,"spotify:track:7JIuqL4ZqkpfGKQhYlrirs","https://api.spotify.com/v1/audio-analysis/7JIuqL4ZqkpfGKQhYlrirs"
"273",87,"4xInIiKipU1mtUogJ3ZdYr",0.588,0.684,1,-5.154,1,0.0288,0.508,0,0.141,0.118,85.997,224867,4,"spotify:track:4xInIiKipU1mtUogJ3ZdYr","https://api.spotify.com/v1/audio-analysis/4xInIiKipU1mtUogJ3ZdYr"
"274",88,"3VA8T3rNy5V24AXxNK5u9E",0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.819,119.003,207493,4,"spotify:track:3VA8T3rNy5V24AXxNK5u9E","https://api.spotify.com/v1/audio-analysis/3VA8T3rNy5V24AXxNK5u9E"
"275",89,"4gWTBq5Jftq5CEKYpLXD8R",0.434,0.764,5,-3.45,1,0.0299,0.0534,0,0.437,0.321,51.316,206413,4,"spotify:track:4gWTBq5Jftq5CEKYpLXD8R","https://api.spotify.com/v1/audio-analysis/4gWTBq5Jftq5CEKYpLXD8R"
"276",90,"4ZC8hXXqu2hPcDLw9QTdtQ",0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.594,141.056,201627,4,"spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ","https://api.spotify.com/v1/audio-analysis/4ZC8hXXqu2hPcDLw9QTdtQ"
"277",91,"61LtVmmkGr8P9I2tSPvdpf",0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.522,85.013,237480,4,"spotify:track:61LtVmmkGr8P9I2tSPvdpf","https://api.spotify.com/v1/audio-analysis/61LtVmmkGr8P9I2tSPvdpf"
"278",92,"1yK9LISg5uBOOW5bT2Wm0i",0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.533,110.977,249013,5,"spotify:track:1yK9LISg5uBOOW5bT2Wm0i","https://api.spotify.com/v1/audio-analysis/1yK9LISg5uBOOW5bT2Wm0i"
"279",93,"5UzU0qw21okODBNUnxptVo",0.879,0.567,7,-6.509,1,0.0586,0.184,0,0.622,0.946,112.472,193733,4,"spotify:track:5UzU0qw21okODBNUnxptVo","https://api.spotify.com/v1/audio-analysis/5UzU0qw21okODBNUnxptVo"
"280",1,"1CkvWZme3pRgbzaxZnTl5X",0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.523,104.945,228293,4,"spotify:track:1CkvWZme3pRgbzaxZnTl5X","https://api.spotify.com/v1/audio-analysis/1CkvWZme3pRgbzaxZnTl5X"
"281",2,"0IkKz2J93C94Ei4BvDop7P",0.739,0.725,1,-4.153,1,0.165,0.0235,0,0.257,0.345,130.024,262173,4,"spotify:track:0IkKz2J93C94Ei4BvDop7P","https://api.spotify.com/v1/audio-analysis/0IkKz2J93C94Ei4BvDop7P"
"282",3,"4lCv7b86sLynZbXhfScfm2",0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.645,124.072,227880,4,"spotify:track:4lCv7b86sLynZbXhfScfm2","https://api.spotify.com/v1/audio-analysis/4lCv7b86sLynZbXhfScfm2"
"283",4,"6kex4EBAj0WHXDKZMEJaaF",0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.779,98.064,216409,4,"spotify:track:6kex4EBAj0WHXDKZMEJaaF","https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF"
"284",5,"4QNpBfC0zvjKqPJcyqBy9W",0.671,0.939,8,-3.206,1,0.161,0.192,0,0.298,0.533,129.023,252307,4,"spotify:track:4QNpBfC0zvjKqPJcyqBy9W","https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W"
"285",6,"2tJulUYLDKOg9XrtVkMgcJ",0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.22,110.443,223253,4,"spotify:track:2tJulUYLDKOg9XrtVkMgcJ","https://api.spotify.com/v1/audio-analysis/2tJulUYLDKOg9XrtVkMgcJ"
"286",7,"0iYebKFUSfF72fUu2OW6ZT",0.727,0.866,11,-4.288,1,0.185,0.282,3.87e-06,0.585,0.67,127.01,200013,4,"spotify:track:0iYebKFUSfF72fUu2OW6ZT","https://api.spotify.com/v1/audio-analysis/0iYebKFUSfF72fUu2OW6ZT"
"287",8,"7LcfRTgAVTs5pQGEQgUEzN",0.714,0.748,11,-4.471,0,0.0546,0.0106,0,0.325,0.602,128.03,201160,4,"spotify:track:7LcfRTgAVTs5pQGEQgUEzN","https://api.spotify.com/v1/audio-analysis/7LcfRTgAVTs5pQGEQgUEzN"
"288",9,"3JA9Jsuxr4xgHXEawAdCp4",0.483,0.648,0,-8.651,0,0.327,0.187,0,0.0812,0.238,93.939,219427,4,"spotify:track:3JA9Jsuxr4xgHXEawAdCp4","https://api.spotify.com/v1/audio-analysis/3JA9Jsuxr4xgHXEawAdCp4"
"289",10,"2u02eLj96Atd6TBxkH9YvN",0.764,0.673,1,-4.946,1,0.0437,0.0156,6.56e-05,0.195,0.811,127.941,243533,4,"spotify:track:2u02eLj96Atd6TBxkH9YvN","https://api.spotify.com/v1/audio-analysis/2u02eLj96Atd6TBxkH9YvN"
"290",11,"7w87IxuO7BDcJ3YUqCyMTT",0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.963,127.975,239600,4,"spotify:track:7w87IxuO7BDcJ3YUqCyMTT","https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT"
"291",12,"455AfCsOhhLPRc68sE01D8",0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.774,126.03,230747,4,"spotify:track:455AfCsOhhLPRc68sE01D8","https://api.spotify.com/v1/audio-analysis/455AfCsOhhLPRc68sE01D8"
"292",13,"7BqBn9nzAq8spo5e7cZ0dJ",0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.441,109.012,220733,4,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ"
"293",14,"4270XtiZeN9yYPR81dn8Ow",0.659,0.882,5,-4.623,0,0.0465,0.0258,9.2e-06,0.144,0.316,125.985,231653,4,"spotify:track:4270XtiZeN9yYPR81dn8Ow","https://api.spotify.com/v1/audio-analysis/4270XtiZeN9yYPR81dn8Ow"
"294",15,"12lZTPlXwUtrQuhEty6098",0.7,0.695,7,-4.973,1,0.0897,0.00629,0,0.0319,0.607,122.028,203333,4,"spotify:track:12lZTPlXwUtrQuhEty6098","https://api.spotify.com/v1/audio-analysis/12lZTPlXwUtrQuhEty6098"
"295",16,"6r2BECwMgEoRb5yLfp0Hca",0.59,0.817,11,-5.069,1,0.157,0.0049,0,0.283,0.495,123.895,260253,4,"spotify:track:6r2BECwMgEoRb5yLfp0Hca","https://api.spotify.com/v1/audio-analysis/6r2BECwMgEoRb5yLfp0Hca"
"296",17,"5xZtUAVUVfjBtVtMOgMkyy",0.705,0.781,2,-2.927,1,0.0792,0.247,0,0.107,0.573,100.008,263173,4,"spotify:track:5xZtUAVUVfjBtVtMOgMkyy","https://api.spotify.com/v1/audio-analysis/5xZtUAVUVfjBtVtMOgMkyy"
"297",18,"7EKTo6rVJ3XSS7QTd6ep2j",0.764,0.694,11,-5.745,0,0.189,0.0439,3.67e-06,0.18,0.577,146.075,223933,4,"spotify:track:7EKTo6rVJ3XSS7QTd6ep2j","https://api.spotify.com/v1/audio-analysis/7EKTo6rVJ3XSS7QTd6ep2j"
"298",19,"0x3TibRgnSqzkcwrqBd4iX",0.697,0.577,2,-7.653,1,0.127,0.0436,0,0.11,0.646,160.035,228453,4,"spotify:track:0x3TibRgnSqzkcwrqBd4iX","https://api.spotify.com/v1/audio-analysis/0x3TibRgnSqzkcwrqBd4iX"
"299",20,"4aX4Oycsk1fhHIee1zqsDe",0.641,0.667,11,-6.252,1,0.0538,0.000165,3.22e-06,0.113,0.3,154.025,240307,4,"spotify:track:4aX4Oycsk1fhHIee1zqsDe","https://api.spotify.com/v1/audio-analysis/4aX4Oycsk1fhHIee1zqsDe"
"300",21,"4kflIGfjdZJW4ot2ioixTB",0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.28,135.109,285040,4,"spotify:track:4kflIGfjdZJW4ot2ioixTB","https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB"
"301",22,"1ExfPZEiahqhLyajhybFeS",0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.941,174.943,190213,4,"spotify:track:1ExfPZEiahqhLyajhybFeS","https://api.spotify.com/v1/audio-analysis/1ExfPZEiahqhLyajhybFeS"
"302",23,"38iU2jg98IZZEIJPrP7aWD",0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.475,131.951,237947,4,"spotify:track:38iU2jg98IZZEIJPrP7aWD","https://api.spotify.com/v1/audio-analysis/38iU2jg98IZZEIJPrP7aWD"
"303",24,"4NTWZqvfQTlOMitlVn6tew",0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.648,143.067,239613,4,"spotify:track:4NTWZqvfQTlOMitlVn6tew","https://api.spotify.com/v1/audio-analysis/4NTWZqvfQTlOMitlVn6tew"
"304",25,"0JNdS1n0ifOP25XvhwAMgM",0.583,0.77,9,-6.433,1,0.0401,0.000391,0.00993,0.109,0.393,127.973,320587,4,"spotify:track:0JNdS1n0ifOP25XvhwAMgM","https://api.spotify.com/v1/audio-analysis/0JNdS1n0ifOP25XvhwAMgM"
"305",26,"0Ji2g9AlYLVHAMG5PJoHPU",0.734,0.821,8,-4.893,1,0.0406,0.00709,0.00281,0.127,0.65,119.993,204150,4,"spotify:track:0Ji2g9AlYLVHAMG5PJoHPU","https://api.spotify.com/v1/audio-analysis/0Ji2g9AlYLVHAMG5PJoHPU"
"306",27,"5A6OHHy73AR5tLxgTc98zz",0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.53,164.02,217667,4,"spotify:track:5A6OHHy73AR5tLxgTc98zz","https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz"
"307",28,"6C2XDnr9B6obGMVhHS1Nmo",0.584,0.79,2,-6.544,1,0.0412,0.0444,4.22e-05,0.0734,0.702,123.961,214950,4,"spotify:track:6C2XDnr9B6obGMVhHS1Nmo","https://api.spotify.com/v1/audio-analysis/6C2XDnr9B6obGMVhHS1Nmo"
"308",29,"5FQazQxWUHsJ8QDaXLdFzR",0.752,0.73,11,-3.897,0,0.0412,0.00272,3.62e-05,0.175,0.768,120.032,218825,4,"spotify:track:5FQazQxWUHsJ8QDaXLdFzR","https://api.spotify.com/v1/audio-analysis/5FQazQxWUHsJ8QDaXLdFzR"
"309",30,"5zpDHEU12zATwLGvozxPw2",0.651,0.671,0,-8.183,1,0.27,0.343,0,0.119,0.158,90.135,303813,4,"spotify:track:5zpDHEU12zATwLGvozxPw2","https://api.spotify.com/v1/audio-analysis/5zpDHEU12zATwLGvozxPw2"
"310",31,"4u26EevCNXMhlvE1xFBJwX",0.594,0.502,4,-6.564,1,0.0281,0.402,0,0.287,0.31,130.674,222773,4,"spotify:track:4u26EevCNXMhlvE1xFBJwX","https://api.spotify.com/v1/audio-analysis/4u26EevCNXMhlvE1xFBJwX"
"311",32,"0qOnSQQF0yzuPWsXrQ9paz",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.791,89.99,210960,4,"spotify:track:0qOnSQQF0yzuPWsXrQ9paz","https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz"
"312",33,"7vWFaMq63AwkFDhS2OAg5u",0.829,0.798,6,-7.808,0,0.0776,0.0782,3.78e-06,0.59,0.469,127.991,307640,4,"spotify:track:7vWFaMq63AwkFDhS2OAg5u","https://api.spotify.com/v1/audio-analysis/7vWFaMq63AwkFDhS2OAg5u"
"313",34,"6Iocm6VMu6bVNYwiDoyQFW",0.353,0.822,7,-1.866,1,0.232,0.155,0,0.332,0.235,167.905,238693,4,"spotify:track:6Iocm6VMu6bVNYwiDoyQFW","https://api.spotify.com/v1/audio-analysis/6Iocm6VMu6bVNYwiDoyQFW"
"314",35,"3rfhI32Il2hVRKDkuGeeen",0.595,0.913,10,-3.428,0,0.0884,0.0435,0,0.259,0.765,128.021,234453,4,"spotify:track:3rfhI32Il2hVRKDkuGeeen","https://api.spotify.com/v1/audio-analysis/3rfhI32Il2hVRKDkuGeeen"
"315",36,"6jAsmDJI8iPhGWtS27kZ67",0.78,0.714,11,-4.155,0,0.0382,0.119,4.1e-06,0.217,0.651,125.924,235520,4,"spotify:track:6jAsmDJI8iPhGWtS27kZ67","https://api.spotify.com/v1/audio-analysis/6jAsmDJI8iPhGWtS27kZ67"
"316",37,"0z5ZPs57J2KERwM1tBM2GF",0.377,0.738,2,-5.32,1,0.311,0.000683,0,0.319,0.59,80.846,248587,4,"spotify:track:0z5ZPs57J2KERwM1tBM2GF","https://api.spotify.com/v1/audio-analysis/0z5ZPs57J2KERwM1tBM2GF"
"317",38,"2nRvKHh2mtOfIQ4jcAkP9q",0.593,0.639,1,-5.826,1,0.0307,0.446,0,0.0998,0.351,142.881,218840,4,"spotify:track:2nRvKHh2mtOfIQ4jcAkP9q","https://api.spotify.com/v1/audio-analysis/2nRvKHh2mtOfIQ4jcAkP9q"
"318",39,"0adTN3vBO3pimO3yfxm9vg",0.677,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.12,0.646,127.04,229413,4,"spotify:track:0adTN3vBO3pimO3yfxm9vg","https://api.spotify.com/v1/audio-analysis/0adTN3vBO3pimO3yfxm9vg"
"319",40,"1DqdF42leyFIzqNDv9CjId",0.75,0.78,4,-3.155,1,0.0898,0.00622,0,0.0263,0.819,119.985,203867,4,"spotify:track:1DqdF42leyFIzqNDv9CjId","https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId"
"320",41,"03tqyYWC9Um2ZqU0ZN849H",0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.362,131.497,263773,4,"spotify:track:03tqyYWC9Um2ZqU0ZN849H","https://api.spotify.com/v1/audio-analysis/03tqyYWC9Um2ZqU0ZN849H"
"321",42,"5cCAZS9VhLGEDV4NCfieeg",0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.79,130.002,210267,4,"spotify:track:5cCAZS9VhLGEDV4NCfieeg","https://api.spotify.com/v1/audio-analysis/5cCAZS9VhLGEDV4NCfieeg"
