"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","1c48FSKfpobDF3VzopU10V",0.642,0.421,5,-9.32,0,0.0237,0.074,0,0.0676,0.453,74.849,348893,3,"spotify:track:1c48FSKfpobDF3VzopU10V","https://api.spotify.com/v1/audio-analysis/1c48FSKfpobDF3VzopU10V"
"2","4pnUuOx2Y5CKqnu2EnUB7A",0.932,0.76,1,-7.835,1,0.281,0.00595,3.79e-06,0.0325,0.645,128.492,261933,4,"spotify:track:4pnUuOx2Y5CKqnu2EnUB7A","https://api.spotify.com/v1/audio-analysis/4pnUuOx2Y5CKqnu2EnUB7A"
"3","27AHAtAirQapVldIm4c9ZX",0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.461,101.972,195107,4,"spotify:track:27AHAtAirQapVldIm4c9ZX","https://api.spotify.com/v1/audio-analysis/27AHAtAirQapVldIm4c9ZX"
"4","4yRUjOBsj0cpjabtum0fML",0.525,0.258,3,-14.465,1,0.0285,0.674,0,0.203,0.206,95.958,219133,4,"spotify:track:4yRUjOBsj0cpjabtum0fML","https://api.spotify.com/v1/audio-analysis/4yRUjOBsj0cpjabtum0fML"
"5","1zTuB57LYZa7xu7KUH8kF0",0.679,0.597,11,-8.601,0,0.0439,0.0913,0.000673,0.0487,0.904,184.174,315040,4,"spotify:track:1zTuB57LYZa7xu7KUH8kF0","https://api.spotify.com/v1/audio-analysis/1zTuB57LYZa7xu7KUH8kF0"
"6","2lJOKQmXQ5yiRyCTE5FyDE",0.705,0.324,9,-11.217,1,0.0246,0.842,0.00386,0.201,0.495,79.051,276867,4,"spotify:track:2lJOKQmXQ5yiRyCTE5FyDE","https://api.spotify.com/v1/audio-analysis/2lJOKQmXQ5yiRyCTE5FyDE"
"7","1i5vkLObqwYuvcO4eb8hyI",0.593,0.885,10,-4.035,0,0.269,0.132,0,0.917,0.519,100.182,141973,4,"spotify:track:1i5vkLObqwYuvcO4eb8hyI","https://api.spotify.com/v1/audio-analysis/1i5vkLObqwYuvcO4eb8hyI"
"8","2q6D2o8qRY5vcOC4jut0ku",0.807,0.75,2,-8.29,1,0.0315,0.0347,0.00017,0.149,0.804,106.389,211493,4,"spotify:track:2q6D2o8qRY5vcOC4jut0ku","https://api.spotify.com/v1/audio-analysis/2q6D2o8qRY5vcOC4jut0ku"
"9","5AoBNJQDXXEnIJGjJjZu3y",0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.726,105.894,327427,4,"spotify:track:5AoBNJQDXXEnIJGjJjZu3y","https://api.spotify.com/v1/audio-analysis/5AoBNJQDXXEnIJGjJjZu3y"
"10","5BE3DOk0C26VCMxxT84bec",0.669,0.813,5,-9.707,0,0.137,0.0119,9.58e-06,0.135,0.75,93.905,259627,4,"spotify:track:5BE3DOk0C26VCMxxT84bec","https://api.spotify.com/v1/audio-analysis/5BE3DOk0C26VCMxxT84bec"
