"","Song","Artist","Year","Spotify ID"
"26","How to Save a Life","The Fray",2006,"5fVZC9GiM4e8vu99W0Xf6J"
"27","Unfaithful","Rihanna",2006,"13xxBnXOuiBxVxJI458B0i"
"28","Chasing Cars","Snow Patrol",2006,"11bD1JtSjlIgKgZG2134DZ"
"29","Lips Of An Angel","Hinder",2006,"40LQiUUUKXVGyNs09lHVjW"
"30","Every time we touch","Cascada",2006,"2gOlrge3YTmYPwsCGgU62K"
"31","Ain't No Other Man","Christina Aguilera",2006,"7huo2wvrCgRucUsjdSDLQV"
"32","Dance, Dance","Fall Out Boy",2006,"0a7BloCiNzLDD9qSQHh5m7"
"33","Gold Digger","Kanye West",2006,"1PS1QMdUqOal0ai3Gt7sDQ"
"34","Money Maker","Ludacris",2006,"2JpUkUR0OsOlUUfm6iS8ic"
"35","Ms. New Booty - feat. Ying Yang Twins and Mr. ColliPark","Bubba Sparxxx",2006,"0k6HUzaRHpQ3eEWr1C7Esh"
"36","Give It Up To Me","Sean Paul",2006,"6YB6CK4Tsb0BgtxCEL9KlI"
"37","Photograph","Nickelback",2006,"2wdEXKLcuU7B0M2gqFmABH"
"38","Because of You","Kelly Clarkson",2006,"5Ngy0foEsuq9a9byZGtTwm"
"39","Stickwitu","The Pussycat Dolls",2006,"4NjR63Up0uMkQBlKvlZd1l"
"40","I'm N Luv (Wit a Stripper)","T-Pain",2006,"1lih9AUGlOI2qbAkptdBsr"
"41","My Humps","The Black Eyed Peas",2006,"19JdbdEwQI7bCxefMokZO8"
"42","Where'd You Go (feat. Holly Brook & Jonah Matranga)","Fort Minor",2006,"1KVPQ3XQnmhjPbyXs6AcAS"
"43","Yo (Excuse Me Miss) - Main","Chris Brown",2006,"1zpu1PZ8ecmcX525Z3X8cl"
"44","Walk Away (Original Mix)","Kelly Clarkson",2006,"3Hy4QQEowJx4eVhFGtadOi"
"45","Laffy Taffy","D4L",2006,"6JPfeRnl5XJa9jIv4kbjr9"
"46","What You Know","T.I.",2006,"6A71EmfdTryZxflaVpuXy6"
"47","Dirty Little Secret","The All-American Rejects",2006,"5lDriBxJd22IhOH9zTcFrV"
"48","Savin' Me","Nickelback",2006,"0n2RMFCf3wfKJ9h3E3BKO8"
"49","Don't Forget About Us (feat. Mariah Carey & Juelz Santana)","Mariah Carey",2006,"5wp9LO99JbSKDdegSGuGui"
"50","Sexy Love","Ne-Yo",2006,"10aWGOqSDBqvNzJ9NeKDbK"
"51","U And Dat (feat. T. Pain & Kandi Girl)","E-40",2006,"7g7M96UGiA7OR79H86gV4m"
"52","Far Away","Nickelback",2006,"0G53JYumT2vVxRGOtROlXk"
"53","What's Left Of Me","Nick Lachey",2006,"2renBQKATbkVYjfSuvYWw8"
"54","So What","Field Mob",2006,"0Uc706myy6Th7I6KQ9xA1x"
"55","Do It To It - Feat. Sean Paul Of YoungBloodZ","Cherish",2006,"6MBEjJlXQYXr8dfxDvZuoA"
"56","Black Horse and the Cherry Tree - Radio Version","KT Tunstall",2006,"5eQoNnXQJKsLt1KkEb0abO"
"57","There It Go (The Whistle Song)","Juelz Santana",2006,"50UkypyQJbSQLaXHke5Yep"
"58","Shoulder Lean (feat. T.I.)","Young Dro",2006,"4AnYLZrC9uHsBXxx4lOlZ6"
"59","Unpredictable - Main","Jamie Foxx",2006,"3UNrtRxBBlWE70SjxnOo02"
"60","My Love","Justin Timberlake",2006,"13X42np3KJr0o2LkK1MG76"
"61","Shake That","Eminem",2006,"64649mwn5MP4gz1eIOAerx"
"62","Pullin' Me Back","Chingy",2006,"5hF2LnbkpnXCkksMSeWcxZ"
"63","Bossy Featuring Too $hort","Kelis",2006,"4dPsNgPv3ne2A3map82xhK"
"64","Chain Hang Low","Jibbs",2006,"0tYPj0NYa7vjlJaqlRSnJb"
"65","Smack That - Dirty","Akon",2006,"5eLovQzx9cm6RkQq388JyN"
"66","One Wish","Ray J",2006,"4dCARyYbUIlLvLHBCOfs89"
"67","Sugar, We're Goin Down","Fall Out Boy",2006,"2TfSHkHiFO4gRztVIkggkE"
"68","Gimme That","Chris Brown",2006,"7BWXAPR8TxPR3ppVUqvotE"
"69","I Know You See It - feat. Brandy ""Ms. B"" Hambrick Amended","Yung Joc",2006,"5QUvrg3gdR2dO6qzcJgGrc"
"70","Who Says You Can't Go Home","Bon Jovi",2006,"0JdFRxgLyehXiktgSH0MKB"
"71","Too Little, Too Late","JoJo",2006,"6EEeAog1VBZ6FrYpJ2q3WF"
"72","Touch It - Album Version/Vocal Up","Busta Rhymes",2006,"3HVJbdz0V402U5YggQK4Ao"
"73","Rompe","Daddy Yankee",2006,"4Xtlw8oXkIOvzV7crUBKeZ"
"74","Deja Vu","Beyonc<U+00E9>",2006,"423EcxblW9F4nnQkqcqMlK"
"75","Life Is A Highway - From ""Cars""","Rascal Flatts",2006,"5YbeJyTQkdSAWe1Ie4sLAl"
"76","Call Me When You're Sober","Evanescence",2006,"0NFt67rRYuE6pIQA5g8bFW"
"77","Jesus, Take the Wheel","Carrie Underwood",2006,"3lec3CzDPAxsZokPph5w87"
"78","Show Stopper","Danity Kane",2006,"6AeuCzii0wNPI333OhXHEs"
"79","Get Up","Ciara",2006,"4PrquuUN34hswtM71OMvxS"
"80","We Be Burnin' (Recognize It)","Sean Paul",2006,"4kOTDj4SiZPkW1p96WMDNv"
"81","Hate Me","Blue October",2006,"1tL40tfdtUaSLek4DvDDr3"
"82","You And Me","Lifehouse",2006,"7L605WhF5EGf34ggj87yK6"
"83","Beep","The Pussycat Dolls",2006,"5TXNLJ2EENAt3Tf9MX4kT2"
"84","I Think They Like Me - feat. Jermaine Dupri, Da Brat & Bow Wow","Dem Franchize Boyz",2006,"5a4AQWs84xeEyYUd1iC2Pn"
"85","Say Goodbye","Chris Brown",2006,"75KdMdPqZGO3FGNtpByM1p"
"86","Waiting On the World to Change","John Mayer",2006,"5daJNU6dISW25fY2Eq3vcD"
"87","Soul Survivor","Jeezy",2006,"0Ss50OU9tCozI7JIywkv14"
"88","Pump It","The Black Eyed Peas",2006,"6btyEL6NwUa97Nex9cZFvo"
"89","When I'm Gone","Eminem",2006,"18TtVZgD09HpU7lUXR0kPI"
"90","Hung Up","Madonna",2006,"70VjMtwhm3Q2HBQeJnPfmh"
"91","Stay Fly - Explicit Album Version","Three 6 Mafia",2006,"5FGs2enRe23RODlTmGYbX6"
"92","Love","Keyshia Cole",2006,"2Mmid8aKghvsPgaQIFMrPJ"
"93","When You're Mad","Ne-Yo",2006,"5FXOEdfNW7nYQrBWtW49Cl"
"94","Why You Wanna","T.I.",2006,"7n37dToRMRqUhdOnh9sEhB"
"95","Stupid Girls","P!nk",2006,"42zwhiID3ydpTlyMoyeB3F"
"96","Feel Good Inc","Gorillaz",2006,"0d28khcov6AiegSCpG5TuT"
"97","I'm Sprung - Original","T-Pain",2006,"1RFqosG3YHFMOoyMalp6DJ"
"98","Do I Make You Proud","Taylor Hicks",2006,"2jv9Ppwz9u3lqWfXV0q2sW"
"99","For You I Will (Confidence)","Teddy Geiger",2006,"2ijMU9lYFCvGBzgwJ8Sd8q"
