"","Song","Artist","Spotify ID","Year"
"71","Step By Step","Eddie Rabbitt","49HfSdzgsXmzbZPMZ560Xn","1981"
"72","The Stroke","Billy Squier","2H5BRl8I6IveJ6BgC7FpqQ","1981"
"73","Feels So Right","Alabama","0WrYThGLW0MmOywfNOMtiZ","1981"
"74","Sweet Baby","Stanley Clarke","38705PDjZZVeWxfTRsTlJr","1981"
"75","Same Old Lang Syne","Dan Fogelberg","4Vl4sf0EljY8GxAyjqJD6p","1981"
"76","Cool Love","Pablo Cruise","7bvL5jBJx2x2kZJ4JGo643","1981"
"77","Hold On Tight","Electric Light Orchestra","5SH0iYTvTIu6rDnA3q6W06","1981"
"78","Treat Me Right","Pat Benatar","1s0OQOEwJiCybX4adE63Tf","1981"
"79","Winning","Santana","2yRdq9IfwfURAK07TVncce","1981"
"80","What Kind of Fool","Barbra Streisand","6qLfdfOdfrpD1B0V67eJpy","1981"
"81","Watching The Wheels","The Sounds Of John Lennon","1quGHbW8zmMs6aWb3QLl1r","1981"
"82","Tell It Like It Is","Heart","6e8gz4dofdA308hILBvV73","1981"
"83","Smoky Mountain Rain","Ronnie Milsap","0Jtp6dLT78aWIdnoteCSxv","1981"
"84","I Made It Through the Rain","Barry Manilow","2qEr7hmZ59rTsQvd6NSdo5","1981"
"85","You've Lost That Lovin' Feeling - Remastered 2003","Daryl Hall & John Oates","6xFTqbFZsFihHoghoxNi3O","1981"
"86","Suddenly - Xanadu/Soundtrack Version","Olivia Newton-John","1W9Xk8b7uJgbe76sOZhHYf","1981"
"87","For Your Eyes Only","Sheena Easton","725WEYn3Pksgnr4xlgKScZ","1981"
"88","Beach Boys Medley: Good Vibrations / Help Me Rhonda / I Get Around / Shut Down / Surfin' Safari / Barbara Ann / Surfin' USA / Fun, Fun, Fun","The Party People","1cvZhMl9y4VVyhXeG3FnIg","1981"
"89","Whip It","DEVO","1MTTBM826iEukkzbYdKmZD","1981"
"90","Modern Girl","Sheena Easton","7k1fu2zeQ3S47mT4lhJWcL","1981"
"91","Seven Year Ache","Rosanne Cash","3pnRd3epmXjorMfOaG4qGd","1981"
"92","I'm Coming Out","Diana Ross","62s5eG5WJRd3zYTeGApToF","1981"
"93","Miss Sun","Boz Scaggs","6L488kGfWqESwrtTwL3AQ2","1981"
"94","Time Is Time","Andy Gibb","6jy6arqieF6sVUQx0VexHz","1981"
