"","Song","Artist","Year","Spotify ID"
"1","Burn - Confession Special Edition Version","Usher",2004,"6pttm4dCF7dEe20oY5vuvF"
"2","If I Ain't Got You","Alicia Keys",2004,"3XVBdLihbNbxUwZosxcGuJ"
"3","This Love","Maroon 5",2004,"5zF2zGPkL6Ipsn9AfAK6RP"
"4","The Reason","Hoobastank",2004,"7afSN5zhUhkbpRFpYKYztK"
"5","Hey Ya! - Radio Mix / Club Mix","OutKast",2004,"3AszgPDZd9q0DpDFt4HFBy"
"6","Lean Back","Terror Squad",2004,"6H7w7e8zC8QYJyqe7fZHVa"
"7","Tipsy - Club Mix","J-Kwon",2004,"6fqqAsCYfDOtXAD8Ydo06K"
"8","Confessions Part II - Confessions Special Edition Version","Usher",2004,"2VNJdBmlWLZfz9SQo8ob6V"
"9","Freek-A-Leek Remix - feat. Twista and Jermaine Dupri Edited Version","Petey Pablo",2004,"3UmhLD8OUCwyvK5AMnE23U"
"10","Here Without You","3 Doors Down",2004,"7qQfI2F80t2MZcLLVuH6M2"
"11","Someday","Nickelback",2004,"4PkJ7c9y1CwpuVOiJODnCZ"
"12","Naughty Girl","Beyonc<U+00E9>",2004,"0YGQ3hZcRLC5YX7o0hdmHg"
"13","My Immortal","Evanescence",2004,"72iNjNcripCtyG8AZEPVBo"
"14","Dirt Off Your Shoulder","JAY Z",2004,"5Kh4cypbGZnhxlopwh0Cd6"
"15","Dip It Low","Christina Milian",2004,"1897ys2ueZMgGUSmoP90CJ"
"16","Me, Myself and I","Beyonc<U+00E9>",2004,"6XsT5UGfpaFeHQf5LRIy4W"
"17","Turn Me On","Kevin Lyttle",2004,"0RmXtDH1cBMGImRrmn5xL6"
"18","The First Cut Is The Deepest - Acoustic Version","Sheryl Crow",2004,"4PzPvpE63ttEbKyMDRWB6q"
"19","You Don't Know My Name","Alicia Keys",2004,"6OxlaGRzSQ42foonOTlrKz"
"20","Overnight Celebrity - Edited","Twista",2004,"0dSXCfhfXfalMhfv7rJn9V"
"21","Numb","Linkin Park",2004,"0kO3njY9N1Rxgv27Ha1lLh"
"22","She Will Be Loved","Maroon 5",2004,"2vICzUUia22chV8mQKk1Pt"
"23","White Flag","Dido",2004,"2nQ91qeD9XijGu1mqhBdiu"
"24","Heaven","Los Lonely Boys",2004,"2mQ1RBK7s87mdPCzh97RSH"
"25","It's My Life","No Doubt",2004,"19EQUqnUXEeiBrY10JhPEF"
"26","Pieces Of Me","Ashlee Simpson",2004,"5IIQ7vg9HvA4QSNtFDGJVT"
"27","Leave Get Out","JoJo",2004,"1bYubJyLO1fCa6umTXpUeJ"
"28","Milkshake","Kelis",2004,"2cMTIlktg3M9mXYqCPqw1J"
"29","Splash Waterfalls","Ludacris",2004,"48alwd8sAqkRUmfCF7GFue"
"30","Jesus Walks","Kanye West",2004,"79ek2oolIYyGUO4aVK5IY2"
"31","Toxic","Britney Spears",2004,"26nr9XnFCYWxBTIP7HyWXg"
"32","With You","Jessica Simpson",2004,"7pNJ1T9TGbVbNHKaLhhPri"
"33","Meant to Live","Switchfoot",2004,"79cAPxneo5AvbNgR6ch3Cj"
"34","Sorry 2004","Ruben Studdard",2004,"4vey3VC7ZROIESUu0kgiBc"
"35","My Happy Ending","Avril Lavigne",2004,"5uA4ZpS2DTLwbHpKHlsSqd"
"36","On Fire","Lloyd Banks",2004,"6XVwF0Q3wYJPMMQj81CQlD"
"37","Roses","OutKast",2004,"7KViJE5WtqHzztR9APTDl0"
"38","Walked Outta Heaven","Jagged Edge",2004,"06ZDLodo1UDVavc3MXREZ3"
"39","Lose My Breath","Destiny's Child",2004,"2n4uOdMHzEvcZ0KP7iQnay"
"40","My Band","The Allstars Cover D12",2004,"3tV32imVw91bmmgGMEvSnr"
"41","Through The Wire","Kanye West",2004,"1pHmmvnRsCqI56r8NZecvq"
"42","Why - Album Version (Edited)","Jadakiss",2004,"6KSNouHU95rpfqO4i0ca8s"
"43","Fuck It (I Don't Want You Back)","Eamon",2004,"7bchsHDaf9CRoe64ceIDYQ"
"44","Read Your Mind","Avant",2004,"5mkdXimSsS0Aj6Ok51qvnl"
"45","Game Over (Flip) - Clean Album Version","Lil' Flip",2004,"4tNuZJbMukwqC4IG7lDEk3"
"46","One Thing","Finger Eleven",2004,"7mR9V41ciTWv9Xup84U3iJ"
"47","Headsprung","LL Cool J",2004,"1Ya9CafQ0UKGk1Vhy66U5b"
"48","U Should've Known Better","Monica",2004,"0EQuu6hyNACWI7LT7N5pRv"
