"","Song","Artist","Spotify ID","Year"
"1","The Sign","Ace of Base","3DYVWvPh3kGwPasp7yjahc","1994"
"2","I Swear","All-4-One","3V0PeMg2mhbYRtk9bioAwF","1994"
"3","I'll Make Love To You","Boyz II Men","61sQYdFNS6sEBYCyr1q5gn","1994"
"4","The Power of Love","Céline Dion","5kK1Iru9ogP3Iy1zsANU1n","1994"
"5","Hero","Mariah Carey","09FuY6hZase3NInKvJ6yBt","1994"
"6","Stay ( I Missed You )","Party All Night","2adVNXrXovy54XcsqT2XdD","1994"
"7","Stay","Lisa Loeb & Nine Stories","0jlgrHvssAloyAidZ1aJzs","1994"
"8","Breathe Again - Radio Edit","Toni Braxton","3G4AmR8pxRVXkMyAvcHCws","1994"
"9","All For Love - The Three Musketeers/Soundtrack Version","Bryan Adams","5h92ib6UGUe0BkUvNz8AtP","1994"
"10","All That She Wants","Ace of Base","4PifbP29I4IF0I437LTMW3","1994"
"11","Don't Turn Around","Ace of Base","0AWpG6NUEaRZvS3eMvXkBg","1994"
"12","Bump n' Grind","R. Kelly","2OeSwSbwlmn9u8SsutfxPO","1994"
"13","Again","Janet Jackson","0IaMMHVbpJ0LrRAeigWOXr","1994"
"14","I'll Remember - Theme From The Motion Picture ""With Honors""","Madonna","00U0pedRUMEzREpyRqbVT6","1994"
"15","Whatta Man","Salt-N-Pepa","7yQsd17sVkOLaDwa4tz9dT","1994"
"16","Wild Night","John Mellencamp","4oGhmx44KuEslzELC1Qogw","1994"
"17","Never Forget You","Mariah Carey","0LIHLdi5PkQRT1iMHaBpXC","1994"
"18","You Mean The World To Me - Radio Edit","Toni Braxton","4Cx3bvSoTRBu4CNw3yDBwP","1994"
"19","Can You Feel The Love Tonight","Elton John","5G0es3LsTx5a3ZeGGVKUXY","1994"
"20","Fantastic Voyage","Coolio","2cGJoju7i7CsAPBMNx33cP","1994"
"21","Baby, I Love Your Way","Big Mountain","1Rvl8qsKJurfFTyWLBI9ib","1994"
"22","Regulate","Warren G","2QtzFBlRh4V1jiL3RjbOqg","1994"
"23","If You Go","Jon Secada","5NsFyPVJSHh1aQsHdoFN6N","1994"
"24","Back & Forth","Aaliyah","45wneA2j0Z0WMnYNDO6Ad0","1994"
"25","Now And Forever","Richard Marx","2V2pxcEfn5zs79sE7qcewA","1994"
"26","When Can I See You","Babyface","3MMgcPP6temZXIgMhQlyDU","1994"
"27","Please Forgive Me","Bryan Adams","2LQktBKYD12TpS38YOZJH4","1994"
"28","So Much In Love","All-4-One","7i5rgcLujd8GZo50Xhmesb","1994"
"29","Any Time, Any Place","Janet Jackson","2yOm4lN7aTygtXanJFNFWU","1994"
"30","Shine [Radio Edit] (45 Version)","Collective Soul","4IquPezkhJHBDrFdH5AnVH","1994"
"31","Said I Loved You...But I Lied","Michael Bolton","3jx22G2S78iNVEmyG0XXXo","1994"
"32","Return To Innocence","Enigma","2UKkLqST2xWpK8n1b0Xr5Z","1994"
"33","All I Wanna Do","Sheryl Crow","0TxFZthE81cgf5zZvpnkPP","1994"
"34","Mmm Mmm Mmm Mmm","Crash Test Dummies","31v2AQlx4pDI7kmnLxBkem","1994"
"35","Can We Talk","Tevin Campbell","5vXEj2R1LZFG4D5U70jXnz","1994"
"36","Funkdafied","Da Brat","29VrHhpC5AS9b7XJYDPhqb","1994"
"37","I'd Do Anything For Love (But I Won't Do That) - Single Edit","Meat Loaf","391CwgcBxvUHmEKda2b5In","1994"
"38","Gangsta Lean - Radio Edit","D.R.S.","7czpT3vsR3ONw7JFVXC5dD","1994"
"39","Because The Night [ Feat. Jo Francis ]","Jo Francis","7kJUkIhw7crh4dNHbbUh8M","1994"
"40","Cantaloop (Flip Fantasia)","Us3","2OGBDP8x4tAmljSGAQb8BG","1994"
"41","Whoomp! (There It Is)","Tag Team","4DCHUu9qgrtFIY5o184J6z","1994"
"42","Come To My Window - Single Edit","Melissa Etheridge","5WcpqJMDqpIf7U3guPS9hR","1994"
"43","Stroke You Up","Changing Faces","4VcV0t8VN6AZcWTznJOUUN","1994"
"44","I'm Ready","Tevin Campbell","3vQQ6sNWRLfWXrnL04bIe0","1994"
"45","100% Pure Love","Crystal Waters","5pkMrPKCZ7gMYacSzFBZCl","1994"
"46","Anytime You Need A Friend","Mariah Carey","5SIEtbfskRxTtwWppNnw3g","1994"
"47","Because Of Love","Janet Jackson","40kJxdeSmQieEgTgShXumm","1994"
"48","Linger","The Cranberries","4ijyALTCWwDqWgfkfFrhtx","1994"
"49","Loser","Beck","6h6p4WuDlZVdBfmGqT0dcR","1994"
"50","Found Out About You","Gin Blossoms","7MSwmEXgsHzFPkCW1ZaPjo","1994"
"51","Gin And Juice (feat. Dat Nigga Daz)","Snoop Dogg","0WKYRFtH6KKbaNWjsxqm70","1994"
"52","Never Lie","Immature","62utntNdsx80hraXA5ha0Q","1994"
"53","Streets of Philadelphia","Bruce Springsteen","6WgBIPHwkQhCqMNnR5hQCN","1994"
"54","Getto Jam","Domino","3LajJpNuQ7M85LRwvgQu7Q","1994"
"55","Endless Love","Luther Vandross","3p4qjN0XgvY9CV7vsH93pE","1994"
"56","I Miss You","Aaron Hall","1TWhpLaqdToKoHHpFnCxsd","1994"
"57","Understanding","Xscape","4yKbbM56fLCxwR5CTH6QkP","1994"
"58","This D.J.","Warren G","2ImuQo1g14CTR9hZAZD3aQ","1994"
"59","Cry For You","Jodeci","5Wk92Up9XYyRiCppqtLDqD","1994"
"60","Keep Ya Head Up","2Pac","4Tttv4p2xuAq1LpQ7LI95E","1994"
"61","Who Am I (What's My Name)?","Snoop Dogg","5XhkV07Vou38wnrzwURUOC","1994"
"62","Another Night","Real McCoy","3pEuO9J2MTEmec8kUfYYvl","1994"
"63","Your Body's Callin'","R. Kelly","0piH1OeWGJSiN8FqMqj4vb","1994"
"64","Tootsee Roll","69 Boyz","0wfuwgtWKZYRYAONxXPjPO","1994"
"65","Never Keeping Secrets","Babyface","2ydd6zSB14excgAawdjjoi","1994"
"66","Crazy","Aerosmith","7mwZitiXFBqbWoa0C1wmRd","1994"
"67","Just Kickin' It","Xscape","51RvCRzeTqoQgdOBgcpHtT","1994"
"68","At Your Best (You Are Love)","Aaliyah","4lRrk574qIHpoEEKC1zuam","1994"
"69","Rock And Roll Dreams Come Through","Meat Loaf","0qy7yJoYzOVqUmMGm06V8r","1994"
"70","Amazing","Aerosmith","2iWXhMiXeaHxac5Wom16As","1994"
"71","Always","Erasure","5QQCp4fQiU9I2FU9FvJVV2","1994"
"72","Groove Thang","Zhané","3FynxqEL6cRa0qjEwkSbx9","1994"
"73","Dreams","Gabrielle","3nOfSqMgLPVA95N85CO6u9","1994"
"74","Mr. Vain Recall - Radio Edit","Culture Beat","1CJbLAkUiPXrttszpQhnO6","1994"
"75","Mary Jane's Last Dance","Tom Petty and the Heartbreakers","5eYwDBLucWfWI5KsV7oYX2","1994"
"76","Anything","SWV","3ZbrIs9xvGTLtHDcOel91B","1994"
"77","Beautiful In My Eyes","Joshua Kadison","5o8gWPZxr4GZFslU85YMmu","1994"
"78","Stay","Eternal","2SPFC3GXog3hBb24Ww9sFV","1994"
"79","Flava In Ya Ear (feat. Notorious B.I.G. and Rampage)","Craig Mack","5NpchUK2r1fNGdf2rOY5ml","1994"
"80","U.N.I.T.Y. - Album Version (Edited)","Queen Latifah","5cfjHBdMjf0x07VZD70MlE","1994"
"81","Prayer For The Dying","Seal","66fYpWITdebA4QRyB0VUim","1994"
"82","Secret","Madonna","0yv6BYFfviMImtUPwzEXQp","1994"
"83","Here Comes the Hotstepper - Heartical Mix","Ini Kamoze","4HkIzBgEyNr8MogcWVnbqJ","1994"
"84","Everyday","Phil Collins","3ir0DLMVxshKd7KlVGUWuQ","1994"
"85","Got Me Waiting - Remix","Heavy D & The Boyz","1yxGbG8BCdctZnMtAULXIg","1994"
"86","December, 1963 [Oh What A Night!] (45 Version)","Frankie Valli & The Four Seasons","4nuPrKithHbRJXuA9spwu4","1994"
"87","Always","Bon Jovi","5C1nbFH5yZl1jm7h7ScLBO","1994"
"88","I'm The Only One","Melissa Etheridge","4veE1jrMbVSy9FRCiYDGkD","1994"
"89","Back in the Day (Re-Recorded)","Ahmad Lewis","06igE8VkBF90AOa5XoAIrS","1994"
"90","Love Sneakin' Up On You","Bonnie Raitt","1UtxIyLkTt7iR5TcWLt8IT","1994"
"91","Always In My Heart","Tevin Campbell","2CD8UvBi01dwnriCM8TivL","1994"
"92","What Is Love - Single Mix","Haddaway","0BQblMoALRAlYA7YykYGVl","1994"
"93","And Our Feelings","Babyface","27sYHmgfRvHFyQ5vrm5nQp","1994"
"94","Bop Gun (One Nation) - Radio Edit","Ice Cube","0oZiK5HCMPn241PbUCslkF","1994"
"95","I Wanna Be Down","Brandy","6N9uyMZf9pbNOuomveWscp","1994"
