"","Song","Artist","Spotify ID","Year"
"63","Hey Mr. D.J.","Zhané","5xka4Z5fOoXt0v9Qxpzh6t","1993"
"64","Insane in the Brain","Cypress Hill","3g2gE5LtNn4P4kPeZVxQW8","1993"
"65","Deeper And Deeper","Madonna","6KU8g98m1tcrUXRNjPQeOI","1993"
"66","Rain","Madonna","3b3PnE1ROIZzILjmCGjVib","1993"
"67","The Right Kind Of Love","Jeremy Jordan","6WTwlLmhaq935X1jCq19wT","1993"
"68","Bad Boys","Inner Circle","3hAbXQFmubmbwyXTxYalpT","1993"
"69","Do You Believe In Us","Jon Secada","3u5e3ovyvQLoauwUzWezvX","1993"
"70","Angel","Jon Secada","543d68hZ4dzVePFfdVc0Ki","1993"
"71","Forever in Love","Kenny G","1PYjOMp27slDQczgZRTwmt","1993"
"72","Again","Janet Jackson","0IaMMHVbpJ0LrRAeigWOXr","1993"
"73","Boom! Shake the Room","DJ Jazzy Jeff & The Fresh Prince","6l2haiCg21JT5KS1j0gUoH","1993"
"74","When She Cries","Restless Heart","61EQfJXizp4MIpLYWyLoQI","1993"
"75","Sweat (A La La La La Long)","Inner Circle","1SssFw74DdHVjRa6ADggdD","1993"
"76","It Was A Good Day","Ice Cube","0m9ul5FMXzR2k2BRZKamcn","1993"
"77","More And More - Original Single Version","Captain Hollywood Project","6jwlBPt6FlhIlHAdEN1JME","1993"
"78","How Do You Talk To An Angel","Jamie Walters & The Heights","6ujN3aI6Rip9InBqJTUUK9","1993"
"79","Rebirth of Slick (Cool Like Dat) - 2005 Digital Remaster","Digable Planets","2mu2oL9gdgHGtlg9poer2u","1993"
"80","What Is Love - Radio Edit","Haddaway","1d2O0FAl7OrNNu7Ed3bGrK","1993"
"81","To Love Somebody","Michael Bolton","5IxY4i6wcURTVdRnghACin","1993"
"82","Give It Up, Turn It Loose","En Vogue","0BdAjgQqEb12CyH19xBU2N","1993"
"83","Alright","Kris Kross","3uGjLZ5abCyCfYXBVfpf8X","1993"
"84","Check Yo Self","Ice Cube","6juIzbXd7ERNLhYCcOpi7u","1993"
"85","Fields Of Gold","Sting","4gvqVvTyYC6iaS51Ux3LIe","1993"
"86","Faithful","Go West","4gTvgAPqPDj2fL5B7EpLC0","1993"
"87","Reason To Believe","Rod Stewart","6dCWWQ7qK2EE1lL6ySxFba","1993"
"88","Break It Down Again","Tears For Fears","6X3J3uYxbkPwxCneLkPVd7","1993"
"89","Three Little Pigs","Green Jelly","6DiPkm7C3LD9XsJWTGPFgv","1993"
"90","Livin' on the Edge","Aerosmith","52s0tabcgPeysK6o6vEtWy","1993"
"91","Hey Jealousy","Gin Blossoms","1ZoHRnS5U4m7V5pgvFiK1N","1993"
"92","If I Ever Lose My Faith In You","Sting","2MEcbc3bTXn4U2LcVttooC","1993"
"93","Anniversary","Tony! Toni! Toné!","1Z0QdPM5YcMIAwhVD6wBBM","1993"
"94","One Woman","Jade","0EnFaSWSkj45lktHxHtcXb","1993"
"95","Can't Get Enough Of Your Love","Taylor Dayne","4fLdFLvUtyJ9q3X5UnOwq8","1993"
"96","Two Steps Behind - Live","Def Leppard","0ly3gd4q8s8xZlTpVXANKs","1993"
