"","Song","Artist","Spotify ID","Year"
"1","When Doves Cry","Prince","51H2y6YrNNXcy3dfc3qSbA","1984"
"2","What's Love Got To Do WIth It - 1997 Digital Remaster","Tina Turner","4QjjabJx7K14tHwxEVI0Xc","1984"
"3","Say Say Say","Paul McCartney","4InXjGfCi4hJVWlqPuY6Im","1984"
"4","Footloose","Kenny Loggins","4FA8jE1vcop4S3XqUWdSnP","1984"
"5","Against All Odds","Phil Collins","2Wl3rABbAd3Hl3zNFM6hQ7","1984"
"6","Jump - Remastered Version","Van Halen","19kuZ0IExry8qYJ4lU2A0r","1984"
"7","Hello","Lionel Richie","1vFO4WIvw4fQ0oHkyt4rEC","1984"
"8","Owner Of A Lonely Heart","Yes","2GoPjrA7Hs6uI5A3MG3Me4","1984"
"9","Ghostbusters","Ray Parker, Jr.","300zfRaCgTmEm5Eqe3HqZZ","1984"
"10","Karma Chameleon","Culture Club","48O0GrGJWml3DzHhC5sJ7a","1984"
"11","Missing You","John Waite","5P6Wv0hlcnczhElizTY0UE","1984"
"12","All Night Long (All Night)","Lionel Richie","2P0COBqN70Hd2KYQj4KRjk","1984"
"13","Let's Hear It For The Boy","Deniece Williams","5TIc5WzpyxVZxAjYm9oJi8","1984"
"14","Dancing In The Dark","Bruce Springsteen","4moXVLw4YS7tVNmjs8v60A","1984"
"15","Girls Just Want to Have Fun","Cyndi Lauper","0uqOqX59mgWBqfPAdX0BDK","1984"
"16","The Reflex","Duran Duran","4DDgVahgRnITUk6Wnu5FWR","1984"
"17","Time After Time","Cyndi Lauper","5tzbM8m70V977Ezpfk8IPS","1984"
"18","Jump (For My Love) - Single Remix","The Pointer Sisters","2TIKxe1afsEcYWBvyTgQt3","1984"
"19","Talking in Your Sleep","The Romantics","08JKuFJCHJVw1SgHHjwsS9","1984"
"20","Self Control","Laura Branigan","6JNJERZGJwDVgkmbohBw7u","1984"
"21","Let's Go Crazy","Prince","6BkX6DnUG80xPlBfb2zmrZ","1984"
"22","Say It Isn't So - Remastered","Daryl Hall & John Oates","2bZswvNGESo7MKeg7SQ9rp","1984"
"23","Hold Me Now","Thompson Twins","0b5eH3euyAs3pyfoebeWaZ","1984"
"24","Joanna","Kool & The Gang","38OkyePa219s8OK4zEiKrT","1984"
"25","I Just Called To Say I Love You","Stevie Wonder","6VAKyYoJQu1hwjWNvxQVTt","1984"
"26","Somebody's Watching Me","Rockwell","7ozMJf8OMc9vRcZmAN8wPt","1984"
"27","Break My Stride","Matthew Wilder","2ZqT3GcisHUBsEaqhLGHwU","1984"
"28","99 Luftballons","Nena","6HA97v4wEGQ5TUClRM0XLc","1984"
"29","I Can Dream About You","Dan Hartman","2cPA0enjH2vdQSyCPzCKFb","1984"
"30","The Glamorous Life","Sheila E.","179SfVFJ0ZN41toTxnpgRD","1984"
"31","Oh Sherrie","Steve Perry","3wqoAzrr5htxSZ7KzxhLHg","1984"
"32","Stuck On You","Lionel Richie","3L9SXYL2XOl0JJ754YgBsS","1984"
"33","I Guess That's Why They Call It The Blues","Elton John","4kwFh3RBxE5n9a6FwFw2tl","1984"
"34","She Bop","Cyndi Lauper","4mhIed8oGCswH4d5pxClnv","1984"
"35","Borderline","Madonna","4FMNpPI7mkhdeFCCk6fZiE","1984"
"36","Sunglasses At Night","Corey Hart","1QbQL5m30YNvukitIqAnFG","1984"
"37","Eyes Without A Face - 1999 - Remaster","Billy Idol","7pzVqCZdYKM7oEPwaiQchB","1984"
"38","Here Comes The Rain Again - Remastered Version","Eurythmics","5vYhr2kgOonJtWeJq5qZzU","1984"
"39","Uptown Girl","Billy Joel","3CSpzkoL1XgDBZ1q9aDCUV","1984"
"40","Sister Christian","Night Ranger","3pOgDNzXKISD4zCj3mQ6t9","1984"
"41","Drive","The Cars","3wfujdbamR3Z46F4xav7LM","1984"
"42","Twist Of Fate","Olivia Newton-John","1ytzrpWRCpUasHmT5P4LRt","1984"
"43","Union Of The Snake","Duran Duran","2iitSsbNPH0EJPyyEpvSgg","1984"
"44","The Heart Of Rock And Roll - 1999 - Remaster","Huey Lewis & The News","6reKyht76Fw6fnF5Mnc8Hs","1984"
"45","Hard Habit To Break - Live in Chicago, Il. - 1999","Chicago","0xpfe8QQWplGO09WN3vdN0","1984"
"46","The Warrior","Scandal","2hQnLzly0jRPpLPp23sA4i","1984"
"47","If Ever You're In My Arms Again - Remastered Version","Peabo Bryson","4TIkesxpN5caX6XpsiirnH","1984"
"48","Automatic - Single Version","The Pointer Sisters","5mooLgb601ws7PbKe2m1HQ","1984"
"49","Let The Music Play","Shannon","5RgGHpa9S3txqJTxyRChx4","1984"
"50","To All the Girls I've Loved Before - Live","Julio Iglesias","0uBwcaTkY1BPpIZhxuhS67","1984"
"51","Caribbean Queen (No More Love On the Run)","Billy Ocean","0ObLFkX9bnGBZMFVeLFRN4","1984"
"52","That's All (Platinum Collection Version)","Genesis","3DDNT4gjsx3RF7jsEf03FH","1984"
"53","Running With The Night - Single Version","Lionel Richie","7xMb5yLHaSpQa6V6np64Z4","1984"
"54","Sad Songs (Say So Much)","Elton John","1fF2dvBsbTk2wrOEaR6f5B","1984"
"55","I Want A New Drug - 2006 Digital Remaster","Huey Lewis & The News","0mZNKyrUmsrlDRoYHWsyMu","1984"
"56","Islands In The Stream","Kenny Rogers","4WrwO9Un3ji5wnNySDGHwQ","1984"
"57","Love Is A Battlefield","Pat Benatar","7cgSsrrbpdgmiuyuxCUg4u","1984"
"58","Infatuation - 2008 Remastered Version","Rod Stewart","0SO4oJBmDNjniJwjlHaIhO","1984"
"59","Almost Paradise (Love Theme ""Footloose"")","Mike Reno feat. Ann Wilson","1NAarOU6vhcd1AEoOxUFMg","1984"
"60","Legs (2008 Remastered Album Edit Version)","ZZ Top","7t6CAWplijBj4sdl0q3z0e","1984"
"61","State of Shock","The Jacksons","5ERyzOyC3N6JXgVdmD8kUR","1984"
"62","Love Somebody","Rick Springfield","4wX7kEkj1UgFDMFbZIR3kZ","1984"
"63","Miss Me Blind","Culture Club","11Vl4RR9geS1m9at8BkVgO","1984"
"64","If This Is It - 2006 Digital Remaster","Huey Lewis & The News","2h41e1ebabMfij3upGdymH","1984"
"65","You Might Think","The Cars","6BwWWFhkLzTkLNyH3CNt28","1984"
"66","Lucky Star","Madonna","7nRwpTzjrFFNFpdHT76NOz","1984"
"67","Cover Me","Bruce Springsteen","6RXBjCDKM6vAGiX4ojUD1E","1984"
"68","Cum on Feel the Noize","Quiet Riot","5eAenB0ByMTzoobdTGmtJN","1984"
