"","Song","Artist","Year","Spotify ID"
"1","Hanging By A Moment","Lifehouse",2001,"0maGllQEuiHk3UbOBLC05d"
"2","Fallin'","Alicia Keys",2001,"3unsLiH5FXmaDWtT5Imolu"
"3","All For You","Janet Jackson",2001,"21Hb463GK8hP890bsNVCfg"
"4","Drops of Jupiter","Train",2001,"23rc0FT9mCa12LjYSeDXlW"
"5","I'm Real - Murder Remix featuring Ja Rule-Clean Version","Jennifer Lopez",2001,"1gaUODQzPR6eNcJtNe0cyZ"
"6","If You're Gone - Remastered Version","Matchbox Twenty",2001,"5rdRPZnY9B2pxJNWImbsFn"
"7","Let Me Blow Ya Mind","Eve",2001,"3RmKpob8xzv1pzHEQrMJah"
"8","Thank You","Dido",2001,"54PVf8d9j84aJXj4ZTssBr"
"9","Again","Lenny Kravitz",2001,"16gvJsVyauI16RqmOrwJJk"
"10","Independent Women, Pt. I - #1's Edit","Destiny's Child",2001,"2tZZGKQDPIk37SkmNm0Od7"
"11","Hit 'Em up Style (Oops!)","Blu Cantrell",2001,"5k3sanOGourYTSWNvphUnz"
"12","It Wasn't Me","Shaggy",2001,"0OaunKfsxkgBvPv68jBbmm"
"13","Stutter - Double Take Remix","Joe",2001,"7C5XOHS3FXH8PWbAB9WdWS"
"14","It's Been Awhile","Staind",2001,"0d2YnyIPgmPQqNSzDg8s8Q"
"15","U Remind Me","Usher",2001,"2QsZVnbWVSjKMXK6K3uRBL"
"16","Where the Party At","Jagged Edge",2001,"5mNV8Mz59bzyuQ53gTw0c0"
"17","Angel","Shaggy",2001,"4LhtNlYHIEZYAAE4UN5x6b"
"18","Ride Wit Me - Album Version/Edited","Nelly",2001,"1D70EbZoedMGzZWYZvfQIY"
"19","Follow Me","Uncle Kracker",2001,"4KoecuyOpZaNFZ0UqVsllc"
"20","Peaches & Cream (feat. P. Diddy)","112",2001,"6iajHa34cSiD5s42Cq9miJ"
"21","Drive","Incubus",2001,"4IyDlKobNAzDkl6USG7rO2"
"22","What Would You Do?","City High",2001,"1tJkic0TURTCXw3rBhYgWu"
"23","Survivor","Destiny's Child",2001,"3ckAfCo4YxRXU8CwvF9BIK"
"24","Lady Marmalade","Various Artists",2001,"63j3B2fEUNlPy964K5PVTO"
"25","Ms. Jackson","OutKast",2001,"0I3q5fE6wg7LIfHGngUTnV"
"26","Love Don't Cost A Thing","Jennifer Lopez",2001,"4ktd4eFTNwfBft4zQxSCqO"
"27","The Way You Love Me","Faith Hill",2001,"6vgN6KGstss0GnBbKlMNK9"
"28","He Loves U Not","The Hit Crew",2001,"2YGm6IyhHutoxJDUTow1Fg"
"29","Butterfly","Crazy Town",2001,"6GQ3WTaNHMFlVmN4burGat"
"30","Put It On Me","Ja Rule",2001,"0OvwzS8FX73Bw7ykMRmffU"
"31","Family Affair","Mary J. Blige",2001,"2D5QhvAWddOJTvk1XawrTU"
"32","I Hope You Dance","Lee Ann Womack",2001,"65B1tEOv5W294uCKbmEcFV"
"33","Don't Tell Me","Madonna",2001,"5sC4GlhZ9zCb6gPxSIbX5j"
"34","Get Ur Freak On","Missy Elliott",2001,"13KEdaWIc7T6ozEmnJjHy1"
"35","Crazy","K-Ci & JoJo",2001,"3opZewONQQhh90M75Qrm83"
"36","Fill Me In","Craig David",2001,"2LJ58vWuLhFQ2bJPqzhveL"
"37","Someone To Call My Lover","Janet Jackson",2001,"1ZlkTsDGC9SMF3oXSXJLFY"
"38","With Arms Wide Open","Creed",2001,"7q36HE7sjosbeD8AHoOjRL"
"39","Case Of The Ex (Whatcha Gonna Do)","M<U+00FD>a",2001,"1ak0S3NhwWrUgNlQhJ1412"
"40","All or Nothing","O-Town",2001,"0WdaRmHBMhUoLPqHLdb9yg"
"41","Bootylicious","Destiny's Child",2001,"2jZESuj23z92RqbooSsMqV"
"42","I'm Like A Bird","Nelly Furtado",2001,"40ZViEcg2JVcLysJc627Rz"
"43","Kryptonite","3 Doors Down",2001,"0S0d7Qad5v7ZLQiAuwQxab"
"44","Fiesta - Remix","R. Kelly",2001,"50aYYSNIEfwUjCvjDgkrQe"
"45","When It's Over - Remastered","Sugar Ray",2001,"3eWxADd1CLwJVhyPzrCpl8"
"46","Jaded","Aerosmith",2001,"3OslNpSeQuiOtlBa8CyjZg"
"47","Promise","Jagged Edge",2001,"1X1KDnhTnb28tpJlgOV3lD"
"48","Missing You","Case",2001,"0CmXXEwul09Kf8X68lPA5l"
"49","Differences","Ginuwine",2001,"0O5b1927V6FbLsZRtf7idi"
