"","Song","Artist","Spotify ID","Year"
"1","That's What Friends Are For","Dionne Warwick","1cOj24fUMnBSXhtp7waHVW","1986"
"2","Say You, Say Me","Lionel Richie","36W7sqM1qkSJArXhlVMWAi","1986"
"3","I Miss You","Klymaxx","0NFXlV3K5lZzGTPnWhalXH","1986"
"4","On My Own","Patti LaBelle","5lQyKTM5MZsrObdRbIjJv4","1986"
"5","Broken Wings","Mr. Mister","63nVsCAdxu9OdeRhe58wiE","1986"
"6","How Will I Know","Whitney Houston","5tdKaKLnC4SgtDZ6RlWeal","1986"
"7","Party All the Time","Eddie Murphy","6N5DRCQUSXT1qQqmqsO92B","1986"
"8","Burning Heart","Survivor","2avaSeKHI5l4sLruVfLdi2","1986"
"9","Kyrie","Mr. Mister","5BXj1QDRU77J1ngVavG1tI","1986"
"10","Addicted To Love - Edit","Robert Palmer","5qUliRaqliPfqrG3oQrp72","1986"
"11","Greatest Love of All","Whitney Houston","6yJxCltgtmGxIgKOS6ndnu","1986"
"12","Secret Lovers","Atlantic Starr","4xwllvf4zL43zIj8K7H6zd","1986"
"13","Friends And Lovers","Carl Anderson","19u5G7pWq3Nj6lQiP4W4Hp","1986"
"14","Glory Of Love","Peter Cetera","1eyq8cjUQ2daFthW2PC2GM","1986"
"15","West End Girls - 2001 Remastered Version","Pet Shop Boys","3aQ06wb25CWisjA91kqgB4","1986"
"16","There'll Be Sad Songs (To Make You Cry)","Billy Ocean","0C8lgaKDpwGiPmUU9unT33","1986"
"17","Alive And Kicking - 2002 Digital Remaster","Simple Minds","2phcupbmqItBvC3OnsHQLF","1986"
"18","Never","Heart","4Jg1nU6FYvCWkqFw8Kr4bO","1986"
"19","Kiss","Prince","28S2K2KIvnZ9H6AyhRtenm","1986"
"20","Higher Love - Full Album Version","Steve Winwood","1vhNjOtmfgoGy4J6ijCUSS","1986"
"21","Stuck With You","Huey Lewis & The News","2cFl7utlqyZjCXN1G5nRvA","1986"
"22","Holding Back The Years","Simply Red","5q04ftJMH7VjaKEbNUz18u","1986"
"23","Sledgehammer - (Tribute to Peter Gabriel)","Studio Allstars","7kzsIuCQDvDc56oC4aVjnE","1986"
"24","Sara","Starship","6V775dYuMO5BKjo9C3nhqL","1986"
"25","Human","The Human League","537yo062QIz16oQOgxmul3","1986"
"26","I Can't Wait","Nu Shooz","044fQJmT2fZUYcA3BnaOL2","1986"
"27","Take My Breath Away","Berlin","1hZJcuz9iMoz6tLkFlIaUy","1986"
"28","Rock Me Amadeus","Falco","1Hs3XZxhdpHrOyiZBB4kEK","1986"
"29","Papa Don't Preach","Madonna","0Oa9Qtd0FuhcmLi3sWTF9F","1986"
"30","You Give Love A Bad Name","Bon Jovi","1MTMedlCphum6mRcd8YzvE","1986"
"31","When the Going Gets Tough, the Tough Get Going","Billy Ocean","6QyYTRZCrzjAUqchxGC91x","1986"
"32","When I Think Of You","Janet Jackson","2oeha2Y6cQIw1LyhUWSjjq","1986"
"33","These Dreams","Heart","5fRTUCS48zwiGai2Ku8gSg","1986"
"34","Don't Forget Me (When I'm Gone)","Glass Tiger","3j6oEEPaUMzzw5i7gFIGDb","1986"
"35","Live To Tell","Madonna","0OjKjWYMF8nrcHX8kj8D45","1986"
"36","Mad About You","Belinda Carlisle","6v9oV4RpWKJ5qbpAZqKqtZ","1986"
"37","Something About You - Single Version","Level 42","2uXewDKMktNkkMfotqSxN6","1986"
"38","Venus","Bananarama","4kxOMXF9aVjztdBVM12gbn","1986"
"39","Dancing On The Ceiling","Lionel Richie","0snPJPxkk0MbTc0xeUvAPt","1986"
"40","Conga","Miami Sound Machine","3FdHgoJbH3DXNtGLh56pFu","1986"
"41","True Colors","Cyndi Lauper","2A6yzRGMgSQCUapR2ptm6A","1986"
"42","Danger Zone","Kenny Loggins","1GYYqJlTVKrz6NUMbokAYm","1986"
"43","What Have You Done For Me Lately","Janet Jackson","586bkJBqAeLkTy4n1pb8nH","1986"
"44","No One Is To Blame","Howard Jones","1U2C1dJY7GIyx87KNzfVbK","1986"
"45","Let's Go All The Way","Sly Fox","2qxrA7khrMA6icoq9cn2wY","1986"
"46","I Didn't Mean To Turn You On","Robert Palmer","7DGIv9rjJSL7Bfls23QMeh","1986"
"47","Words Get In The Way","Miami Sound Machine","5xbqrbNPBTAOGDA6GD3O46","1986"
"48","Manic Monday","The Bangles","5KYoPa5akZxiCn38xelbqI","1986"
"49","Walk Of Life","Dire Straits","5ij84aZDvRN4zSHSh2L6pl","1986"
"50","Amanda","Boston","4gpext9x0CbdD9NWaa4nDj","1986"
"51","Two Of Hearts","Stacey Q","2dURQIBrw3XcHyVZlfdpC1","1986"
"52","Crush On You","The Jets","2sYLlZU3FuCF8SKNeIvdKA","1986"
"53","If You Leave","Orchestral Manoeuvres In The Dark","6VzfdkKU7J6ideJPwVJnAN","1986"
"54","Invisible Touch - 2007 Remastered Version","Genesis","0xpBr84T3FTm9j4D1MdPtk","1986"
"55","The Sweetest Taboo - Remastered","Sade","1xAkznu4j1yRIkPz16JpNP","1986"
"56","What You Need","INXS","1g4fzocmQFCCW2RsFqWKD0","1986"
"57","Talk To Me","Stevie Nicks","5IhYnodWHS5IOrw7aOOuA9","1986"
"58","Nasty","Janet Jackson","07OzC5JlcaDwEkzWmvqp6y","1986"
"59","Take Me Home Tonight","Eddie Money","63diy8Bzm0pHMAU37By2Nh","1986"
"60","We Don't Have To Take Our Clothes Off - Original Hit Version","Jermaine Stewart","7HwFU2mPoiwAGYzL2CB5B3","1986"
"61","All Cried Out","Lisa Lisa & Cult Jam","2Q0HXXMkR28ZZkyX30UmLc","1986"
