"","Song","Artist","Spotify ID","Year"
"68","An American Dream - 2001 - Remaster","Nitty Gritty Dirt Band","1TPjE0SvG3y7Xz3VNzDFXq","1980"
"69","Dim All The Lights","Donna Summer","5lN4eoE9AKy2cdw25P1tKg","1980"
"70","You May Be Right","Billy Joel","4qB3RW5ZifZpAHNXAn3JSf","1980"
"71","Hurt So Bad","Linda Ronstadt","2z6xZrvwnxDzmARpDlvbyt","1980"
"72","Should've Never Let You Go (With Dara Sedaka)","Neil Sedaka","19bw9o5MbljyyOm6tXKt8L","1980"
"73","Pilot Of The Airwaves (Re-Recorded / Remastered)","Charlie Dore","7MHboIoaWgIknMRRJylLzP","1980"
"74","Off the Wall","Michael Jackson","3zYpRGnnoegSpt3SguSo3W","1980"
"75","I Pledge My Love","Peaches & Herb","39NR6IvhKs7JXOucucP19u","1980"
"76","Stand By Me","Mickey Gilley","5U496ACd6O24ZGjnCHd2wQ","1980"
"77","Heartbreaker","Pat Benatar","7Crfr7SSFmcxNXi64fKEaB","1980"
"78","Deja Vu","Dionne Warwick","6e3z6ytfhTEUMRxdCYlgAV","1980"
"79","Drivin' My Life Away - Single/","Eddie Rabbitt","5menYBMHmWshyVEiAqMSsQ","1980"
"80","Take The Long Way Home","Supertramp","46TLlKsmMNRQc53ukyFCtM","1980"
"81","Sara","Fleetwood Mac","0q1exbzIDRxqJ6VUKH3seg","1980"
"82","Wait for Me - Remastered","Daryl Hall & John Oates","6g8WWi9euV5uIjzsOfHRAo","1980"
"83","JoJo","Boz Scaggs","4mGDtUyNxu4ZDqwMAwHh1Q","1980"
"84","September Morn","Neil Diamond","1G0nEJgm8kNxtGfjklTwA9","1980"
"85","Give Me The Night","George Benson","62GYoGszQfROZswLee6W3O","1980"
"86","You Decorated My Life","Kenny Rogers","3Fejkexvwptt5wM7jqHj2a","1980"
"87","Tusk","Fleetwood Mac","56vXknIYSyvrt1ydAfA1lZ","1980"
"88","I Wanna Be Your Lover - Single Version","Prince","1uxzFavoQSzR6NhzeSbHdM","1980"
"89","In America","The Charlie Daniels Band","5n9zTTk1SwXD4jMIAHiDTI","1980"
"90","Breakdown Dead Ahead","Boz Scaggs","5FvXMfGmOvqbkEYRtcKUzE","1980"
"91","Ships","Barry Manilow","4vT4qrrHHuDJO9E0AT4sgv","1980"
"92","Refugee","Tom Petty and the Heartbreakers","4mcZYzoGwPRDdhWVlygiHf","1980"
