"","Song","Artist","Spotify ID","Year"
"1","Every Breath You Take","The Police","2PnNomkEqlg9ADKCVG0Wt0","1983"
"2","Billie Jean - Single Version","Michael Jackson","3EzlF0tKEQstSzFqWzkLZE","1983"
"3","Flashdance...What A Feeling","Irene Cara","1vyI6X2Id2CarE73XOLGxM","1983"
"4","Down Under","Men At Work","5ETbctpnDNloYA4IO6s0wn","1983"
"5","Beat It - Single Version","Michael Jackson","1xEpz8iZDReyXevFcP89XG","1983"
"6","Total Eclipse of the Heart","Bonnie Tyler","5prTs2HAw2G4idHZyeFp8o","1983"
"7","Maneater - Remastered","Daryl Hall & John Oates","4aKIs5t9TqP59btlCGPrgw","1983"
"8","Maniac (Flashdance Version)","Michael Sembello","2yPOanQUfr1QQcfPTD9TmJ","1983"
"9","Sweet Dreams (Are Made of This) - Remastered","Eurythmics","1TfqLAPs4K3s2rJMoCokcS","1983"
"10","Do You Really Want to Hurt Me - 2002 - Remaster","Culture Club","1HerMONdBbVd0IQJE73sgZ","1983"
"11","You And I","Eddie Rabbitt","55uZJFuImJzBXLeBC3x7Co","1983"
"12","Come on Eileen","Dexy's Midnight Runners Tribute Band","1NJjpKwH4fECJOLhohcDDw","1983"
"13","She Works Hard For The Money","Donna Summer","3FlOciKDqFlTMPeC7t92Qy","1983"
"14","Never Gonna Let You Go","Sérgio Mendes","5u8bqfaYSh0qVTsgslPknf","1983"
"15","Hungry Like The Wolf","Duran Duran","2HuHopKnnuGQEpGb0CssCs","1983"
"16","Let's Dance - 1999 Remastered Version","David Bowie","0F0MA0ns8oXwGw66B2BSXm","1983"
"17","Twilight Zone","Golden Earring","6j0ri1fbU2QDXlDrhgkuFk","1983"
"18","I Know There's Something Going On","Frida","1fQyiulxuPu8ywfIrOM3ft","1983"
"19","Jeopardy","The Greg Kihn Band","1pohUcbLfJF3O6CTTAwBHG","1983"
"20","Electric Avenue","Eddy Grant","4cqUq7n3ad0DhJ2JCVw34v","1983"
"21","She Blinded Me With Science","Thomas Dolby","0BWravaqj9rKdOU8RWXhuf","1983"
"22","Africa","Toto","2374M0fQpWi3dLnB54qaLX","1983"
"23","Little Red Corvette","Prince","76Gmfksb2uBzx5N72DcHT0","1983"
"24","Back On The Chain Gang - 2007 Remastered Version","Pretenders","4cMHCRLPNoEbpnl2rz6GS9","1983"
"25","Up Where We Belong","Joe Cocker","0Co8hKbjUy273NrGliGdWZ","1983"
"26","Mr. Roboto","Styx","61yhNRBnlbKb7j51e8OZCJ","1983"
"27","You Are","Lionel Richie","6I8xhomIJJcXzNN43TotPv","1983"
"28","Der Kommissar","After The Fire","0ROtxObpdDA25o5DriPSOk","1983"
"29","Puttin' On The Ritz","Taco","4RUkk4vAzPVYqBdHNW9T6i","1983"
"30","Sexual Healing","Marvin Gaye","4HruSQTQR65g2HU9dUy0FS","1983"
"31","(Keep Feeling) Fascination - 2003 - Remaster","The Human League","0ZfZaT7NByalxa6bct5G67","1983"
"32","Time (Clock Of The Heart)","Culture Club","6UguIecQmrmEy1NjCHZsTV","1983"
"33","The Safety Dance","Men Without Hats","5kuzI2Sz53X8P0qztbYzu2","1983"
"34","Mickey","Toni Basil","162gk2vyorLJCuZMu43Ift","1983"
"35","You Can't Hurry Love","Phil Collins","4YUlGNZfYA6EUE5KDsGqpC","1983"
"36","Separate Ways (Worlds Apart)","Journey","2ORySgkn0CbUMFbEoP1wwE","1983"
"37","One On One - Remastered 2003","Daryl Hall & John Oates","4KcshFM1IjZStr8ROGhYzN","1983"
"38","We've Got Tonight - 2006 - Remastered","Kenny Rogers","5Q9MCK4NU3xApjsIkKWegw","1983"
"39","1999","Prince","2H7PHVdQ3mXqEHXcvclTB0","1983"
"40","Stray Cat Strut (Acoustic Version)","Stray Cats","3yLzH44GAxQjKnODXy1myE","1983"
"41","Allentown","Billy Joel","2veYJl7RAW2lkveifGHYKT","1983"
"42","Stand Back","Stevie Nicks","6sleEAnBH0sZMe0pOQNidG","1983"
"43","Tell Her About It","Billy Joel","0RfdoNWHJbZxAI3sOWS8Q7","1983"
"44","Always Something There To Remind Me","Naked Eyes","5L7zWiRiXDPNvTLLoXvIja","1983"
"45","Truly","Lionel Richie","7AslBsiVLQAGrmFmi79ZeK","1983"
"46","The Girl Is Mine","Michael Jackson","15fvDRnqFdogjUM8PUC0ml","1983"
"47","Too Shy - 2004 Remastered Version","Kajagoogoo","3OQtbwQ9U4A0VDH1rjamZJ","1983"
"48","Goody Two Shoes","Adam Ant","4gic8wdcwH3kPjfHAPITLK","1983"
"49","Rock the Casbah","The Clash","6rL4PYIVHyMIYo9xvGc5ot","1983"
"50","Our House","Madness","0vWCLHyiA1G3eqBPnY1WFW","1983"
"51","Overkill","Men At Work","0bBVRsBbgnzW8wmdlD7Apq","1983"
"52","Is There Something I Should Know","Duran Duran","3pNEoHjqWx4JIvHM46rZsm","1983"
"53","Gloria (45 Version)","Laura Branigan","0locmm7BcpfpRGGXR7YsBW","1983"
"54","Affair of the Heart","Rick Springfield","6sQhzyoKVtjB1xohOJRt06","1983"
"55","She's A Beauty","The Tubes","6lnP51cMlqpZ8bwmyVlgvG","1983"
"56","Solitaire","Laura Branigan","17RxTPSIGg0WP92dAiZliC","1983"
"57","Don't Let It End","Styx","0huaODTI1xKsfJJk8EJEkf","1983"
"58","How Am I Supposed To Live Without You","Laura Branigan","7lxIn9eU6401kJqQGUBplH","1983"
"59","China Girl - 1999 Remastered Version","David Bowie","1zCGS6bgV9rHVot0hELx5S","1983"
"60","Come Dancing","The Kinks","52cZmWYfhhFn9KiBd9ZhFJ","1983"
"61","Promises, Promises - Single Version","Naked Eyes","3sks3fxIzjffXVaTC4Dl69","1983"
"62","The Other Guy - 24-Bit Digitally Remastered 02","Little River Band","173r99cYlRApif8GLPrLqt","1983"
"63","Making Love Out Of Nothing At All","Air Supply","1w2CBsRDGGrYfcIFurKN5l","1983"
"64","Family Man - Remastered 2003","Daryl Hall & John Oates","3OCNkidVblywixF3p15w9c","1983"
"65","Wanna Be Startin' Somethin'","Michael Jackson","1uCbb7fkxRUrQAvCQgmSHo","1983"
"66","I Won't Hold You Back","Toto","7D4EtbE7LfQiH8CWj7fQoz","1983"
"67","All Right","Christopher Cross","556Fdf9iUVDA2aSUDzlkNV","1983"
"68","Straight From The Heart","Bryan Adams","5eaK7PLGwyDXmHfTdWZZuE","1983"
"69","Heart to Heart","Kenny Loggins","2KiybjzjyrEstFl1qrZqtM","1983"
"70","My Love","Lionel Richie","6l9fOwFZ2pZzGUAVnPM76l","1983"
"71","I'm Still Standing","Elton John","1lEPvkpSiI3hH6jpmcGSJj","1983"
"72","Hot Girls In Love","Loverboy","3RRRGwfes5ZzK07Cm4f6ho","1983"
"73","It's a Mistake","Men At Work","5xNmWMhsZncmM9zziHww42","1983"
"74","I'll Tumble 4 Ya","Culture Club","1YFuzRhg3OtJiNFFHvdTgV","1983"
"75","All This Love","DeBarge","48bBO1utRUJLOEIGiUhkiB","1983"
"76","Your Love Is Driving Me Crazy","Sammy Hagar","3OghNV9ZOUbAj62CZptOEP","1983"
"77","Heartbreaker","Dionne Warwick","79stkwByJTjWMPyuiYsOuw","1983"
"78","Faithfully","Journey","6HzZhqXNyfJxuvQ9zfCc1U","1983"
"79","Steppin' Out","Joe Jackson","0gX18ikvVSzGgNGx939SOe","1983"
"80","Take Me To Heart","Quarterflash","3ZfjQOjf4jp4o6yfK5GtCB","1983"
"81","(She's) Sexy + 17 - 1999 Digital Remaster","Stray Cats","5x5FUXjs53WbPuTwT6WD8d","1983"
"82","Lawyers In Love","Jackson Browne","26lCNg8WekUoDbLhEbUyXZ","1983"
"83","Human Nature","Michael Jackson","6vA0oK0LIQtWCjPjpww4Tr","1983"
"84","Photograph - Live","Def Leppard","4VfWY8hydsKIXtKQ2AT9oO","1983"
"85","Pass The Dutchie","Musical Youth","082jAB8ValDguMSLaT7CZZ","1983"
"86","True","Spandau Ballet","6eDYgjKl4vUgRusxb7THDu","1983"
"87","Far From Over","Frank Stallone","3LUrih1nLwx0vL0QihnpdI","1983"
"88","I've Got A Rock 'N' Roll Heart","Eric Clapton","0bsVmf3Ki4x4BzvdrlbYXi","1983"
"89","It Might Be You (from ""Tootsie"")","Stephen Bishop","1asbauP5iqBr21MTpWDdNS","1983"
"90","Tonight, I Celebrate My Love - 2001 - Remaster","Peabo Bryson","6KgBoqgnh8i6AjU0slFeYe","1983"
"91","You Got Lucky","Tom Petty and the Heartbreakers","5Mc4cz1QdX5n2vFV0K10vM","1983"
"92","Don't Cry","Asia","5NHEpCtDPugmIuawJtwH2y","1983"
"93","Breaking Us In Two","Joe Jackson","767BYYVKKNdFCI2GrCk4BR","1983"
"94","Fall in Love with Me","Earth, Wind & Fire","5qugKP8gPqN91O7KBMkW6P","1983"
