"","Song","Artist","Year","Spotify ID"
"1","Macarena","Los Del Rio",1996,"4oaj36KzXRgDg4McgcTsZK"
"2","One Sweet Day - w / Mariah Carey","Boyz II Men",1996,"5OnnCaaLL6ooi2JBWI2Y7t"
"3","Because You Loved Me","C<U+00E9>line Dion",1996,"6hRcrByB9i6rYRiHNh170N"
"4","Nobody Knows","The Tony Rich Project",1996,"2PsHIonOTmX6bSrzIJSjyS"
"5","Always Be My Baby","Mariah Carey",1996,"2aBxt229cbLDOvtL7Xbb9x"
"6","Tha Crossroads","Bone Thugs-N-Harmony",1996,"0UUSebzzrC8hKiVcX8fBsz"
"7","I Love You Always Forever","Donna Lewis",1996,"1PEqh7awkpuepLBSq8ZwqD"
"8","You're Makin' Me High","Toni Braxton",1996,"32VygCu5knUb9ZmC5acyKZ"
"9","Twisted","Keith Sweat",1996,"69QIVIjPMnI1ABLBqh9P1b"
"10","C'Mon 'N' Ride It (The Train)","Quad City DJ's",1996,"5ScNcfIXafszKASP7Qrwdi"
"11","Missing","Everything But The Girl",1996,"411Ecgzht1ky1mKDSl1N7R"
"12","Ironic","Alanis Morissette",1996,"29YBihzQOmat0U74k4ukdx"
"13","Exhale - Shoop Shoop","Whitney Houston",1996,"40Jt7Gswodpx1WNddCpBDQ"
"14","Til I Hear It From You","Gin Blossoms",1996,"2vaF3iStySjdbbIJBe04P7"
"15","Sittin' Up In My Room","Brandy",1996,"4330XmgVWlx98Y3Naswycg"
"16","How Do U Want It - (Explicit)","2Pac",1996,"06jYyAmf4jhb7nxmUO1I6V"
"17","It's All Coming Back to Me Now","C<U+00E9>line Dion",1996,"62WlC9unRXGdRIULjishS0"
"18","Change The World","Eric Clapton",1996,"6BQNJ0JFKh8sWjQLI6Zudi"
"19","Hey Lover","LL Cool J",1996,"1eQZwiUWnnrem5a7sSexZd"
"20","Insensitive","Jann Arden",1996,"2OqkSQe1kA8oRgEbw064dS"
"21","Name","The Goo Goo Dolls",1996,"1G8jae4jD8mwkXdodqHsBM"
"22","Who Will Save Your Soul","Jewel",1996,"1SYXw0U7vE9BpUw5bEFvKw"
"23","Where Do You Go","No Mercy",1996,"1i7Gv6yN5aCyygveod0QDH"
"24","I Can't Sleep Baby (If I)","R. Kelly",1996,"4h1iaLi1bn9x5xRWGHT3TS"
"25","Counting Blue Cars","Dishwalla",1996,"1eRRcsUU6ItJmKA3YXoiy5"
"26","You Learn","Alanis Morissette",1996,"3V5qEaGZr52PrvHQ1n9JLI"
"27","One Of Us","Joan Osborne",1996,"1xNmF1Uep5OGutizZSbKvd"
"28","Wonder","Natalie Merchant",1996,"5Hz6aGrZZizNBoJ6kE6Rqi"
"29","Not Gon' Cry","Mary J. Blige",1996,"78wi1g772j8eJPEnD8rr9z"
"30","Gangsta's Paradise","Coolio",1996,"0RdpN5cjHSlC2tOmnphkF2"
"31","Only You (feat. Notorious B.I.G. and Mase)","112",1996,"7o7rrKyfqGo5xw318JNFUb"
"32","Down Low (Nobody Has to Know)","R. Kelly",1996,"5j8pEVMOPjLpUdAxrmZqq8"
"33","You're the One","SWV",1996,"0yqwZSgCWsmfhpGlulQKpZ"
"34","Before You Walk Out of My Life","Monica",1996,"6xrvubhznLOcEO3AM6XBN2"
"35","Breakfast At Tiffany's","Deep Blue Something",1996,"0TYZXljs3TAVQHwIDyALgD"
"36","1-2-3-4 (Sumpin' New)","Coolio",1996,"7Ix6Cqxvc05JVBmZztKGI5"
"37","The World I Know (45 version)","Collective Soul",1996,"51HuI43LXE4oNUSKMPZFWf"
"38","No Diggity","Blackstreet",1996,"5eyIfIp6IafrdAjRnZF6ql"
"39","Anything","3T",1996,"2AtBXRPCZhtIqSGF5ap33B"
"40","1979","The Smashing Pumpkins",1996,"5KRRcT67VNIZUygEbMoIC1"
"41","Diggin' on You","TLC",1996,"2W2vmNmTLERMWT9XBxm35E"
"42","Why I Love You So Much","Monica",1996,"7EKvTUo567BRNzZ37clvlf"
"43","Count On Me","Whitney Houston",1996,"7mVV7fepIMUAE4FDyihupV"
"44","Fantasy","Mariah Carey",1996,"6xkryXuiZU360Lngd4sx13"
"45","You'll See","Madonna",1996,"0Fb8sdyNluLawg08N1zs48"
"46","Last Night","Az Yet",1996,"2mj1Z5bqu0UfW4o4a7UxpW"
"47","Mouth","Merril Bainbridge",1996,"11Ki2bHWXTEug0DAfKcDDD"
"48","The Earth, The Sun, The Rain","Color Me Badd",1996,"20lzW8sXHa20GVDyIwJihy"
"49","All The Things (Your Man Won't Do)","Joe",1996,"7DufxStaLzlKtFvG6VkdBU"
"50","Wonderwall","Oasis",1996,"3nV3zKrWBuDcCYjju4LkNp"
"51","Woo Hah!! Got You All In Check","Busta Rhymes",1996,"09WxJCWFMWAxTHBLLelpDS"
"52","Tell Me","Groove Theory",1996,"2lp8xjq0WTm3HZKHuDEweg"
"53","Elevators (Me & You)","OutKast",1996,"2oLwDI8tZUOh6SmTMRRfKs"
"54","Hook","Blues Traveler",1996,"0ZhSQIDIv0CWVc0Vt1aiBm"
"55","Doin' It","LL Cool J",1996,"1mU0es3QUBRAxKkYvTANpG"
"56","Too Funky","George Michael",1996,"5LTft1iL4WphwZIzBYpEWw"
"57","Touch Me Tease Me","Case",1996,"6iX9C7Cqgn0St5a6L25udL"
"58","Tonite'S Tha Night - Kris Kross Redman Remix","Kris Kross",1996,"38bTjekNUk3TMLeJbQmQ4H"
"59","Children","Robert Miles",1996,"4wtR6HB3XekEengMX17cpc"
"60","Closer To Free","Bodeans",1996,"0xw22cJECqEQ8RlH0H4sHr"
"61","Just A Girl","No Doubt",1996,"6mfkHv00I6jhHIn7EWHJ2N"
"62","Lady - Radio Edit","D'Angelo",1996,"1hp5TYhnsH4FBQSsR7RpJK"
"63","Key West Intermezzo (I Saw You First)","John Mellencamp",1996,"4hiP73O5neL2rKZ4tfdxpc"
"64","Pony","Ginuwine",1996,"6mz1fBdKATx6qP4oP1I65G"
"65","Nobody (feat. Athena Cage) - Remastered Single Version","Keith Sweat",1996,"02UYYPOGSBXxGEMce927XV"
"66","If It Makes You Happy","Sheryl Crow",1996,"6im5Ts56ewHHJFu8qAE8X3"
"67","As I Lay Me Down","Sophie B. Hawkins",1996,"4x6gUDeNzAB273nhsNIeuG"
"68","Keep On, Keepin' On (feat. Xscape)","MC Lyte",1996,"42aZFX1bcCDj75ue0KoNSd"
"69","Jealousy - Remastered","Natalie Merchant",1996,"08kM4SluoXVyIcmiPN6WqT"
"70","I Want To Come Over","Melissa Etheridge",1996,"6uNJKTW6p5VyaCMsdZ616L"
"71","Who Do U Love","Deborah Cox",1996,"331NqDIshmegDM8HJW9YhH"
"72","Un-Break My Heart","Toni Braxton",1996,"1wyNvV8uXr35T8ChEypf8n"
"73","This Is Your Night","Amber",1996,"74qCchZScG35kEGXktHVT6"
"74","You Remind Me of Something","R. Kelly",1996,"43vQRRXiQWU05gIHZ5hCX7"
"75","Runaway","Janet Jackson",1996,"1FxXNL5NGwKPQvPKUxa3VZ"
"76","Set U Free - Fever Mix","Planet Soul",1996,"1Q6oJGLbh2s1OocPyMKkJr"
"77","Hit Me Off","New Edition",1996,"4YRamrl8lDNnBGA9rcKsM2"
"78","My Boo - LP Radio Edit","Ghost Town DJs",1996,"2PAUsCMYNVfyw6imxFA71H"
"79","Get Money","Junior M.A.F.I.A.",1996,"1uUnAtPzMEHpkeodSVMcmL"
"80","That Girl - feat. Shaggy","Maxi Priest",1996,"24s6yppvGO5he6wRwCaGrr"
"81","Po Pimp","Do Or Die",1996,"2XX6vU5NCiu8MToXDIxodn"
"82","Beautiful Life","Ace of Base",1996,"1GwdUrz7DujSedNxnzVfqI"
"83","Back for Good - Radio Mix","Take That",1996,"2BIBtKMUnHyYs3BsEiILTU"
