"","Song","Artist","Year","Spotify ID"
"1","In Da Club","50 Cent",2003,"7iL6o9tox1zgHpKUfh9vuC"
"2","Ignition (Remix)","R. Kelly",2003,"0nmxH6IsSQVT1YEsCB9UMi"
"3","Get Busy","Sean Paul",2003,"7C86DVl6REN8VPeGEMOf9q"
"4","When I'm Gone","3 Doors Down",2003,"1Nuqm2gavvcmZtEFWvbDbK"
"5","Unwell - Remastered Version","Matchbox Twenty",2003,"0PXWpNBYg52gABrn1qL1bD"
"6","Right Thurr","Chingy",2003,"0l3GEbH3CviUytD6iX4wzg"
"7","Miss You","Aaliyah",2003,"47mdv9ScE1lLbKPTMgxtqg"
"8","Beautiful","Christina Aguilera",2003,"0Ri6sPso4CNTnHn7RroCt4"
"9","I'm with You","Avril Lavigne",2003,"2jHujamO9UuZv8im9eLdOB"
"10","P.I.M.P.","50 Cent",2003,"1IRNjfivqiDhzey02C11ge"
"11","Bump, Bump, Bump","B2K",2003,"5tKbrFMvQJlG1reK5aDmkc"
"12","Where Is The Love?","The Black Eyed Peas",2003,"4DH9KwQ31wVFUsNFM47bEb"
"13","Lose Yourself - Soundtrack Version","Eminem",2003,"0j5X6DrzkgY64Mm8NQp5mi"
"14","Rock Wit U (Awww Baby)","Ashanti",2003,"0mI5eE0IuermT57lb0Szas"
"15","Cry Me a River","Justin Timberlake",2003,"7Lf7oSEVdzZqTA0kEDSlS5"
"16","How You Gonna Act Like That","Tyrese",2003,"3OUApyz3jDB3syGUNGqB1d"
"17","Rock Your Body","Justin Timberlake",2003,"1AWQoqb9bSvzTjaLralEkT"
"18","No Letting Go","Wayne Wonder",2003,"1A0KS49SPUTb5HpVXOiSbZ"
"19","Landslide","Dixie Chicks",2003,"7GzN0UuX8rdMp8BHzJhwAr"
"20","Work It","Missy Elliott",2003,"3jagJCUbdqhDSPuxP8cAqF"
"21","So Gone","Monica",2003,"6BIcjFZIVDZxNAcofRFPx4"
"22","Never Leave You - Uh Ooh, Uh Oooh! - Main","Lumidee",2003,"0gNWux0dyHOx6iRNAFev3I"
"23","Miss Independent","Kelly Clarkson",2003,"3v4yDypfo94dachEvmjQdj"
"24","Calling All Angels","Train",2003,"0E29BKKGCJHcb7b9oIWgGB"
"25","This Is The Night","Clay Aiken",2003,"6QP46GKcggdxLbVLWilLVc"
"26","Headstrong","Trapt",2003,"1AEYT6VxrxXPMoQUxsY0E4"
"27","In Those Jeans","Ginuwine",2003,"5ojJNnX5ND2gMGojPd3NiO"
"28","The Remedy - Live On Earth Version","Jason Mraz",2003,"6nRoGs2NWVeYO1pGSxoDLY"
"29","Excuse Me Miss","JAY Z",2003,"5igi8eXou8md6Hpdo4TQm0"
"30","Are You Happy Now?","Michelle Branch",2003,"5B7XIcS5T76NJZFOHX30Io"
"31","Forever And For Always - Red Album Version","Shania Twain",2003,"25Bk9xtboDmCN8SUiWDXve"
"32","I Can","Nas",2003,"4E2j9dtimUItAjUhafldtX"
"33","If You're Not The One","Daniel Bedingfield",2003,"2Xc8yEoFXNdjE9tqb6myCI"
"34","Thoia Thoing","R. Kelly",2003,"1ePm7iM48W0ayPCQLAjoUN"
"35","Here Without You","3 Doors Down",2003,"7qQfI2F80t2MZcLLVuH6M2"
"36","Wanksta - From ""8 Mile"" Soundtrack","50 Cent",2003,"2eXlwgFPe6HgFaPJO8xQHK"
"37","My Love Is Like...Wo - Main Mix/Album Version","M<U+00FD>a",2003,"3Hv5C8sbNd8i6LhfrIY3Yo"
"38","Like Glue","Sean Paul",2003,"2thQ8Zi2V8z6XJuCvxHm7V"
"39","My Front Porch Looking In","Lonestar",2003,"3infEr3WNjesDtV7JqDPwY"
"40","Angel","Amanda Perez",2003,"2T4rXDppGlcy2lLuF4IyHq"
"41","She Hates Me","Puddle Of Mudd",2003,"1b7W82wt7cFgOQQ5XVKKoN"
"42","Don't Wanna Try","Frankie J",2003,"02y3FRLRlmzIpi2y8ZbN2w"
"43","Intuition","Jewel",2003,"21CCDnq8ROJEnQ7CL72xFA"
"44","Fighter","Christina Aguilera",2003,"0qbNSBQ0oKt55pUsO6Mw7A"
"45","Thugz Mansion - 2Pac Original/Acoustic (Explicit)","2Pac",2003,"5qJPRg0Ph69qE6E64zAMmG"
"46","Clocks","Coldplay",2003,"0BCPKOYdS2jbQ8iyB56Zns"
"47","Rain On Me","Ashanti",2003,"4v5WnO30GpzdHasUOY3UsH"
"48","19 Somethin<U+2019>","Mark Wills",2003,"2TBR4T0kFjlE8YtwZzBVvw"
"49","Can't Stop, Won't Stop - Album Version Remix (Explicit)","Young Gunz",2003,"0a0HVlMAWI25EDo9Hr7aR7"
"50","Red Dirt Road","Brooks & Dunn",2003,"5QHElgktygMkgRdpPhXfn2"
"51","What Was I Thinkin'","Dierks Bentley",2003,"0r8iDf65NHgFgZOGLwj5r8"
"52","Flying Without Wings","Ruben Studdard",2003,"4vzYcDxBXAUPYDUna4BVeE"
"53","Sing For The Moment","Eminem",2003,"3C7RbG9Co0zjO7CsuEOqRa"
"54","A Good Day To Run","Darryl Worley",2003,"7xX9mZmjCVzNeAcceLuUiD"
