"","Song","Artist","Spotify ID","Year"
"29","I`ve Been Thinking About You (Original Mix 2007)","Londonbeat","6ixo9JA1iCxGVJKTOS2NZv","1991"
"30","Losing My Religion","R.E.M.","1RYSbUnasW12klBZ9lxWIM","1991"
"31","Coming Out of the Dark","Gloria Estefan","5x9MJycRilBm2SNavzt9yF","1991"
"32","It Ain't Over 'Til It's Over","Lenny Kravitz","3aZPzF7Sr0zy3K0EkKyEzk","1991"
"33","Here We Go, Let's Rock & Roll","C & C Music Factory","0whwYFXgGNg14O8hdHguzV","1991"
"34","Where Does My Heart Beat Now","Céline Dion","0JrdoQMf2TZetkE6aM0sUx","1991"
"35","Summertime - Single Edit","DJ Jazzy Jeff & The Fresh Prince","1Ckd4d6vkhvOp5HlAc5Ie2","1991"
"36","Wind Of Change","Scorpions","55G6KjatHN4CkiT47Omlpz","1991"
"37","The Promise Of A New Day","Paula Abdul","5m8xVZhlM7E2mL9uuxZpF6","1991"
"38","I'm Your Baby Tonight","Whitney Houston","0Eb2UmP2jtWwEJigX9akO0","1991"
"39","Love of a Lifetime","Firehouse","2kDH08boXJyhKMl5hnZbrE","1991"
"40","Fading Like A Flower","Roxette","5TehPyJrU16Tw6XK0p97Rd","1991"
"41","This House","Tracie Spencer","10JIQ4VbdRMlqvSJGvi7El","1991"
"42","Hole Hearted","Extreme","1cItNpcJskTVETprljc7HV","1991"
"43","Power of Love / Love Power","Luther Vandross","0FcSJxqqTas3wiT7Nd5EXR","1991"
"44","Impulsive","Wilson Phillips","2lxfnTyWxW381PXDm9Mg77","1991"
"45","Love Is A Wonderful Thing","Michael Bolton","44MgXak5EQFmEj2hGL8vnw","1991"
"46","Rhythm of My Heart - 2008 Remastered Version","Rod Stewart","0fLgxhfATkNRJGca4rCu9X","1991"
"47","Things That Make You Go Hmmmm....","C & C Music Factory","5EZJ2mJ2KTNs01n0cBR6lC","1991"
"48","I Touch Myself","Divinyls","6oNvmplQGUkmAh441Teows","1991"
"49","Tom's Diner","Suzanne Vega","7f9sC9fvtjYSZYOLSmKJlq","1991"
"50","Something To Talk About","Bonnie Raitt","6Ceejf3zBXvAhIY9DbP1Pr","1991"
"51","After The Rain","Nelson","6ILvjEWvikRHgsoKgfFc7C","1991"
"52","Play That Funky Music","Vanilla Ice","1Ezs8eYxuZjhlgyoI1Bo76","1991"
"53","Temptation","Corina","6WCJyL4KetAqEZYhRq5S3f","1991"
"54","Can't Stop This Thing We Started","Bryan Adams","6O83X8zjAETDfBkHYvpWcA","1991"
"55","I Can't Wait Another Minute","Hi-Five","1CeGBbkJeKPojRmlo2gIwq","1991"
"56","3 A.M. Eternal - Ancients Of Mu Mu/La","The Klf","0X2AoXyE6LO2ocZqOTuco0","1991"
"57","Time, Love And Tenderness - Single Version","Michael Bolton","5Ex5UHv1C0nCDkZDTJRWfW","1991"
"58","Sadeness - Part I - Radio Edit","Enigma","1o0ixPgBmT2O6g8tAl1aAc","1991"
"59","Around The Way Girl","LL Cool J","2vAbKDdqA6cEBHU9zQiA8g","1991"
"60","I'll Be There","The Escape Club","3zX2ZUPo0M8EULGmYJ87C6","1991"
"61","Cream","Prince","5vz2J2kP3vV7mZE9UxnFcG","1991"
"62","Now That We Found Love","Heavy D & The Boyz","3QNo5oDTOSI23CDDpDUE9Q","1991"
"63","Show Me The Way","Styx","31ixRkE8fxhP6yA3aDhjr4","1991"
"64","Love Takes Time","Mariah Carey","7IifQT0luoDma04zd3L9go","1991"
"65","Cry For Help","Rick Astley","46L7QPDXvEPoTLCHZwmZms","1991"
"66","The Way You Do The Things You Do","UB40","42HaJ7QlInzQ5vHKWb5Ixa","1991"
"67","Here I Am - Come And Take Me","UB40","6YR2MkzMhojHBmW1TbXtZO","1991"
"68","Signs","Tesla","6oYjESDcQAQrRh4SKMH7sW","1991"
"69","Too Many Walls","Cathy Dennis","3uJBcTWsHWoxnUkrLOx4JP","1991"
"70","Crazy","Seal","2F9jMklOJOl65znIH4kc8C","1991"
"71","I'll Give All My Love To You - Remastered Single Version","Keith Sweat","4L9VA69sfZKK5HAs5zP22I","1991"
"72","Place In This World","Michael W. Smith","0PKTBeN87JYJ1mRzrq5Aog","1991"
"73","Something To Believe In - Digitally Remastered 96","Poison","4d5XCOm90B4Gs3ZGeFVaUX","1991"
"74","Get Here","Oleta Adams","1KT3ndndHOGXePgC4o0Jq9","1991"
"75","Round and Round","Prince","6rKQoV8NBoW6gXrWGpoCv7","1991"
"76","Silent Lucidity - 2000 Digital Remaster","Queensrÿche","5EcQ53R86rMZ5WnfbVvQEh","1991"
"77","Real Real Real","Jesus Jones","5gbPzqSC9MFfkeM3L06Imy","1991"
"78","Everybody Plays The Fool","Aaron Neville","0LdOVtg4WgJNeQ9D95tdvP","1991"
"79","Just Another Dream","Cathy Dennis","7f0tp6MJoOVBlij3XM2hMK","1991"
"80","Strike It Up","Black Box","6m8umBymc4gJQUDq8fFKgH","1991"
"81","Rico Suave","Gerardo","6FfdQJ9HJcJAvsPVIyoGZ5","1991"
"82","Disappear","INXS","7rUQkEM99w0dNXlgwoPU5K","1991"
"83","Groove Is In The Heart","Deee-Lite","2UVLuddklEVak5PXgC7baA","1991"
"84","All This Time","Sting","6HQjeXaQl2lctjLOFR0ZEH","1991"
"85","The One and Only","Chesney Hawkes","5KW5exONmWLybCyc8ogMCn","1991"
"86","Star People '97","George Michael","6MwzWiMKEYUIVPdpO1JQi2","1991"
"87","I Saw Red","Warrant","25YKAZ3ZbLRbjg2JqsdatF","1991"
"88","Miles Away","Winger","20ILzFYZNeTS94WefFpw0J","1991"
"89","The Motown Song - 2008 Remastered Version","Rod Stewart with the Temptations","53Ttk5sOEtlJvOZmv16aQn","1991"
"90","Shiny Happy People","R.E.M.","4er8NyQ8cFnZ2b643Tjc44","1991"
"91","Humpin' Around - Radio Edit","Bobby Brown","3MByCefcd6Y2S0VKw13e2B","1991"
