"","Song","Artist","Year","Spotify ID"
"1","Too Close","Next",1998,"2fyTojfPYs67KBWN4WYRX7"
"2","You're Still The One","Shania Twain",1998,"7wCH9DbgRs7ujHeqNy6oAS"
"3","Truly Madly Deeply","Savage Garden",1998,"69MmmKaqTGd2lBh1qNVpeP"
"4","Together Again","Janet Jackson",1998,"1GrikfH0jDejDvrxo84n4P"
"5","All My Life","K-Ci & JoJo",1998,"2LuubKHueqlJbx0ylKGFmy"
"6","Candle In The Wind","Elton John",1998,"1ZvS1DmW1cF0oknYGCVNK7"
"7","Nice & Slow","Usher",1998,"2KVVKbrg81ipix7moSsfzI"
"8","I Don't Want To Wait","Paula Cole",1998,"1qJemJSZsdqH2DEqXAZWNJ"
"9","How's It Going To Be","Third Eye Blind",1998,"3Uvx1TO0Kg5HgGPk58lHXv"
"10","No, No, No Pt. 2","Destiny's Child",1998,"5kHgrRO3hMDPehtH9VhYQc"
"11","My Heart Will Go On - Love Theme from ""Titanic""","C<U+00E9>line Dion",1998,"27ncbKwESFYzgBo9RN9IXe"
"12","Gettin' Jiggy Wit It","Will Smith",1998,"0weAUscowxeqDtpCgtbpgp"
"13","You Make Me Wanna...","Usher",1998,"1Ddf5oGQwHnRoacJIr8M1j"
"14","My Way","Usher",1998,"7v3IfbATd71qapVuZ190L5"
"15","My All","Mariah Carey",1998,"797yAHy8UMEiPJC9bc0H6k"
"16","Been Around The World (feat. The Notorious B.I.G. & Mase)","Diddy",1998,"1siDRjAa8MdxNoCHTiiQ7B"
"17","Adia","Sarah McLachlan",1998,"4bDkk5cXzzRnxC2iDLussL"
"18","Crush","Jennifer Paige",1998,"6wAV49hRfOiCTHztORMy8Y"
"19","Everybody (Backstreet's Back) - Extended Version","Backstreet Boys",1998,"5WTxbyWTpoqhdxEN2szOnl"
"20","I Don't Want to Miss a Thing","Aerosmith",1998,"225xvV8r1yKMHErSWivnow"
"21","This Kiss","Faith Hill",1998,"5EYWGM3Ns3iYew8ws0FatB"
"22","I Don't Ever Want to See You Again","Uncle Sam",1998,"4oJEy4qDPwDk5ac26yEMeL"
"23","Let's Ride","Montell Jordan",1998,"6dAcEOlAWwczHIEoWZJXpO"
"24","Sex And Candy","Marcy Playground",1998,"5kh2oynEmiwMl13WzxqLIR"
"25","Show Me Love - Radio Version","Robyn",1998,"6SluaPiV04KOaRTOIScoff"
"26","A Song For Mama","Boyz II Men",1998,"6xGAe69Vn07PnQQPQI083T"
"27","What You Want (feat. Total)","Mase",1998,"2nqVVwUI2MJ7MaphpCF1P3"
"28","Frozen","Madonna",1998,"0YT8MKXuaRdhOnDG9Jm1Dv"
"29","Gone Till November","Wyclef Jean",1998,"0jOXmNowR2j1hVpZMqnz9P"
"30","My Body - Remastered Single Version","LSG",1998,"0ZWyPcjHsy6C3RrqPNAx9k"
"31","Tubthumping","Chumbawamba",1998,"5YScXJKtefsgdskIy60N7A"
"32","D<U+00E9>j<U+00E0> Vu (Uptown Baby)","Lord Tariq",1998,"33i1NxhGadaXhPgJaiD6ad"
"33","I Want You Back - Radio Edit","*NSYNC",1998,"5YTMRAT4yKgFrepF8Hi3mY"
"34","When the Lights Go Out - Radio Edit","Five",1998,"6W04EMrXtUum6yhcxkUGJJ"
"35","They Don't Know","Jon B.",1998,"6YdEfXtj0YI5IbiJqVyT1c"
"36","Make 'Em Say Uhh - Edited;2005 Digital Remaster","Master P",1998,"6pGMEaR9abfB03jcoFSQID"
"37","In Da Street - feat. Missy ""Misdemeanor"" Elliott & Mocha","Nicole",1998,"5e9YtPAN6hnCQKwHkKaOgd"
"38","Never Ever - All Star Remix","All Saints",1998,"6nC75SPjkzY3CGvBckFD0w"
"39","I Get Lonely","Janet Jackson",1998,"5xLDmkobOw674TLTBBmnuN"
"40","Feel So Good","Mase",1998,"0jyyCvDkMCEza2SpBSvllh"
"41","Say It","Voices of Theory",1998,"5919i3Sp9U2IE5m7hhlgSw"
"42","Kiss The Rain","Billie Myers",1998,"4wtHbIS26FOtpjMkaQQ8Zk"
"43","It's All About Me","M<U+00FD>a",1998,"5xzJNGSd8AcyDO5HAwqjwc"
"44","I Will Come To You","Hanson",1998,"6ZIuoDs3i1KjKurJf9miSs"
"45","One Week","Barenaked Ladies",1998,"1C0pmryC2MdXfa7MZ9uIrU"
"46","Swing My Way - Remix","K.P. & Envyi",1998,"35KcXRWo7BTYdJiyMOy2Zu"
"47","The Arms of the One Who Loves You","Xscape",1998,"6Zyk31Yyk7AUU1TTJn7plb"
"48","My Love Is The Shhh!","Somethin' For The People",1998,"3TS25nchaYIPb2Y2fw6cbb"
"49","Semi-Charmed Life","Third Eye Blind",1998,"6luSHkUXVmx3DKGN4TuRqF"
"50","I Do","Lisa Loeb",1998,"2NXZJ3qWUbAnoJA2Be1Xlj"
"51","Lookin' At Me (feat. Puff Daddy)","Mase",1998,"2dieHErJLwG7fOzD8WAtFO"
"52","Quit Playing Games (With My Heart)","Backstreet Boys",1998,"1nRwyxNsqCLeA17qR8Nfxx"
"53","I Still Love You","Next",1998,"6zZJkvtu3N9GhbSQdVzsKT"
"54","Time After Time","INOJ",1998,"5I0Pt0YFaShP1OoXPyUnX8"
"55","Are You Jimmy Ray?","Jimmy Ray",1998,"6VWFrHAnLDyNUEJbJvpkZA"
"56","Cruel Summer","Ace of Base",1998,"4r0cvovFtVTXWtWgR1F4kd"
"57","I Got The Hook Up - Edited","Master P",1998,"51lBC5ABJMVg7UClbowjki"
"58","Victory (feat. The Notorious B.I.G. & Busta Rhymes)","Diddy",1998,"2B9aYvlGefTIgKLhM6ia8t"
"59","Too Much - Edit","Spice Girls",1998,"6hYRKDPeQY7BO2cFzwZh9F"
"60","Ghetto Supastar (That is What You Are)","Pras",1998,"31bf9SEOppLU6lQ85d8om6"
"61","How Deep Is Your Love - Single Version","Dru Hill",1998,"4eCPhyxoEVR5NiDEjBYPvH"
"62","Friend Of Mine","Kelly Price",1998,"0mVLmRNJyloNRTKZ1bdoJR"
"63","Turn It Up / Fire It Up - Remix","Busta Rhymes",1998,"34D19QbdMD2SL1pivaJzRX"
"64","I'll Be (45 Version)","Edwin McCain",1998,"3rR0XoCFCtPkGr1SOJGABW"
"65","Ray Of Light","Madonna",1998,"0vVchT7htyhheP8anAnLMR"
"66","All For You","Sister Hazel",1998,"2skmOCFU64Bg7Ytkgwliwe"
"67","Money, Power and Respect (feat. DMX and Lil' Kim)","The Lox",1998,"2cXWKSIbNwqxz1TEKdOupS"
"68","Bitter Sweet Symphony - 2004 Digital Remaster","The Verve",1998,"1WYEDcS7WGjv0rG7rmMX3o"
"69","Dangerous - Amended Version","Busta Rhymes",1998,"3hA1SpBM4kiw5Qn0QVT6Nb"
"70","Spice Up Your Life","Spice Girls",1998,"5qGwqO0lkbBXw4xNfzT7SF"
"71","Because Of You","98<U+00BA>",1998,"7xoN94HgqWTerSUbG5Hf9O"
"72","All Cried Out - Behind the scenes Video","Allure",1998,"57vYbt3PuAPJhZ4NSZ1y2t"
