"","Song","Artist","Spotify ID","Year"
"1","Hold On","Wilson Phillips","4VZDv8sASBS8UruUBGTFdk","1990"
"2","It Must Have Been Love","Roxette","0U0mMRtYifdTaRltbemBee","1990"
"3","Nothing Compares 2 U","Sinéad O'Connor","064ZylFGeddMC08XdMoNyj","1990"
"4","Poison","Bell Biv DeVoe","5xJkY5PiDpInkBPtaArVax","1990"
"5","Vogue","Madonna","27QvYgBk0CHOVHthWnkuWt","1990"
"6","Vision of Love","Mariah Carey","0gLQ6jhJsyYfl7PrD1RZ7X","1990"
"7","Another Day In Paradise","Phil Collins","3wNXqTMimmuTEj1iEPftC7","1990"
"8","Hold On","En Vogue","6BjqF9DTiAubeE34grUKVq","1990"
"9","Cradle of Love - 2001 - Remaster","Billy Idol","1gmSaCrVZBjK8Na7dsThXv","1990"
"10","Blaze Of Glory - From ""Young Guns II"" Soundtrack","Jon Bon Jovi","1sUTfgduT0WIQO8kXKXxLC","1990"
"11","Do Me!","Bell Biv DeVoe","6pNvKPvOknI5zI4o9TB43f","1990"
"12","How Am I Supposed to Live Without You","Michael Bolton","18QpSu4VH85xAVms1cBoRO","1990"
"13","Pump Up The Jam","Technotronic","1ZtzjvhIcLoogzOpt4rKoa","1990"
"14","Opposites Attract","Paula Abdul","7z38bideBRvGAgjXe2SECm","1990"
"15","Escapade","Janet Jackson","5HAv1Ckfe50DUjv8ghwTrz","1990"
"16","All I Wanna Do Is Make Love To You","Heart","5YjKdeES9QRJ8NmF4Xc8pV","1990"
"17","Close To You","Maxi Priest","680kMGV6szhTiZbHRr3vLi","1990"
"18","Black Velvet","Alannah Myles","2yw8qcJ9HTrOiN2HUQFDLa","1990"
"19","Release Me","Wilson Phillips","1rIy3lkFJnMsTLZpxFmYU8","1990"
"20","Don't Know Much [with Aaron Neville]","Linda Ronstadt","4x9y3JSvsjBTbm4uEnBrdT","1990"
"21","All Around the World","Lisa Stansfield","2mIsJFPs5fKzPpmJB4KxMU","1990"
"22","Rub You The Right Way - Radio Edit","Johnny Gill","1QMmvLfNQOQ2OFtvn3psmj","1990"
"23","She Ain't Worth It","Glenn Medeiros","2d1RPaZmz5fTUGK3ughMo7","1990"
"24","If Wishes Came True","Sweet Sensation","3xKqaGFnVt1sUzWtpWNz2l","1990"
"25","The Power","SNAP!","04Mh4OWSBUBn5Vpna4DXrA","1990"
"26","(Can’t Live Without Your) Love And Affection","Nelson","27Y9xH05ojEaS3fYCrp8PM","1990"
"27","Love Will Lead You Back","Taylor Dayne","4CyvKTtdLUiKAYnmMMPNIl","1990"
"28","Don't Wanna Fall In Love","Jane Child","6eozUVzr02EXMji1vuxgiP","1990"
"29","Two To Make It Right","Seduction","6GS6uE1vDmtzxO8GztAR2O","1990"
"30","Sending All My Love","Linear","6zNPPFFrxmhpTQejOn1Wm1","1990"
"31","Unskinny Bop - 2006 - Remaster","Poison","7ba7mwoleFlwmOiuqw8XNf","1990"
"32","Step by Step","New Kids On The Block","6J6RWKCPN5RFKHUKEUFjxS","1990"
"33","Dangerous","Roxette","2sC4Tq54NymKt6z4PPVqJo","1990"
"34","We Didn't Start the Fire","Billy Joel","38bDGWuyYdSdNfrFfbCiVS","1990"
"35","I Don't Have The Heart","James Ingram","3PRbGCOCSu0JgVBJ8f5fMP","1990"
"36","Downtown Train - 2008 Remastered Version","Rod Stewart","0c639r11FQKDFMmGfTRqOU","1990"
"37","Rhythm Nation","Janet Jackson","4nTYxxF8iWBq54LO3dBUie","1990"
"38","I'll Be Your Everything","Tommy Page","41ZZIBDKGqoArKaYgrqGPe","1990"
"39","Roam [Edit] (45 Version)","The B-52's","0jfONt56vckywtWwm8wjki","1990"
"40","Everything","Jody Watley","6Bv2bQvYZDJLVlMPbmuFQm","1990"
"41","Back To Life (However Do You Want Me) [feat. Caron Wheeler] - 2003 - Remaster","Soul II Soul","5cLsk5E7Au4hkTvCQFWHMJ","1990"
"42","Here And Now","Luther Vandross","3FjTPS2GIgZOBMRNQCVRMG","1990"
"43","Alright","Janet Jackson","63W4sfeRTTiNKFLAzUJHFe","1990"
"44","Ice Ice Baby","Vanilla Ice","3XVozq1aeqsJwpXrEZrDJ9","1990"
"45","Have You Seen Her","MC Hammer","2lvk6CUSHz4j8huQ25gH54","1990"
"46","With Every Beat Of My Heart","Taylor Dayne","6yhwKpKqhBHaP2EC7Q277N","1990"
"47","Come Back To Me","Janet Jackson","0NSSqYISjnav81CEn6EgBY","1990"
"48","No More Lies","Michel'le","1Oz5bcZyzhiaEa3F06EiPY","1990"
"49","Praying For Time","George Michael","5ScB8GJjSKIe94EBOuVQI4","1990"
"50","How Can We Be Lovers","Michael Bolton","40JdsAUNCjvHfXzin6UPIN","1990"
"51","Do You Remember","Phil Collins","3U1KpX2tBUYDSfNEulybcN","1990"
"52","Ready Or Not","After 7","6AgDFWLbbAt2migXMbrhXT","1990"
"53","U Can't Touch This","MC Hammer","1B75hgRqe7A4fwee3g3Wmu","1990"
"54","I Wish It Would Rain Down","Phil Collins","7pJLv39T2zogTmKRJbx2lf","1990"
"55","Just Between You And Me","Lou Gramm","1fMvhGvNGrumP5MKKDf61e","1990"
"56","Something Happened On The Way To Heaven","Phil Collins","2WE3PjAPesu0SCV6B0jT4Y","1990"
"57","Black Cat","Janet Jackson","51i1QRIaCdQat7PZflmpW9","1990"
"58","Can't Stop","After 7","1TYt5etb427hvOod3EKJA5","1990"
"59","Janie's Got A Gun","Aerosmith","4cPQjnRFb2qP52XmMLzg8F","1990"
"60","The Humpty Dance","Digital Underground","4WxQGUmWBRNovxlF2g8Xdv","1990"
"61","I'll Be Your Shelter","Taylor Dayne","2kESL3CtcNIxrTNCDqesPI","1990"
"62","Free Fallin'","Tom Petty and the Heartbreakers","0ygHFKdqHqikl2mOFtGeRQ","1990"
"63","Giving You The Benefit","Pebbles","2nNKXDFRz6cog1kolC3efq","1990"
"64","Enjoy the Silence - 2006 - Remaster","Depeche Mode","5qUNpGMN3XRn9uqZBR9e6N","1990"
"65","Love Song","Tesla","7Kh8RgD3lF7566uqr9gDWX","1990"
"66","Price of Love","Bad English","56y9EmjGAAejQ6QX9blIGI","1990"
"67","The King Of Wishful Thinking","Go West","4iiIHK46Csj8W7dDEviJf5","1990"
"68","What Kind Of Man Would I Be? - Remastered Version","Chicago","3oCUfoqrkQiapnJk7UL8IE","1990"
"69","I Remember You","Skid Row","4ZpXHlV2vQVfPXUvbDSZ92","1990"
"70","Get Up (Before The Night Is Over)","Technotronic","2MOOJh1xUgND4rLjB6h4jY","1990"
"71","Here We Are","Gloria Estefan","6NtDQURC7nQhB7fnwd4Lct","1990"
"72","Epic - Radio Remix Edit","Faith No More","6oOV3BQc3KYgxBaVZI4nRs","1990"
"73","Love Takes Time","Mariah Carey","7IifQT0luoDma04zd3L9go","1990"
"74","Just Like Jesse James","Cher","4pEcgZ7nZtrQWqDZrO5XPN","1990"
"75","Love Shack - Edit","The B-52's","64B4UbGRLtGRBtiN2m8OvF","1990"
"76","Everybody Everybody - Le Freak Album Mix","Black Box","53t0qoKIstEnyoqUFKicpH","1990"
"77","I Go to Extremes","Billy Joel","2xudmLTZqwDNiDGMuOqSRD","1990"
"78","Whip Appeal","Babyface","3pVJdvuKppX2YVwYsfXZpq","1990"
"79","Oh Girl","Paul Young","2Z9QcYXO5vE8xaYsryKpYq","1990"
"80","The Way That You Love Me","Paula Abdul","57ysLbmFhxX9WL9e5QTAmz","1990"
"81","We Can't Go Wrong","The Cover Girls","1DTLJp3baHKyTYZMWD4zgp","1990"
"82","When I'm Back On My Feet Again","Michael Bolton","2PBqZxkVJ7Y1gLzflSQWWG","1990"
"83","Make You Sweat","Keith Sweat","5JVyJPYXLChgJ2pFoh4jRt","1990"
"84","This One's for the Children","New Kids On The Block","78bDGxqn2KF2VU1G3Kz6J0","1990"
"85","What It Takes","Aerosmith","1a6VLZ3BplAosOWmCcFDAW","1990"
"86","Forever - Single Version","KISS","4ksfkISFQWPR9j0nxyG2eK","1990"
"87","Just A Friend","Biz Markie","3yNVfRQlUPViUh8O2V9SQn","1990"
"88","Without You","Mötley Crüe","4xDDj82QPCPhvXUVHc5Pud","1990"
"89","Swing The Mood","Jive Bunny and the Mastermixers","3Aimpqxpvmz7jhJlNnEd5c","1990"
"90","Thieves in the Temple","Prince","1KmGMot8eJCgEPVjTpkkVG","1990"
"91","Mentirosa","Mellow Man Ace","3P6fS71hWhZvOnnxQojJ0Z","1990"
