"","Song","Artist","Year","Spotify ID"
"67","Long Time Gone","Dixie Chicks",2002,"5E9oKP5jttS24a9QXwCHCs"
"68","Where Were You (When the World Stopped Turning)","Alan Jackson",2002,"3eSwvMfSA0Fyku6Ak5JEw0"
"69","I Do!!","Toya",2002,"610sx23crS0FOQISsn2e49"
"70","What's Luv? (feat. Ja-Rule & Ashanti)","Fat Joe",2002,"2mKouqwAIdQnMP43zxR89r"
"71","Always On Time","Ja Rule",2002,"0oWmL6PMYbPDa10yWQ6zbA"
"72","I Need A Girl (Part One) (feat. Usher & Loon)","Diddy",2002,"7lVNTXkI3cHFvcXiI8damb"
"73","I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)","Diddy",2002,"6Wt5QBzHp9vdSLAFlvdnDQ"
"74","Gangsta Lovin'","Eve",2002,"0WgLpgUdThEpA5L5K0SKq7"
"75","Oh Boy","Cam'Ron",2002,"4gdQ8QShlC3toP9Mkc8DwB"
"76","Hey Baby","No Doubt",2002,"0ySdXfvOy7zCc59yz2Dx8q"
"77","Girlfriend","*NSYNC",2002,"6u5flhVFxKZrl9AApvf2SL"
"78","Nothin'","N.O.R.E.",2002,"5ZKVNTG7yu7gbX4vryqS2X"
"79","Oops (Oh My) - feat. Missy Elliott","Tweet",2002,"5Y0E3dOeynKuLDAXu0t0Bg"
"80","Addictive","Truth Hurts",2002,"36jSIOSE72neBbKntCthqw"
"81","Move Bitch","Disturbing Tha Peace",2002,"1Q9b6CeMcDuO0uq5OJCrqu"
"82","Rainy Dayz","Mary J. Blige",2002,"1F1XjwRzMh8KT2BvH6ISkG"
"83","If I Could Go!","Angie Martinez",2002,"0IvsLOZL3rhP57RXcXHzcD"
"84","Underneath It All","No Doubt",2002,"6wFemJ1Oh4gnTalNKgtvBg"
"85","Caramel","City High",2002,"5dXmPzPDTMWmxmpzxAV1JZ"
"86","Livin' It Up","Ja Rule",2002,"1kEruIJPLnM1agV8bnCmSZ"
"87","We Thuggin' (feat. R. Kelly)","Fat Joe",2002,"2EcW94ak7kYH4mDMvI7iWg"
"88","Like I Love You","Justin Timberlake",2002,"6W2Ef5Ph6ILTUAedoQ3QIv"
"89","Dilemma","Nelly",2002,"0ARK753YaiJbpLUk7z5yIM"
"90","Hero (feat. Josey Scott)","Chad Kroeger",2002,"779ooI3rBd0CLqCiiJmtVo"
"91","Just A Friend","Mario Vazquez",2002,"1xhgmhUBlwn4PbRzc3uyDO"
