"","Song","Artist","Spotify ID","Year"
"78","Big Love","Fleetwood Mac","4npQqHOi5Zxxyw1oarSivu","1987"
"79","Something So Strong","Crowded House","5PZTuGuAEb9tavQklihOaR","1987"
"80","Heat Of The Night","Bryan Adams","2xEhTQcmrRNaxfUOvSAgXo","1987"
"81","Nothing's Gonna Change My Love for You","Glenn Medeiros","2EnZ9bpgUtLgKkRFehp8xS","1987"
"82","Brilliant Disguise","Bruce Springsteen","59UszzoXS3a8USLFef9rPe","1987"
"83","Just To See Her","Smokey Robinson","325dZlvVCg3ckKt4oZR9ud","1987"
"84","Who Will You Run To","Heart","2G7ttyDosjWmunOYsNRm0C","1987"
"85","Respect Yourself","Bruce Willis","5GIyNhDmHO5oUI2CWyKQ2e","1987"
"86","Cross My Broken Heart","The Jets","79FDwDeZ43rAN02oX8MynI","1987"
"87","Victory","Kool & The Gang","6OAdWLeCbIyQLpSjma2UjL","1987"
"88","Don't Get Me Wrong - 2007 Remastered Version","Pretenders","6Wiamk8BAAP50gAAJopsy2","1987"
"89","Doing It All For My Baby - 2006 Digital Remaster","Huey Lewis & The News","2GdWNthCTVMBnuw59WyIci","1987"
"90","Right On Track","Breakfast Club","3UiuKZWtgXjeAfnfGqIeu0","1987"
"91","Ballerina Girl","Lionel Richie","2fNx5nTZGjniOMT5FMcTyE","1987"
"92","Meet Me Half Way","Kenny Loggins","5CdX4HXMRxyldTVxXDrzSA","1987"
"93","I've Been In Love Before - Single Version","Cutting Crew","0rPImSYezi40zBhwvIvTrr","1987"
"94","Fight For Your Right","Beastie Boys","5NLuC70kZQv8q34QyQa1DP","1987"
"95","Funky Town","Pseudo Echo","6UfLQNkw9a9tOVVqsev9vA","1987"
"96","Love You Down","Ready For The World","6JYPFIVXYL3MkKfEfRSovu","1987"
