"","Song","Artist","Spotify ID","Year"
"1","Walk Like an Egyptian","The Bangles","1Jwc3ODLQxtbnS8M9TflSP","1987"
"2","Alone","Heart","54b8qPFqYqIndfdxiLApea","1987"
"3","Shake You Down - Single Version","Gregory Abbott","4RiagUUJVbGgQpo9S86Wn6","1987"
"4","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","7yqU5HODQU91zj8ahUaUX1","1987"
"5","Nothing's Gonna Stop Us Now","Starship","2vEQ9zBiwbAVXzS2SOxodY","1987"
"6","C'est La Vie","Robbie Nevil","6Ce9ItNCpk2PkAMq5v6EEV","1987"
"7","Here I Go Again","Whitesnake","29pzjF6ZkzcW3ofgOVbF0t","1987"
"8","The Way It Is","Bruce Hornsby","6V50MyHPGhEmwYu0Wdyf0t","1987"
"9","Livin' On A Prayer","Bon Jovi","7qQnBfwXrw2tZNFG4Uf57N","1987"
"10","La Bamba (45 Version)","Los Lobos","0uMMLry3hzWGn3q3loqMkm","1987"
"11","Everybody Have Fun Tonight","Wang Chung","13GGjBnHbmVHzSYCeA8gVw","1987"
"12","Don't Dream It's Over","Crowded House","4rr67zXmEYf9ykLigeEsbv","1987"
"13","Always","Atlantic Starr","3smjYriN3K7zQvfikuRwnK","1987"
"14","With Or Without You","U2","3bcYb4HwWlytUFLny0e0Q1","1987"
"15","Looking For A New Love - Radio Edit","Jody Watley","7BeV8s7R68eqPelMmvp5tu","1987"
"16","Head To Toe","Lisa Lisa & Cult Jam","7vGekIpStYxbauCP2HcXPq","1987"
"17","I Think We're Alone Now","Tiffany","0n1NI4TnEw0SeXSS4DNhhb","1987"
"18","Mony Mony - 2001 - Remaster","Billy Idol","3GfGTJ2xzC0rqKgdjNJLOC","1987"
"19","At This Moment","Billy Vera & The Beaters","6LDRTOMCSx81hKXAk1LuHd","1987"
"20","The Lady In Red","Chris de Burgh","3lXQkvrg2G22lDsrZyR8pK","1987"
"21","Didn't We Almost Have It All","Whitney Houston","2WxRXUbJJFkJJkFyn8LfVj","1987"
"22","I Still Haven't Found What I'm Looking For","U2","5MEMiHV54Y5ODV1zvEPsyp","1987"
"23","I Want Your Sex - Pts. 1 & 2 Remastered","George Michael","6QnFHieoch6U9J8zfv6hml","1987"
"24","Notorious","Duran Duran","1stJclD9IGUbxtUnl8CzG3","1987"
"25","Only In My Dreams","Debbie Gibson","6EoAUmLaog9mUTMDtdVudr","1987"
"26","(I've Had) The Time of My Life","Bill Medley","5UqqOfFa9DYXALpCCF8VwB","1987"
"27","The Next Time I Fall (with Amy Grant)","Peter Cetera","7zSDDsIlks515d0tZGM64x","1987"
"28","Lean on Me (Re-Recorded)","Club Nouveau","6bKqSvTOPxkqv9rc1tRZSx","1987"
"29","Open Your Heart","Madonna","3kme5Qos8h04yrKxsgur79","1987"
"30","Lost in Emotion","Lisa Lisa & Cult Jam","6OdFo2eQH3q0qOAAxCdoCx","1987"
"31","(I Just) Died in Your Arms","Cutting Crew","0YPXkQthLWrhNGoKTbwCJ8","1987"
"32","Heart And Soul","T'Pau","4w7vjy63isbyWp2P7m4k3L","1987"
"33","You Keep Me Hangin' On","Kim Wilde","06zAcTERy6OnugGpX21apj","1987"
"34","Keep Your Hands To Yourself","The Georgia Satellites","4MgGdPmbySSVLUPBxzQ7mx","1987"
"35","I Knew You Were Waiting (For Me)","George Michael","0f6pHbsLzpWxl5CfhOUjBA","1987"
"36","Control","Janet Jackson","5vywtoD7fO1CP0B2wtm6I6","1987"
"37","U Got the Look","Prince","1w2eruYH50BnPSIJ8yM8tQ","1987"
"38","Land Of Confusion - 2007 Remastered Version","Genesis","6twIBPybEvGydyNzNz89FT","1987"
"39","Jacob's Ladder - 2006 Digital Remaster","Huey Lewis & The News","3PMnGAts25JWoEBgc4iEYh","1987"
"40","Who's That Girl","Madonna","16cb7NuPz7j0BrQGXKo3zd","1987"
"41","You Got It All","The Jets","2tjPr1eN1bQIYn7APY0YjR","1987"
"42","Touch Me (I Want Your Body)","Samantha Fox","5nvSfsMm1MXVvZOxd5ZdBX","1987"
"43","I Just Can't Stop Loving You - Remastered","Michael Jackson","0it16By6VcfBXis67YMNbT","1987"
"44","Causing A Commotion - Soundtrack","Madonna","3sX3c6QUPSAiKf77RZRf5B","1987"
"45","In Too Deep - 2007 Remastered Version","Genesis","4P0uyibZjcXZLVeNOHBd8Q","1987"
"46","Let's Wait Awhile","Janet Jackson","3333YXdcyths5CB8v28dZj","1987"
"47","Hip To Be Square","Huey Lewis & The News","648BMGrt98kUbLo24A4vgj","1987"
"48","Will You Still Love Me? - Remastered Version","Chicago","3dn6qXlHYAQpOqMTWxkGOR","1987"
"49","Little Lies","Fleetwood Mac","5uw9UIOXj6R8pOwXte8F5h","1987"
"50","Luka","Suzanne Vega","6OtKL4zUA9WazCB7P03d6N","1987"
"51","I Heard A Rumour","Bananarama","0tW6lCSXIZgo0xCVLwCbjE","1987"
"52","Don't Mean Nothing","Richard Marx","4ujVRZd9HdjepbpWSddABF","1987"
"53","Songbird","Kenny G","5FFRm8vumNUnq5AGdoMasg","1987"
"54","Carrie","Europe","29wJiSQcze8HEmxkUQykyp","1987"
"55","Don't Disturb This Groove","The System","2vZdRP2nJUMtJvfsDkrg9m","1987"
"56","La Isla Bonita","Madonna","2Iib2MV3ECFJAourgP9dlY","1987"
"57","Bad","Michael Jackson","5dQ51PaLQPl1vkL4wFBYON","1987"
"58","Sign 'O' The Times - Single Version","Prince","5lHWWhuRtSBKfH2xS6YAUD","1987"
"59","Change of Heart","Cyndi Lauper","4Kvz5bhHNYPSaGnQ7PsTBi","1987"
"60","Come Go with Me","Exposé","5CMfppUYFwdvH8pZ5HRJbS","1987"
"61","Can't We Try - Single Version","Dan Hill","0x1RspO36DgmXbZ9XmxvsN","1987"
"62","To Be A Lover - 2001 Digital Remaster","Billy Idol","66c7uXiQLsw3LpuhGlGNAi","1987"
"63","Mandolin Rain","Bruce Hornsby","3T8Ye4NB0MQhcEcxzMdAuH","1987"
"64","Breakout","Swing Out Sister","6O5G3YcWmKqaLLMlCl0Xjj","1987"
"65","Stand By Me - Single/LP Version","Ben E. King","2lzbKVKSUVeb01ytbHA8PS","1987"
"66","Tonight, Tonight, Tonight","Genesis","5Djof0IgvGDl5RN0TZnNgT","1987"
"67","Someday","Glass Tiger","5WK0KIZmq3H0FpQ6O4Wkrz","1987"
"68","When Smokey Sings","ABC","5O1gjRyWVqZAECJOSDYUGJ","1987"
"69","Casanova","Levert","1O7hDH3rrF8eyLxrpeoOfb","1987"
"70","Rhythm Is Gonna Get You","Gloria Estefan And Miami Sound Machine","6302KY4zq4Bpx823hyk4Kk","1987"
"71","Rock Steady","The Whispers","4xGyNXNjL8tHkLJEqf2BRs","1987"
"72","Wanted Dead Or Alive","Bon Jovi","4Zj9VM4fO1KwkU3lFaECsW","1987"
"73","Big Time","Hardage","3W5EcI4psPUHg6Wthw9JdX","1987"
"74","The Finer Things","Steve Winwood","0qrOEuhMXqAyMMyfOCZ2yC","1987"
"75","Let Me Be The One","Exposé","3t14IyH0Pwz1E7oMJZD1u5","1987"
"76","Is This Love","Survivor","7fgiQqfZFQ9e65Kbe5yNBX","1987"
"77","Point of No Return - 7"" Version","Exposé","4xu6en3eu5gt7fVlMZanzv","1987"
