"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","7xRNsqOQOgWbHV1nbXnfXN",0.869,0.851,9,-6.201,1,0.0827,0.15,0.000873,0.136,0.382,130.09,251440,4,"spotify:track:7xRNsqOQOgWbHV1nbXnfXN","https://api.spotify.com/v1/audio-analysis/7xRNsqOQOgWbHV1nbXnfXN"
"2","3OT3Kg4jyVkdZm4Ncz6JgX",0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.804,119,237213,4,"spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX","https://api.spotify.com/v1/audio-analysis/3OT3Kg4jyVkdZm4Ncz6JgX"
"3","3E5XrOtqMAs7p2wKhwgOjf",0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95e-05,0.19,0.664,119.002,241933,4,"spotify:track:3E5XrOtqMAs7p2wKhwgOjf","https://api.spotify.com/v1/audio-analysis/3E5XrOtqMAs7p2wKhwgOjf"
"4","4vp2J1l5RD4gMZwGFLfRAu",0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.616,127.965,289133,4,"spotify:track:4vp2J1l5RD4gMZwGFLfRAu","https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu"
"5","3GpbwCm3YxiWDvy29Uo3vP",0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.72,124.986,204640,4,"spotify:track:3GpbwCm3YxiWDvy29Uo3vP","https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP"
"6","1EzrEOXmMH3G43AXT1y7pA",0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.711,150.953,242187,4,"spotify:track:1EzrEOXmMH3G43AXT1y7pA","https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA"
"7","5R9a4t5t5O0IsznsrKPVro",0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.255,193.437,193213,4,"spotify:track:5R9a4t5t5O0IsznsrKPVro","https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro"
"8","4EWCNWgDS8707fNSZ1oaA5",0.789,0.65,10,-6.16,0,0.121,0.0401,0,0.249,0.63,87.983,211000,4,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5"
"9","6ihL9TjfRjadfEePzXXyVF",0.714,0.725,4,-6.411,1,0.0402,0.0156,0,0.0726,0.582,99.988,213107,4,"spotify:track:6ihL9TjfRjadfEePzXXyVF","https://api.spotify.com/v1/audio-analysis/6ihL9TjfRjadfEePzXXyVF"
"10","5M2FZXOEyH9JurBCxwESB9",0.472,0.971,1,-2.717,0,0.104,8.21e-05,0,0.124,0.448,134.981,230800,4,"spotify:track:5M2FZXOEyH9JurBCxwESB9","https://api.spotify.com/v1/audio-analysis/5M2FZXOEyH9JurBCxwESB9"
"11","1k2NovMHKHhgGsHxg0aYAS",0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.452,135.021,299747,4,"spotify:track:1k2NovMHKHhgGsHxg0aYAS","https://api.spotify.com/v1/audio-analysis/1k2NovMHKHhgGsHxg0aYAS"
"12","4IoYz8XqqdowINzfRrFnhi",0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.398,151.994,241853,4,"spotify:track:4IoYz8XqqdowINzfRrFnhi","https://api.spotify.com/v1/audio-analysis/4IoYz8XqqdowINzfRrFnhi"
"13","5VGlqQANWDKJFl0MBG3sg2",0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.167,137.028,230760,4,"spotify:track:5VGlqQANWDKJFl0MBG3sg2","https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2"
"14","58FUwmyGUqkt53YPUcm7cJ",0.593,0.883,8,-4.781,1,0.186,0.0124,0,0.177,0.667,155.171,326187,4,"spotify:track:58FUwmyGUqkt53YPUcm7cJ","https://api.spotify.com/v1/audio-analysis/58FUwmyGUqkt53YPUcm7cJ"
