"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"1","5OMwQFBcte0aWFJFqrr5oj",0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.719,120.032,199693,4,"spotify:track:5OMwQFBcte0aWFJFqrr5oj","https://api.spotify.com/v1/audio-analysis/5OMwQFBcte0aWFJFqrr5oj"
"2","11EX5yhxr9Ihl3IN1asrfK",0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.225,107.943,277573,4,"spotify:track:11EX5yhxr9Ihl3IN1asrfK","https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK"
"3","0KpfYajJVVGgQ32Dby7e9i",0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.775,97.03,216667,4,"spotify:track:0KpfYajJVVGgQ32Dby7e9i","https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i"
"4","6tS3XVuOyu10897O3ae7bi",0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.417,125.014,234653,4,"spotify:track:6tS3XVuOyu10897O3ae7bi","https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi"
"5","3r04p85xiJh9Wqk59YDYdc",0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.324,129.998,269493,4,"spotify:track:3r04p85xiJh9Wqk59YDYdc","https://api.spotify.com/v1/audio-analysis/3r04p85xiJh9Wqk59YDYdc"
"6","6lV2MSQmRIkycDScNtrBXO",0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.376,93.033,180480,4,"spotify:track:6lV2MSQmRIkycDScNtrBXO","https://api.spotify.com/v1/audio-analysis/6lV2MSQmRIkycDScNtrBXO"
"7","15JINEqzVMv3SvJTAXAKED",0.647,0.924,10,-4.957,1,0.33,0.25,0,0.519,0.608,173.962,263373,4,"spotify:track:15JINEqzVMv3SvJTAXAKED","https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED"
"8","5P5cGNzqh6A353N3ShDK6Y",0.697,0.921,0,-3.75,1,0.0391,0.00305,3.65e-05,0.0831,0.72,118.99,294573,4,"spotify:track:5P5cGNzqh6A353N3ShDK6Y","https://api.spotify.com/v1/audio-analysis/5P5cGNzqh6A353N3ShDK6Y"
"9","1DqdF42leyFIzqNDv9CjId",0.75,0.78,4,-3.155,1,0.0898,0.00622,0,0.0263,0.819,119.985,203867,4,"spotify:track:1DqdF42leyFIzqNDv9CjId","https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId"
"10","1CdqVF1ywD0ZO1zXtB9yWa",0.663,0.892,8,-4.759,1,0.0287,0.00232,0,0.115,0.62,122.025,186267,4,"spotify:track:1CdqVF1ywD0ZO1zXtB9yWa","https://api.spotify.com/v1/audio-analysis/1CdqVF1ywD0ZO1zXtB9yWa"
"11","59dLtGBS26x7kc0rHbaPrq",0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.734,103.993,268320,4,"spotify:track:59dLtGBS26x7kc0rHbaPrq","https://api.spotify.com/v1/audio-analysis/59dLtGBS26x7kc0rHbaPrq"
"12","4nVyHATevhl5RC6Qmoko5H",0.659,0.935,10,-2.739,0,0.107,0.0253,0,0.0653,0.726,129.048,231787,4,"spotify:track:4nVyHATevhl5RC6Qmoko5H","https://api.spotify.com/v1/audio-analysis/4nVyHATevhl5RC6Qmoko5H"
"13","3iL2l5gUqyPS6vDwJFgJTR",0.732,0.659,8,-6.089,1,0.225,0.109,0,0.141,0.571,148.001,288133,4,"spotify:track:3iL2l5gUqyPS6vDwJFgJTR","https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR"
"14","0TyOpxlWwDx98bjkIVHUgY",0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.837,110.009,199027,4,"spotify:track:0TyOpxlWwDx98bjkIVHUgY","https://api.spotify.com/v1/audio-analysis/0TyOpxlWwDx98bjkIVHUgY"
"15","60jzFy6Nn4M0iD1d94oteF",0.564,0.758,3,-4.404,0,0.186,0.118,0,0.0992,0.788,173.898,222920,4,"spotify:track:60jzFy6Nn4M0iD1d94oteF","https://api.spotify.com/v1/audio-analysis/60jzFy6Nn4M0iD1d94oteF"
"16","1IaYWv32nFFMdljBIjMY5T",0.827,0.821,3,-5.864,1,0.0419,0.00748,0.0015,0.115,0.699,122.017,220627,4,"spotify:track:1IaYWv32nFFMdljBIjMY5T","https://api.spotify.com/v1/audio-analysis/1IaYWv32nFFMdljBIjMY5T"
"17","7BqBn9nzAq8spo5e7cZ0dJ",0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.441,109.012,220733,4,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ"
"18","2V4bv1fNWfTcyRJKmej6Sj",0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969,213293,4,"spotify:track:2V4bv1fNWfTcyRJKmej6Sj","https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj"
"19","5sra5UY6sD658OabHL3QtI",0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.115,92.959,216480,4,"spotify:track:5sra5UY6sD658OabHL3QtI","https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI"
"20","5tXyNhNcsnn7HbcABntOSf",0.666,0.878,7,-2.85,0,0.0973,0.03,0,0.0828,0.67,119.932,222160,4,"spotify:track:5tXyNhNcsnn7HbcABntOSf","https://api.spotify.com/v1/audio-analysis/5tXyNhNcsnn7HbcABntOSf"
"21","2M9ULmQwTaTGmAdXaXpfz5",0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.651,86.776,211160,4,"spotify:track:2M9ULmQwTaTGmAdXaXpfz5","https://api.spotify.com/v1/audio-analysis/2M9ULmQwTaTGmAdXaXpfz5"
"22","7Ie9W94M7OjPoZVV216Xus",0.851,0.95,0,-1.097,0,0.269,0.513,0,0.222,0.671,114.661,248133,5,"spotify:track:7Ie9W94M7OjPoZVV216Xus","https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus"
"23","5vlEg2fT4cFWAqU5QptIpQ",0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.189,91.031,182307,4,"spotify:track:5vlEg2fT4cFWAqU5QptIpQ","https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ"
"24","4MKzCHlZvkwJOQRNkdw4zq",0.811,0.654,11,-4.99,0,0.0508,0.055,0.000941,0.0997,0.744,129.999,195853,4,"spotify:track:4MKzCHlZvkwJOQRNkdw4zq","https://api.spotify.com/v1/audio-analysis/4MKzCHlZvkwJOQRNkdw4zq"
"25","38xWaVFKaxZlMFvzNff2aW",0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.518,94.023,261427,4,"spotify:track:38xWaVFKaxZlMFvzNff2aW","https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW"
"26","4AboqNl74jNDpJhPfqYDmj",0.829,0.607,1,-3.876,1,0.0897,0.0049,0,0.0986,0.767,120.044,187067,4,"spotify:track:4AboqNl74jNDpJhPfqYDmj","https://api.spotify.com/v1/audio-analysis/4AboqNl74jNDpJhPfqYDmj"
"27","4vp2J1l5RD4gMZwGFLfRAu",0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.616,127.965,289133,4,"spotify:track:4vp2J1l5RD4gMZwGFLfRAu","https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu"
"28","3DamFFqW32WihKkTVlwTYQ",0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.482,90.002,228347,4,"spotify:track:3DamFFqW32WihKkTVlwTYQ","https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ"
"29","2fQ6sBFWaLv2Gxos4igHLy",0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.8,93.01,207547,4,"spotify:track:2fQ6sBFWaLv2Gxos4igHLy","https://api.spotify.com/v1/audio-analysis/2fQ6sBFWaLv2Gxos4igHLy"
"30","4BycRneKmOs6MhYG9THsuX",0.623,0.598,6,-5.914,0,0.167,0.0246,0,0.0324,0.814,96.081,208947,4,"spotify:track:4BycRneKmOs6MhYG9THsuX","https://api.spotify.com/v1/audio-analysis/4BycRneKmOs6MhYG9THsuX"
"31","15pu8u4n3q4BKl4tF20c5v",0.632,0.789,11,-6.61,0,0.0557,0.00043,0.00144,0.356,0.352,98.986,274213,4,"spotify:track:15pu8u4n3q4BKl4tF20c5v","https://api.spotify.com/v1/audio-analysis/15pu8u4n3q4BKl4tF20c5v"
"32","7ksYJ95P5vP87A0GH34CIk",0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.59,89.338,215747,4,"spotify:track:7ksYJ95P5vP87A0GH34CIk","https://api.spotify.com/v1/audio-analysis/7ksYJ95P5vP87A0GH34CIk"
"33","3ZdJffjzJWFimSQyxgGIxN",0.554,0.764,1,-6.129,1,0.031,0.0413,0,0.123,0.0945,90,237800,4,"spotify:track:3ZdJffjzJWFimSQyxgGIxN","https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN"
"34","1WtTLtofvcjQM3sXSMkDdX",0.56,0.494,1,-6.935,1,0.111,0.00293,0,0.219,0.365,144.004,201587,4,"spotify:track:1WtTLtofvcjQM3sXSMkDdX","https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX"
"35","4DvhkX2ic4zWkQeWMwQ2qf",0.352,0.843,7,-7.983,0,0.482,0.00738,0,0.0883,0.716,165.29,216893,5,"spotify:track:4DvhkX2ic4zWkQeWMwQ2qf","https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf"
