"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"23","I Want Your Sex - Pts. 1 & 2 Remastered","George Michael",1987,"6QnFHieoch6U9J8zfv6hml",0.812,0.6,99.189,-13.418,0.0538,0.00509,0.0248,0.0465,557293
"24","Notorious","Duran Duran",1987,"1stJclD9IGUbxtUnl8CzG3",0.815,0.626,106.47,-13.406,0.0553,0.504,1.41e-06,0.0372,258000
"25","Only In My Dreams","Debbie Gibson",1987,"6EoAUmLaog9mUTMDtdVudr",0.616,0.791,124.852,-11.212,0.0383,0.127,0.00932,0.138,236533
"26","(I've Had) The Time of My Life","Bill Medley",1987,"5UqqOfFa9DYXALpCCF8VwB",0.697,0.665,108.535,-12.907,0.0412,0.0476,0.00665,0.0796,289680
"27","The Next Time I Fall (with Amy Grant)","Peter Cetera",1987,"7zSDDsIlks515d0tZGM64x",0.656,0.347,118.288,-13.398,0.028,0.488,0.00221,0.0645,225973
"28","Lean on Me (Re-Recorded)","Club Nouveau",1987,"6bKqSvTOPxkqv9rc1tRZSx",0.737,0.628,177.853,-11.978,0.0879,0.00501,0,0.0665,288864
"29","Open Your Heart","Madonna",1987,"3kme5Qos8h04yrKxsgur79",0.656,0.899,113.239,-5.039,0.0565,0.0261,0,0.0936,229280
"30","Lost in Emotion","Lisa Lisa & Cult Jam",1987,"6OdFo2eQH3q0qOAAxCdoCx",0.765,0.859,119.805,-3.943,0.0337,0.0372,0.000301,0.15,310820
"31","(I Just) Died in Your Arms","Cutting Crew",1987,"0YPXkQthLWrhNGoKTbwCJ8",0.632,0.727,124.919,-11.209,0.0438,0.0119,7.64e-05,0.0678,278627
"32","Heart And Soul","T'Pau",1987,"4w7vjy63isbyWp2P7m4k3L",0.436,0.905,90.178,-6.271,0.0409,0.152,3.55e-06,0.932,300973
"33","You Keep Me Hangin' On","Kim Wilde",1987,"06zAcTERy6OnugGpX21apj",0.666,0.88,123.635,-5.466,0.0392,0.0309,0.000705,0.184,251907
"34","Keep Your Hands To Yourself","The Georgia Satellites",1987,"4MgGdPmbySSVLUPBxzQ7mx",0.573,0.875,114.788,-6.508,0.0467,0.00261,0.000181,0.0867,207093
"35","I Knew You Were Waiting (For Me)","George Michael",1987,"0f6pHbsLzpWxl5CfhOUjBA",0.71,0.639,107.947,-12.839,0.045,0.23,0,0.172,241000
"36","Control","Janet Jackson",1987,"5vywtoD7fO1CP0B2wtm6I6",0.782,0.805,120.397,-12.605,0.0472,0.298,0.2,0.194,353307
"37","U Got the Look","Prince",1987,"1w2eruYH50BnPSIJ8yM8tQ",0.841,0.591,122.35,-9.905,0.0608,0.153,4.91e-05,0.0496,227867
"38","Land Of Confusion - 2007 Remastered Version","Genesis",1987,"6twIBPybEvGydyNzNz89FT",0.63,0.909,115.189,-7.142,0.0388,0.0431,8.17e-05,0.23,286840
"39","Jacob's Ladder - 2006 Digital Remaster","Huey Lewis & The News",1987,"3PMnGAts25JWoEBgc4iEYh",0.661,0.846,118.036,-5.175,0.0315,0.00475,0,0.117,209453
"40","Who's That Girl","Madonna",1987,"16cb7NuPz7j0BrQGXKo3zd",0.612,0.857,103.833,-6.464,0.0383,0.25,0.0883,0.0916,238773
"41","You Got It All","The Jets",1987,"2tjPr1eN1bQIYn7APY0YjR",0.724,0.426,83.237,-11.223,0.0248,0.0627,5.69e-05,0.0692,261720
"42","Touch Me (I Want Your Body)","Samantha Fox",1987,"5nvSfsMm1MXVvZOxd5ZdBX",0.656,0.645,104.895,-10.257,0.0316,0.142,0.000117,0.0558,225560
"43","I Just Can't Stop Loving You - Remastered","Michael Jackson",1987,"0it16By6VcfBXis67YMNbT",0.66,0.502,100.163,-7.715,0.0366,0.621,3.45e-06,0.047,252200
"44","Causing A Commotion - Soundtrack","Madonna",1987,"3sX3c6QUPSAiKf77RZRf5B",0.771,0.749,119.875,-10.628,0.0401,0.216,0.00184,0.135,261667
"45","In Too Deep - 2007 Remastered Version","Genesis",1987,"4P0uyibZjcXZLVeNOHBd8Q",0.669,0.435,103.548,-9.646,0.0244,0.534,9.51e-06,0.0879,298093
"46","Let's Wait Awhile","Janet Jackson",1987,"3333YXdcyths5CB8v28dZj",0.69,0.2,86.271,-16.346,0.0302,0.804,0,0.115,277400
"47","Hip To Be Square","Huey Lewis & The News",1987,"648BMGrt98kUbLo24A4vgj",0.668,0.779,140.873,-11.089,0.0325,0.0025,0.000347,0.139,245467
"48","Will You Still Love Me? - Remastered Version","Chicago",1987,"3dn6qXlHYAQpOqMTWxkGOR",0.493,0.573,77.126,-7.93,0.0282,0.0896,0,0.0413,252600
"49","Little Lies","Fleetwood Mac",1987,"5uw9UIOXj6R8pOwXte8F5h",0.63,0.688,124.825,-9.816,0.0266,0.124,4.78e-05,0.158,218040
"50","Luka","Suzanne Vega",1987,"6OtKL4zUA9WazCB7P03d6N",0.55,0.226,93.076,-10.429,0.038,0.866,1.67e-06,0.112,192973
"51","I Heard A Rumour","Bananarama",1987,"0tW6lCSXIZgo0xCVLwCbjE",0.693,0.942,123.425,-5.202,0.0308,0.082,5.36e-05,0.0477,205906
"52","Don't Mean Nothing","Richard Marx",1987,"4ujVRZd9HdjepbpWSddABF",0.673,0.765,98.241,-10.615,0.0256,0.0439,3.43e-05,0.107,281533
"53","Songbird","Kenny G",1987,"5FFRm8vumNUnq5AGdoMasg",0.471,0.464,135.488,-9.25,0.0301,0.0583,0.865,0.12,302773
"54","Carrie","Europe",1987,"29wJiSQcze8HEmxkUQykyp",0.457,0.487,136.596,-7.112,0.0266,0.113,2.37e-06,0.358,272133
"55","Don't Disturb This Groove","The System",1987,"2vZdRP2nJUMtJvfsDkrg9m",0.418,0.83,79.229,-10.243,0.0464,0.372,4.96e-06,0.0881,320107
"56","La Isla Bonita","Madonna",1987,"2Iib2MV3ECFJAourgP9dlY",0.708,0.832,99.953,-4.736,0.0362,0.392,1.33e-06,0.0561,242947
"57","Bad","Michael Jackson",1987,"5dQ51PaLQPl1vkL4wFBYON",0.805,0.851,114.13,-5.47,0.0468,0.00798,0.177,0.0511,247693
"58","Sign 'O' The Times - Single Version","Prince",1987,"5lHWWhuRtSBKfH2xS6YAUD",0.825,0.393,98.94,-10.875,0.0771,0.039,0.000908,0.0609,223507
"59","Change of Heart","Cyndi Lauper",1987,"4Kvz5bhHNYPSaGnQ7PsTBi",0.686,0.718,119.759,-11.439,0.0666,0.317,2.7e-05,0.0627,263227
"60","Come Go with Me","Exposé",1987,"5CMfppUYFwdvH8pZ5HRJbS",0.596,0.732,120.116,-9.356,0.0366,0.00592,0.0214,0.0568,258333
"61","Can't We Try - Single Version","Dan Hill",1987,"0x1RspO36DgmXbZ9XmxvsN",0.561,0.319,120.106,-13.418,0.0313,0.466,0,0.0684,239667
"62","To Be A Lover - 2001 Digital Remaster","Billy Idol",1987,"66c7uXiQLsw3LpuhGlGNAi",0.563,0.822,184.426,-6.275,0.0485,0.18,0.00326,0.0852,233507
"63","Mandolin Rain","Bruce Hornsby",1987,"3T8Ye4NB0MQhcEcxzMdAuH",0.563,0.42,139.373,-12.566,0.0311,0.818,2.24e-05,0.122,318947
"64","Breakout","Swing Out Sister",1987,"6O5G3YcWmKqaLLMlCl0Xjj",0.657,0.725,113.172,-7.84,0.029,0.136,0.0102,0.0465,228000
"65","Stand By Me - Single/LP Version","Ben E. King",1987,"2lzbKVKSUVeb01ytbHA8PS",0.668,0.271,119.08,-10.321,0.0379,0.5,2.53e-06,0.233,174800
"66","Tonight, Tonight, Tonight","Genesis",1987,"5Djof0IgvGDl5RN0TZnNgT",0.599,0.741,98.063,-7.015,0.031,0.0497,0.00143,0.162,268307
"67","Someday","Glass Tiger",1987,"5WK0KIZmq3H0FpQ6O4Wkrz",0.636,0.627,100.187,-11.175,0.0282,0.212,0,0.0861,217693
"68","When Smokey Sings","ABC",1987,"5O1gjRyWVqZAECJOSDYUGJ",0.706,0.827,126.336,-6.616,0.0297,0.131,0.00607,0.367,260600
"69","Casanova","Levert",1987,"1O7hDH3rrF8eyLxrpeoOfb",0.71,0.845,92.957,-3.927,0.0888,0.0445,1.18e-05,0.0672,262373
"70","Rhythm Is Gonna Get You","Gloria Estefan And Miami Sound Machine",1987,"6302KY4zq4Bpx823hyk4Kk",0.781,0.855,124.984,-8.616,0.0365,0.197,0.0429,0.18,235427
"71","Rock Steady","The Whispers",1987,"4xGyNXNjL8tHkLJEqf2BRs",0.689,0.798,123.989,-10.279,0.0995,0.258,6.94e-06,0.687,478473
"72","Wanted Dead Or Alive","Bon Jovi",1987,"4Zj9VM4fO1KwkU3lFaECsW",0.257,0.819,150.354,-3.562,0.0422,0.085,0.015,0.324,308560
"73","Big Time","Hardage",1987,"3W5EcI4psPUHg6Wthw9JdX",0.788,0.726,124.976,-11.662,0.0381,0.0883,0.346,0.0843,429867
"74","The Finer Things","Steve Winwood",1987,"0qrOEuhMXqAyMMyfOCZ2yC",0.78,0.692,124.678,-7.031,0.0325,0.186,0.0175,0.094,251200
"75","Let Me Be The One","Exposé",1987,"3t14IyH0Pwz1E7oMJZD1u5",0.659,0.754,105.409,-9.082,0.0396,0.028,0.00898,0.289,261227
"76","Is This Love","Survivor",1987,"7fgiQqfZFQ9e65Kbe5yNBX",0.686,0.736,118.258,-9.987,0.0305,0.514,0,0.0461,222813
"77","Point of No Return - 7"" Version","Exposé",1987,"4xu6en3eu5gt7fVlMZanzv",0.595,0.838,120.033,-8.426,0.0411,0.00296,0.0022,0.0976,207960
"78","Big Love","Fleetwood Mac",1987,"4npQqHOi5Zxxyw1oarSivu",0.639,0.757,125.209,-12.351,0.0496,0.00559,0.0509,0.134,218840
"79","Something So Strong","Crowded House",1987,"5PZTuGuAEb9tavQklihOaR",0.578,0.673,119.786,-13.156,0.0446,0.0968,8.33e-05,0.0927,171573
"80","Heat Of The Night","Bryan Adams",1987,"2xEhTQcmrRNaxfUOvSAgXo",0.483,0.858,173.882,-11.817,0.0293,0.269,0.000937,0.359,307000
"81","Nothing's Gonna Change My Love for You","Glenn Medeiros",1987,"2EnZ9bpgUtLgKkRFehp8xS",0.445,0.378,142.061,-15.257,0.0381,0.627,0,0.0758,232067
"82","Brilliant Disguise","Bruce Springsteen",1987,"59UszzoXS3a8USLFef9rPe",0.703,0.726,126.353,-12.438,0.029,0.152,1.45e-06,0.0319,254840
"83","Just To See Her","Smokey Robinson",1987,"325dZlvVCg3ckKt4oZR9ud",0.825,0.551,109.15,-9.551,0.0327,0.145,0,0.038,245160
"84","Who Will You Run To","Heart",1987,"2G7ttyDosjWmunOYsNRm0C",0.601,0.73,116.313,-11.103,0.0361,0.203,2e-05,0.107,246400
"85","Respect Yourself","Bruce Willis",1987,"5GIyNhDmHO5oUI2CWyKQ2e",0.726,0.71,118.858,-7.048,0.0338,0.0745,2.77e-05,0.321,231560
"86","Cross My Broken Heart","The Jets",1987,"79FDwDeZ43rAN02oX8MynI",0.858,0.679,117.683,-7.246,0.0392,0.15,1.33e-06,0.0381,247880
"87","Victory","Kool & The Gang",1987,"6OAdWLeCbIyQLpSjma2UjL",0.667,0.786,123.42,-10.097,0.0642,0.176,9.43e-05,0.346,300133
"88","Don't Get Me Wrong - 2007 Remastered Version","Pretenders",1987,"6Wiamk8BAAP50gAAJopsy2",0.46,0.932,203.617,-6.264,0.0468,0.139,0.00504,0.114,227463
"89","Doing It All For My Baby - 2006 Digital Remaster","Huey Lewis & The News",1987,"2GdWNthCTVMBnuw59WyIci",0.638,0.785,137.444,-6.143,0.0297,0.206,0,0.105,219507
"90","Right On Track","Breakfast Club",1987,"3UiuKZWtgXjeAfnfGqIeu0",0.781,0.816,116.984,-10.044,0.0336,0.061,5.21e-05,0.0255,256947
"91","Ballerina Girl","Lionel Richie",1987,"2fNx5nTZGjniOMT5FMcTyE",0.621,0.304,100.603,-13.205,0.027,0.795,0,0.0736,217827
"92","Meet Me Half Way","Kenny Loggins",1987,"5CdX4HXMRxyldTVxXDrzSA",0.635,0.395,117.096,-13.005,0.0266,0.0929,0,0.27,219533
"93","I've Been In Love Before - Single Version","Cutting Crew",1987,"0rPImSYezi40zBhwvIvTrr",0.52,0.568,145.86,-13.02,0.0264,0.0669,0.0109,0.695,242800
"94","Fight For Your Right","Beastie Boys",1987,"5NLuC70kZQv8q34QyQa1DP",0.673,0.72,133.62,-10.411,0.0376,0.129,0.0133,0.0813,207400
"95","Funky Town","Pseudo Echo",1987,"6UfLQNkw9a9tOVVqsev9vA",0.645,0.775,128.015,-5.077,0.0327,0.0534,9.84e-05,0.336,291213
"96","Love You Down","Ready For The World",1987,"6JYPFIVXYL3MkKfEfRSovu",0.696,0.481,129.423,-6.898,0.0433,0.136,0.00166,0.0709,391210
