"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"15","Escapade","Janet Jackson",1990,"5HAv1Ckfe50DUjv8ghwTrz",0.815,0.944,115.219,-6.698,0.0513,0.0264,0.00038,0.181,283934
"16","All I Wanna Do Is Make Love To You","Heart",1990,"5YjKdeES9QRJ8NmF4Xc8pV",0.626,0.746,102.896,-8.832,0.0282,0.16,0,0.0618,310893
"17","Close To You","Maxi Priest",1990,"680kMGV6szhTiZbHRr3vLi",0.762,0.646,95.992,-8.69,0.092,0.0105,2.14e-06,0.0406,330080
"18","Black Velvet","Alannah Myles",1990,"2yw8qcJ9HTrOiN2HUQFDLa",0.757,0.384,91.135,-9.71,0.0318,0.25,8.25e-05,0.0606,289560
"19","Release Me","Wilson Phillips",1990,"1rIy3lkFJnMsTLZpxFmYU8",0.724,0.471,97.211,-11.143,0.0358,0.448,2.5e-06,0.218,295693
"20","Don't Know Much [with Aaron Neville]","Linda Ronstadt",1990,"4x9y3JSvsjBTbm4uEnBrdT",0.401,0.285,130.465,-11.005,0.0327,0.657,1.13e-05,0.158,211973
"21","All Around the World","Lisa Stansfield",1990,"2mIsJFPs5fKzPpmJB4KxMU",0.655,0.741,100.501,-8.732,0.126,0.247,3.94e-06,0.0988,261840
"22","Rub You The Right Way - Radio Edit","Johnny Gill",1990,"1QMmvLfNQOQ2OFtvn3psmj",0.679,0.984,111.896,-6.387,0.0556,0.0318,0.000168,0.153,249800
"23","She Ain't Worth It","Glenn Medeiros",1990,"2d1RPaZmz5fTUGK3ughMo7",0.782,0.881,102.491,-7.763,0.064,0.0418,0,0.125,218840
"24","If Wishes Came True","Sweet Sensation",1990,"3xKqaGFnVt1sUzWtpWNz2l",0.491,0.531,143.734,-8.925,0.0248,0.0505,0.00226,0.144,289667
"25","The Power","SNAP!",1990,"04Mh4OWSBUBn5Vpna4DXrA",0.752,0.729,108.91,-15.565,0.0443,0.0814,0.34,0.861,344307
"26","(Can’t Live Without Your) Love And Affection","Nelson",1990,"27Y9xH05ojEaS3fYCrp8PM",0.495,0.97,121.043,-0.917,0.055,0.00208,0,0.142,233987
"27","Love Will Lead You Back","Taylor Dayne",1990,"4CyvKTtdLUiKAYnmMMPNIl",0.555,0.388,146.353,-11.509,0.0268,0.213,0,0.0866,278533
"28","Don't Wanna Fall In Love","Jane Child",1990,"6eozUVzr02EXMji1vuxgiP",0.708,0.681,111.574,-11.226,0.0422,0.0152,3.43e-05,0.0373,247840
"29","Two To Make It Right","Seduction",1990,"6GS6uE1vDmtzxO8GztAR2O",0.78,0.612,114.414,-10.872,0.0409,0.216,0.00433,0.457,282267
"30","Sending All My Love","Linear",1990,"6zNPPFFrxmhpTQejOn1Wm1",0.703,0.517,104.833,-13.644,0.0529,0.000407,0.0969,0.0963,234067
"31","Unskinny Bop - 2006 - Remaster","Poison",1990,"7ba7mwoleFlwmOiuqw8XNf",0.407,0.926,184.606,-3.093,0.0637,0.0597,7.69e-06,0.173,229160
"32","Step by Step","New Kids On The Block",1990,"6J6RWKCPN5RFKHUKEUFjxS",0.787,0.63,125.347,-12.295,0.0609,0.0274,6.69e-06,0.161,267293
"33","Dangerous","Roxette",1990,"2sC4Tq54NymKt6z4PPVqJo",0.682,0.898,124.473,-4.865,0.0344,0.0776,3.31e-06,0.083,229920
"34","We Didn't Start the Fire","Billy Joel",1990,"38bDGWuyYdSdNfrFfbCiVS",0.711,0.967,145.024,-5.204,0.0474,0.0849,0,0.245,288400
"35","I Don't Have The Heart","James Ingram",1990,"3PRbGCOCSu0JgVBJ8f5fMP",0.496,0.41,88.912,-7.107,0.0238,0.544,0,0.136,247413
"36","Downtown Train - 2008 Remastered Version","Rod Stewart",1990,"0c639r11FQKDFMmGfTRqOU",0.527,0.546,114.975,-9.676,0.032,0.0973,0.000105,0.121,279987
"37","Rhythm Nation","Janet Jackson",1990,"4nTYxxF8iWBq54LO3dBUie",0.637,0.933,109.111,-7.756,0.071,0.0566,0.093,0.561,330933
"38","I'll Be Your Everything","Tommy Page",1990,"41ZZIBDKGqoArKaYgrqGPe",0.499,0.517,144.138,-9.044,0.0287,0.338,0,0.236,244840
"39","Roam [Edit] (45 Version)","The B-52's",1990,"0jfONt56vckywtWwm8wjki",0.61,0.889,134.666,-9.375,0.0692,0.0586,1.33e-05,0.112,246853
"40","Everything","Jody Watley",1990,"6Bv2bQvYZDJLVlMPbmuFQm",0.584,0.683,164.094,-8.756,0.0318,0.347,0.000931,0.248,256507
"41","Back To Life (However Do You Want Me) [feat. Caron Wheeler] - 2003 - Remaster","Soul II Soul",1990,"5cLsk5E7Au4hkTvCQFWHMJ",0.813,0.569,100.974,-8.496,0.133,0.0466,0.000315,0.0388,228893
"42","Here And Now","Luther Vandross",1990,"3FjTPS2GIgZOBMRNQCVRMG",0.579,0.399,75.001,-9.14,0.0254,0.513,0,0.0809,323333
"43","Alright","Janet Jackson",1990,"63W4sfeRTTiNKFLAzUJHFe",0.679,0.89,111.733,-7.076,0.0362,0.12,0.562,0.57,386533
"44","Ice Ice Baby","Vanilla Ice",1990,"3XVozq1aeqsJwpXrEZrDJ9",0.978,0.787,116.006,-2.79,0.0394,0.0023,4.6e-06,0.102,254467
"45","Have You Seen Her","MC Hammer",1990,"2lvk6CUSHz4j8huQ25gH54",0.775,0.378,144.16,-14.892,0.102,0.207,5.3e-06,0.107,282800
"46","With Every Beat Of My Heart","Taylor Dayne",1990,"6yhwKpKqhBHaP2EC7Q277N",0.761,0.765,121.398,-9.893,0.0329,0.0674,1.19e-05,0.0881,262827
"47","Come Back To Me","Janet Jackson",1990,"0NSSqYISjnav81CEn6EgBY",0.203,0.414,78.935,-12.287,0.0297,0.615,0.0158,0.142,332742
"48","No More Lies","Michel'le",1990,"1Oz5bcZyzhiaEa3F06EiPY",0.834,0.871,110.294,-6.972,0.0821,0.15,0.0721,0.287,225840
"49","Praying For Time","George Michael",1990,"5ScB8GJjSKIe94EBOuVQI4",0.574,0.802,127.828,-8.436,0.0317,0.0215,0.00253,0.0875,281107
"50","How Can We Be Lovers","Michael Bolton",1990,"40JdsAUNCjvHfXzin6UPIN",0.352,0.867,205.832,-4.379,0.0452,0.0892,0,0.153,234840
"51","Do You Remember","Phil Collins",1990,"3U1KpX2tBUYDSfNEulybcN",0.679,0.567,93.052,-5.714,0.0251,0.142,0.0127,0.075,277507
"52","Ready Or Not","After 7",1990,"6AgDFWLbbAt2migXMbrhXT",0.733,0.566,141.94,-12.06,0.039,0.0966,0,0.074,275827
"53","U Can't Touch This","MC Hammer",1990,"1B75hgRqe7A4fwee3g3Wmu",0.867,0.517,133.148,-13.222,0.0875,0.00456,0.000339,0.0864,257360
"54","I Wish It Would Rain Down","Phil Collins",1990,"7pJLv39T2zogTmKRJbx2lf",0.529,0.474,125.893,-10.272,0.0282,0.318,0.0064,0.22,327827
"55","Just Between You And Me","Lou Gramm",1990,"1fMvhGvNGrumP5MKKDf61e",0.742,0.753,121.519,-5.782,0.0262,0.143,3.81e-05,0.123,290760
"56","Something Happened On The Way To Heaven","Phil Collins",1990,"2WE3PjAPesu0SCV6B0jT4Y",0.678,0.714,114.647,-9.072,0.0274,0.269,0.0172,0.364,290933
"57","Black Cat","Janet Jackson",1990,"51i1QRIaCdQat7PZflmpW9",0.648,0.912,114.65,-3.068,0.0587,0.00534,0.00887,0.116,287933
"58","Can't Stop","After 7",1990,"1TYt5etb427hvOod3EKJA5",0.727,0.811,97.098,-11.547,0.0385,0.245,1.22e-05,0.192,247907
"59","Janie's Got A Gun","Aerosmith",1990,"4cPQjnRFb2qP52XmMLzg8F",0.621,0.797,115.51,-4.693,0.0289,0.0725,0.000337,0.143,328600
"60","The Humpty Dance","Digital Underground",1990,"4WxQGUmWBRNovxlF2g8Xdv",0.813,0.693,103.508,-8,0.266,0.0341,0,0.121,391693
"61","I'll Be Your Shelter","Taylor Dayne",1990,"2kESL3CtcNIxrTNCDqesPI",0.712,0.835,107.392,-8.426,0.0309,0.113,0.000214,0.0881,284373
"62","Free Fallin'","Tom Petty and the Heartbreakers",1990,"0ygHFKdqHqikl2mOFtGeRQ",0.589,0.671,84.268,-6.6,0.0239,0.0294,0,0.0675,258360
"63","Giving You The Benefit","Pebbles",1990,"2nNKXDFRz6cog1kolC3efq",0.708,0.812,103.076,-10.465,0.0476,0.134,0.000984,0.115,341960
"64","Enjoy the Silence - 2006 - Remaster","Depeche Mode",1990,"5qUNpGMN3XRn9uqZBR9e6N",0.659,0.75,112.913,-8.119,0.0266,0.0626,7.41e-05,0.0892,258573
"65","Love Song","Tesla",1990,"7Kh8RgD3lF7566uqr9gDWX",0.29,0.594,162.551,-7.837,0.0353,0.322,0.33,0.138,242160
"66","Price of Love","Bad English",1990,"56y9EmjGAAejQ6QX9blIGI",0.348,0.444,138.194,-10.001,0.0288,0.0201,1.23e-05,0.0639,286040
"67","The King Of Wishful Thinking","Go West",1990,"4iiIHK46Csj8W7dDEviJf5",0.68,0.816,107.874,-8.896,0.0506,0.0348,0,0.0907,241907
"68","What Kind Of Man Would I Be? - Remastered Version","Chicago",1990,"3oCUfoqrkQiapnJk7UL8IE",0.358,0.774,176.116,-6.825,0.0362,0.157,0,0.182,253760
"69","I Remember You","Skid Row",1990,"4ZpXHlV2vQVfPXUvbDSZ92",0.451,0.619,88.158,-9.908,0.0276,0.00725,6.26e-06,0.179,314947
"70","Get Up (Before The Night Is Over)","Technotronic",1990,"2MOOJh1xUgND4rLjB6h4jY",0.794,0.731,123.974,-11.74,0.108,0.005,9.05e-05,0.0766,337093
"71","Here We Are","Gloria Estefan",1990,"6NtDQURC7nQhB7fnwd4Lct",0.697,0.481,142.154,-14.456,0.0332,0.632,1.92e-05,0.0954,289707
"72","Epic - Radio Remix Edit","Faith No More",1990,"6oOV3BQc3KYgxBaVZI4nRs",0.481,0.889,87.122,-7.998,0.076,0.101,0.0285,0.157,239360
"73","Love Takes Time","Mariah Carey",1990,"7IifQT0luoDma04zd3L9go",0.602,0.338,126.232,-12.371,0.0293,0.727,0,0.0849,229227
"74","Just Like Jesse James","Cher",1990,"4pEcgZ7nZtrQWqDZrO5XPN",0.396,0.733,137.974,-5.347,0.0322,0.0819,0,0.125,246000
"75","Love Shack - Edit","The B-52's",1990,"64B4UbGRLtGRBtiN2m8OvF",0.701,0.792,133.451,-8.644,0.0549,0.142,1.28e-06,0.764,257520
"76","Everybody Everybody - Le Freak Album Mix","Black Box",1990,"53t0qoKIstEnyoqUFKicpH",0.709,0.792,117.634,-6.435,0.0378,0.00365,1.06e-05,0.0892,247000
"77","I Go to Extremes","Billy Joel",1990,"2xudmLTZqwDNiDGMuOqSRD",0.592,0.921,127.116,-4.712,0.0367,0.0157,1.65e-05,0.227,260573
"78","Whip Appeal","Babyface",1990,"3pVJdvuKppX2YVwYsfXZpq",0.683,0.701,114.252,-7.756,0.0471,0.0478,0,0.67,278267
"79","Oh Girl","Paul Young",1990,"2Z9QcYXO5vE8xaYsryKpYq",0.585,0.335,135.926,-15.132,0.0321,0.359,0,0.0796,213693
"80","The Way That You Love Me","Paula Abdul",1990,"57ysLbmFhxX9WL9e5QTAmz",0.767,0.852,119.971,-8.297,0.0729,0.0932,0.00343,0.0837,321178
"81","We Can't Go Wrong","The Cover Girls",1990,"1DTLJp3baHKyTYZMWD4zgp",0.587,0.409,143.639,-15.075,0.0279,0.0168,0.0353,0.0458,316627
"82","When I'm Back On My Feet Again","Michael Bolton",1990,"2PBqZxkVJ7Y1gLzflSQWWG",0.325,0.356,152.2,-6.733,0.0276,0.806,0,0.109,227880
"83","Make You Sweat","Keith Sweat",1990,"5JVyJPYXLChgJ2pFoh4jRt",0.649,0.805,104.968,-10.53,0.0455,0.0465,3.51e-06,0.123,320507
"84","This One's for the Children","New Kids On The Block",1990,"78bDGxqn2KF2VU1G3Kz6J0",0.594,0.421,74.041,-13.707,0.0312,0.198,0,0.0832,238467
"85","What It Takes","Aerosmith",1990,"1a6VLZ3BplAosOWmCcFDAW",0.501,0.787,142.525,-4.175,0.0327,0.0325,0,0.309,311773
"86","Forever - Single Version","KISS",1990,"4ksfkISFQWPR9j0nxyG2eK",0.398,0.87,175.952,-5.48,0.0328,0.0842,0.000247,0.075,230760
"87","Just A Friend","Biz Markie",1990,"3yNVfRQlUPViUh8O2V9SQn",0.862,0.663,85.308,-9.004,0.21,0.12,0,0.318,238267
"88","Without You","Mötley Crüe",1990,"4xDDj82QPCPhvXUVHc5Pud",0.52,0.764,117.971,-3.954,0.0293,0.00642,0.000177,0.104,268853
"89","Swing The Mood","Jive Bunny and the Mastermixers",1990,"3Aimpqxpvmz7jhJlNnEd5c",0.865,0.512,92.512,-13.376,0.0521,0.049,0.0173,0.201,259573
"90","Thieves in the Temple","Prince",1990,"1KmGMot8eJCgEPVjTpkkVG",0.775,0.676,129.948,-10.582,0.042,0.0228,0,0.0631,200680
"91","Mentirosa","Mellow Man Ace",1990,"3P6fS71hWhZvOnnxQojJ0Z",0.966,0.505,113.592,-14.762,0.111,0.0678,0,0.197,258533
