"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"23","I Try","Macy Gray",2000,"00cP99zN0bsUZSpXbAlQXg",0.559,0.637,152.885,-7.495,0.0321,0.304,0.000195,0.0783
"24","It's Gonna Be Me","*NSYNC",2000,"2j2FjScgrrdSfEV4AZPBaQ",0.647,0.87,165.103,-4.702,0.0798,0.0479,0,0.0485
"25","That's The Way It Is","C<U+00E9>line Dion",2000,"4N8T6fqT6vbJ1YAIwzX87L",0.627,0.873,93.029,-5.186,0.0467,0.13,0,0.132
"26","Show Me the Meaning of Being Lonely","Backstreet Boys",2000,"6B7qPz0gQ2FlwUvTUPTZ27",0.627,0.629,167.974,-4.982,0.0252,0.235,0,0.0768
"27","Back Here","BBMak",2000,"6znv7i4Wif5fLwI6OjKHZ4",0.618,0.941,104.774,-3.119,0.0341,0.0796,2.51e-06,0.0755
"28","It Feels So Good","Sonique",2000,"6ukJXqRAorZSchjW4NawEf",0.636,0.688,134.987,-7.273,0.0297,0.0131,0.000871,0.1
"29","Absolutely (Story of a Girl) - Radio Mix","Nine Days",2000,"3mNecsYFb6LQg7822DPXCP",0.481,0.94,96.493,-5.204,0.066,0.000891,0,0.0939
"30","With Arms Wide Open","Creed",2000,"2eY1BRbRcK6SRb0rD90suw",0.414,0.525,138.869,-8.436,0.0302,0.00312,0.0011,0.149
"31","Be With You","Enrique Iglesias",2000,"7AQBRTtPhdni9ICDYB0s1v",0.684,0.85,122.005,-6.084,0.0324,0.0339,0.00122,0.0534
"32","Come on over Baby (All I Want Is You) - Radio Version","Christina Aguilera",2000,"65GZzBP1qyk4zH7c8RIJYD",0.825,0.914,118.912,-3.207,0.102,0.216,2.43e-05,0.228
"33","No More","Ruff Endz",2000,"2WfhlEjoUII31H6imnQdvF",0.839,0.641,97.004,-5.669,0.0858,0.0324,4.56e-06,0.0602
"34","All The Small Things","blink-182",2000,"58BOuW65NBEkj78UyCE8lA",0.434,0.892,148.745,-5.23,0.0504,0.00977,0,0.403
"35","The Way You Love Me","Faith Hill",2000,"6vgN6KGstss0GnBbKlMNK9",0.627,0.716,101.99,-7.175,0.0352,0.127,0,0.0344
"36","I Turn to You","Christina Aguilera",2000,"7buEDjMrLXymDYTWbxGjZ8",0.59,0.467,127.17,-8.385,0.0386,0.356,0,0.111
"37","Never Let You Go","Third Eye Blind",2000,"7mP4fGwTDxoTOfQtxeAiJS",0.729,0.94,113.804,-4.933,0.0382,0.0845,0.000262,0.0963
"38","Let's Get Married","Jagged Edge",2000,"1PmHkalaUHhh0fz23SBHDL",0.761,0.627,109.821,-5.554,0.0538,0.175,0,0.128
"39","My Love Is Your Love","Whitney Houston",2000,"4xzhlulgIL4yFEAR9EjHkR",0.769,0.47,82.505,-9.526,0.158,0.054,5.14e-06,0.0628
"40","Then The Morning Comes","Smash Mouth",2000,"1cC11FYZ0whYet1pnzA6sy",0.723,0.869,118.6,-5.001,0.0284,0.0208,0,0.0536
"41","Blue (Da Ba Dee)","Eiffel 65",2000,"5FgtdSf7I5lClThz2ptWvl",0.822,0.969,128.007,-11.471,0.0582,0.259,0.000162,0.39
"42","The Real Slim Shady","Eminem",2000,"1MYlx4dBtiyjn7K8YSyfzT",0.947,0.655,104.485,-4.243,0.0609,0.0331,0,0.0433
"43","Most Girls","P!nk",2000,"0Vus6lDjFv1mxLrCowBpE4",0.742,0.732,97.923,-6.046,0.0311,0.0424,0.00444,0.101
"44","Wifey","Next",2000,"3NEzjZbeSCy72Kx1clSYgC",0.829,0.652,99.581,-8.693,0.108,0.067,0,0.0812
"45","Wonderful - 2004 Digital Remaster","Everclear",2000,"5xcSi6kSAq1MfPXVuzC5gD",0.471,0.868,186.67,-4.227,0.0564,0.00513,7.23e-06,0.22
"46","Oops!...I Did It Again","Britney Spears",2000,"4jUuqKRr1fB4c1RvU6syls",0.755,0.832,95.044,-4.869,0.0462,0.317,1.9e-05,0.219
"47","I Wanna Love You Forever","Jessica Simpson",2000,"1MGzWqVA214YfnNoiM6j6c",0.589,0.669,103.976,-4.082,0.0253,0.147,0,0.135
"48","Give Me Just One Night (Una Noche)","98<U+00BA>",2000,"0H0yDqmQAZ9gGvLka1bqeO",0.666,0.792,123.914,-6.068,0.0488,0.0593,1.13e-06,0.104
"49","Take a Picture","Filter",2000,"2c5wml8wsBnPfNSbCZ574T",0.446,0.762,98.993,-8.971,0.0422,0.000103,7.2e-05,0.26
"50","Otherside","Red Hot Chili Peppers",2000,"64BbK9SFKH2jk86U3dGj2P",0.458,0.795,123.229,-3.265,0.0574,0.00316,0.000202,0.0756
"51","He Can't Love U","Jagged Edge",2000,"3VEZvzr84WVnoorZ4tlBSw",0.721,0.836,126.279,-3.972,0.206,0.112,0,0.235
"52","Separated","Avant",2000,"7jGbrJ1AgGdAe6zb4hz5eJ",0.79,0.475,108.229,-5.845,0.028,0.271,0,0.0783
"53","I Wish","Carl Thomas",2000,"4mhIgm1TXUmI9prcSvV1w6",0.736,0.666,89.824,-4.929,0.0337,0.0593,3.82e-05,0.107
"54","U Know What's Up - Without Left Eye","Donell Jones",2000,"3seflYvRN3gmh50Iih5yMd",0.822,0.482,103.018,-6.472,0.0542,0.0615,0.00136,0.0612
"55","Only God Knows Why","Rock Kid",2000,"1KOkFVw5H6SI2XVZrwsygO",0.639,0.512,129.063,-7.767,0.03,0.0595,3.7e-06,0.126
"56","Shake Ya Ass","Mystikal",2000,"1Q48AM3uKnWdZEN7UJng6R",0.916,0.462,98.22,-10.472,0.406,0.0602,0,0.347
"57","Bag Lady","Erykah Badu",2000,"4eboQESZB6YGrnsEgYo6eU",0.744,0.415,75.571,-8.987,0.106,0.35,0,0.0891
"58","Meet Virginia - Live","Train",2000,"4ocbH5ZJqajZIpUrqRUoue",0.675,0.553,90.02,-7.775,0.0486,0.0863,7.58e-06,0.118
"59","Party Up","DMX",2000,"1afvj3F24pPABgXenbjmdQ",0.488,0.954,202.535,-1.584,0.326,0.0798,0,0.163
"60","Case Of The Ex (Whatcha Gonna Do)","M<U+00FD>a",2000,"3G6hxSp260RzGw4sOiDOQ3",0.773,0.689,98.008,-4.738,0.0408,0.0556,0.000191,0.0721
"61","That's The Way","Jo Dee Messina",2000,"7Mq2Qa43LYyTlXBDEN9sKC",0.617,0.923,91.853,-3.686,0.0719,0.115,0,0.198
"62","Swear It Again - Radio Edit","Westlife",2000,"2x1D20z93vGEjtTP07GOOr",0.626,0.532,130.076,-7.205,0.0276,0.296,0,0.123
"63","From the Bottom of My Broken Heart","Britney Spears",2000,"70XtWbcVZcpaOddJftMcVi",0.677,0.665,74.981,-5.171,0.0305,0.56,1.01e-06,0.338
"64","Crash and Burn","Savage Garden",2000,"2iHjjXPZQHrIGXv9jhUzjy",0.576,0.656,101.981,-6.926,0.0282,0.226,3.63e-06,0.0818
"65","Yes!","Chad Brock",2000,"1LuqK6QiebvOmpkRP1f8Jf",0.681,0.679,126.543,-3.412,0.0286,0.00543,3.91e-05,0.0625
"66","The Best Day","George Strait",2000,"6u3Mp6sRSByqP7WwH2ewSM",0.643,0.441,132.356,-7.415,0.0293,0.662,0,0.229
"67","Where I Wanna Be","Donell Jones",2000,"4Oek4Sft4I8s5vHZK6OJnB",0.656,0.388,102.036,-9.079,0.0297,0.536,0,0.305
"68","How Do You Like Me Now?!","Toby Keith",2000,"2csYT28Y0I22DIiZHU5LNw",0.64,0.835,109.497,-4.806,0.0413,0.0726,3.11e-06,0.132
"69","My Best Friend","Tim McGraw",2000,"0TITWbP9cAwrMhOAVFPSSV",0.399,0.542,73.672,-6.457,0.0306,0.103,0,0.0493
"70","Broadway","The Goo Goo Dolls",2000,"3dbywb1zxwI3h1m9o304eY",0.504,0.901,132.729,-3.776,0.0491,0.000807,0,0.0839
"71","Don't Think I'm Not","Kandi",2000,"487Dyzs7Xbbk4hIWYyYT80",0.859,0.622,134.007,-8.196,0.0445,0.0661,0,0.0394
"72","Better Off Alone - Hitradio Mix","Alice Deejay",2000,"72lAIcldZMBgaeF6XwjAnC",0.674,0.772,136.969,-9.69,0.0659,0.00352,0.8,0.256
"73","Dance With Me","Debelah Morgan",2000,"1C2Q3AymKS17bw7T5gfq6p",0.85,0.674,115.005,-7.981,0.0373,0.309,0.000645,0.0356
"74","What About Now","Lonestar",2000,"2Fsg9at6oxnR7h6PhNcOmE",0.739,0.688,126.998,-5.581,0.0349,0.498,0,0.17
"75","I Like It","Sammie",2000,"0IvTGWbNnCiUi9IOF7ye3F",0.826,0.656,129.963,-8.529,0.0617,0.0101,0.000113,0.0272
"76","Girl On TV","LFO",2000,"4DJwdQDai9DLYBL9TNrEDo",0.688,0.716,96.043,-4.001,0.0297,0.131,0,0.134
"77","Cowboy Take Me Away","Dixie Chicks",2000,"3rXCZRMiMZp0feGcYXpwYX",0.467,0.622,164.418,-7.255,0.031,0.365,0.00527,0.0982
"78","I Don't Wanna","Aaliyah",2000,"3OVedKXhDtnjuia47NonT9",0.706,0.459,130.013,-9.651,0.0377,0.533,0,0.231
"79","Independent Women Part I","Destiny's Child",2000,"6e9sI2locopZ5p5ij1VAUF",0.517,0.598,96.933,-3.751,0.263,0.388,2.22e-06,0.183
"80","Gotta Tell You","Samantha Mumba",2000,"2KokBSEeK0Aov7SKVRYCjg",0.735,0.683,109.993,-7.165,0.028,0.234,0,0.24
"81","Waiting for Tonight","Jennifer Lopez",2000,"0mPN2OcVFiANaRuSeli6Np",0.695,0.945,125.013,-6.165,0.0418,0.00341,0.0727,0.103
"82","Shackles (Praise You)","Mary Mary",2000,"5siee1e4lz8uF51OokjglA",0.79,0.68,100.442,-7.807,0.153,0.0313,0,0.194
"83","Hot Boyz","Missy Elliott",2000,"7mYvtEeBdMqRSyj1Qpv6my",0.749,0.439,81.085,-11.274,0.252,0.289,1.23e-06,0.165
"84","Thank God I Found You","Mariah Carey",2000,"26XozheKTFSXpGb917XBKG",0.478,0.545,129.676,-5.715,0.0345,0.595,0,0.106
"85","Desert Rose","Sting",2000,"4NlLZ2WkhJamPaeD9MfL5c",0.577,0.605,112.011,-10.031,0.0322,0.0122,0,0.106
"86","Big Pimpin'","JAY Z",2000,"5o5eMUBTsxvxgNMPJ8WneO",0.812,0.96,138.051,-0.166,0.175,0.24,0.0045,0.044
"87","Faded","SoulDecision",2000,"1vkrNCD54x9p4ZQdojjNyE",0.696,0.723,107.979,-6.357,0.0419,0.249,0,0.0405
"88","Forgot About Dre","Dr. Dre",2000,"7iXF2W9vKmDoGAhlHdpyIa",0.937,0.731,133.961,-2.132,0.0815,0.0879,0,0.163
"89","The Next Episode","Dr. Dre",2000,"4LwU4Vp6od3Sb08CsP99GC",0.916,0.906,95.3,-2.494,0.195,0.0279,0,0.0803
"90","What'chu Like","Da Brat",2000,"5d8woPn6sHRA6yPnnHnqSt",0.879,0.681,99.974,-8.951,0.24,0.017,0,0.0669
"91","I Hope You Dance","Lee Ann Womack",2000,"65B1tEOv5W294uCKbmEcFV",0.416,0.446,151.328,-9.557,0.0291,0.0524,0,0.0891
"92","Ride Wit Me","Nelly",2000,"06iMqWThw4w8fTFyccvOwr",0.854,0.692,101.865,-6.625,0.0479,0.0668,0,0.247
"93","He Wasn't Man Enough","Toni Braxton",2000,"6JPsV96twX1D6AijDQqGJr",0.735,0.919,88.014,-4.191,0.0406,0.0106,3.37e-05,0.329
"94","A Puro Dolor","Son By Four",2000,"2ZpXHvWPxuSXoT4l1QPQd7",0.57,0.642,136.023,-6.279,0.0297,0.0742,0,0.0715
