"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","Too Close","Next",1998,"2fyTojfPYs67KBWN4WYRX7",0.85,0.398,99.717,-9.816,0.0534,0.0117,0,0.263,258113
"2","You're Still The One","Shania Twain",1998,"7wCH9DbgRs7ujHeqNy6oAS",0.551,0.527,133.758,-7.119,0.0302,0.45,0,0.0867,212560
"3","Truly Madly Deeply","Savage Garden",1998,"69MmmKaqTGd2lBh1qNVpeP",0.612,0.706,84.083,-8.875,0.0256,0.418,0,0.0797,277200
"4","Together Again","Janet Jackson",1998,"1GrikfH0jDejDvrxo84n4P",0.873,0.591,123.091,-8.942,0.102,0.0788,0.0071,0.104,301200
"5","All My Life","K-Ci & JoJo",1998,"2LuubKHueqlJbx0ylKGFmy",0.628,0.496,128.019,-9.308,0.0318,0.144,1.05e-06,0.0642,332000
"6","Candle In The Wind","Elton John",1998,"1ZvS1DmW1cF0oknYGCVNK7",0.6,0.414,124.43,-13.182,0.0291,0.172,5.91e-06,0.264,228000
"7","Nice & Slow","Usher",1998,"2KVVKbrg81ipix7moSsfzI",0.821,0.305,121.924,-11.922,0.111,0.173,0,0.305,227800
"8","I Don't Want To Wait","Paula Cole",1998,"1qJemJSZsdqH2DEqXAZWNJ",0.338,0.606,178.568,-4.772,0.0351,0.253,2.52e-06,0.0969,312480
"9","How's It Going To Be","Third Eye Blind",1998,"3Uvx1TO0Kg5HgGPk58lHXv",0.562,0.593,80.289,-9.362,0.0263,0.00327,0.00139,0.0967,253413
"10","No, No, No Pt. 2","Destiny's Child",1998,"5kHgrRO3hMDPehtH9VhYQc",0.67,0.582,181.841,-3.574,0.224,0.3,0,0.0845,207467
"11","My Heart Will Go On - Love Theme from ""Titanic""","C<U+00E9>line Dion",1998,"27ncbKwESFYzgBo9RN9IXe",0.421,0.36,99.414,-8.872,0.0297,0.723,0,0.194,280613
"12","Gettin' Jiggy Wit It","Will Smith",1998,"0weAUscowxeqDtpCgtbpgp",0.881,0.874,107.891,-4.505,0.139,0.0175,1.19e-06,0.154,227933
"13","You Make Me Wanna...","Usher",1998,"1Ddf5oGQwHnRoacJIr8M1j",0.761,0.632,164.049,-7.583,0.0578,0.035,0,0.0895,220133
"14","My Way","Usher",1998,"7v3IfbATd71qapVuZ190L5",0.815,0.518,90.062,-8.206,0.147,0.013,0,0.0597,214600
"15","My All","Mariah Carey",1998,"797yAHy8UMEiPJC9bc0H6k",0.607,0.311,108.107,-10.449,0.0286,0.734,4.1e-05,0.0907,230467
"16","Been Around The World (feat. The Notorious B.I.G. & Mase)","Diddy",1998,"1siDRjAa8MdxNoCHTiiQ7B",0.815,0.529,99.439,-10.117,0.28,0.0191,0,0.406,325933
"17","Adia","Sarah McLachlan",1998,"4bDkk5cXzzRnxC2iDLussL",0.521,0.422,76.048,-8.696,0.0248,0.673,0,0.159,244747
"18","Crush","Jennifer Paige",1998,"6wAV49hRfOiCTHztORMy8Y",0.735,0.693,115.04,-5.644,0.0294,0.0296,0,0.0836,200293
