"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","Every Breath You Take","The Police",1983,"2PnNomkEqlg9ADKCVG0Wt0",0.828,0.447,117.391,-10.563,0.0349,0.413,0.00335,0.074,253733
"2","Billie Jean - Single Version","Michael Jackson",1983,"3EzlF0tKEQstSzFqWzkLZE",0.927,0.575,117.128,-5.553,0.0431,0.022,0.014,0.0391,294787
"3","Flashdance...What A Feeling","Irene Cara",1983,"1vyI6X2Id2CarE73XOLGxM",0.501,0.695,121.973,-7.399,0.058,0.508,0,0.0765,246253
"4","Down Under","Men At Work",1983,"5ETbctpnDNloYA4IO6s0wn",0.746,0.79,107.231,-4.7,0.0257,0.0485,0.0261,0.0534,220867
"5","Beat It - Single Version","Michael Jackson",1983,"1xEpz8iZDReyXevFcP89XG",0.783,0.809,138.979,-5.532,0.0436,0.0359,1.38e-05,0.199,258040
"6","Total Eclipse of the Heart","Bonnie Tyler",1983,"5prTs2HAw2G4idHZyeFp8o",0.435,0.658,130.276,-8.179,0.0661,0.195,0,0.102,269787
"7","Maneater - Remastered","Daryl Hall & John Oates",1983,"4aKIs5t9TqP59btlCGPrgw",0.727,0.685,88.75,-7.159,0.0398,0.0351,4.43e-05,0.0973,271893
"8","Maniac (Flashdance Version)","Michael Sembello",1983,"2yPOanQUfr1QQcfPTD9TmJ",0.637,0.73,157.202,-7.368,0.034,0.00482,0.000449,0.0251,259135
"9","Sweet Dreams (Are Made of This) - Remastered","Eurythmics",1983,"1TfqLAPs4K3s2rJMoCokcS",0.692,0.711,125.135,-7.498,0.0317,0.227,0,0.12,216933
"10","Do You Really Want to Hurt Me - 2002 - Remaster","Culture Club",1983,"1HerMONdBbVd0IQJE73sgZ",0.741,0.623,100.621,-6.284,0.0318,0.0593,0,0.128,264773
"11","You And I","Eddie Rabbitt",1983,"55uZJFuImJzBXLeBC3x7Co",0.49,0.457,82.791,-8.573,0.0255,0.198,2.07e-05,0.103,237067
"12","Come on Eileen","Dexy's Midnight Runners Tribute Band",1983,"1NJjpKwH4fECJOLhohcDDw",0.433,0.488,105.904,-10.931,0.0456,0.377,0,0.099,254987
"13","She Works Hard For The Money","Donna Summer",1983,"3FlOciKDqFlTMPeC7t92Qy",0.765,0.639,136.495,-12.963,0.0382,0.00669,0.0122,0.0798,320840
"14","Never Gonna Let You Go","Sérgio Mendes",1983,"5u8bqfaYSh0qVTsgslPknf",0.633,0.396,132.55,-12.35,0.0319,0.547,0,0.671,255600
"15","Hungry Like The Wolf","Duran Duran",1983,"2HuHopKnnuGQEpGb0CssCs",0.654,0.903,129.442,-5.252,0.0798,0.0222,0,0.241,205227
"16","Let's Dance - 1999 Remastered Version","David Bowie",1983,"0F0MA0ns8oXwGw66B2BSXm",0.619,0.703,115.043,-9.414,0.0525,0.00388,0.205,0.163,457133
"17","Twilight Zone","Golden Earring",1983,"6j0ri1fbU2QDXlDrhgkuFk",0.363,0.801,124.902,-6.677,0.039,0.0944,0.0987,0.986,393653
"18","I Know There's Something Going On","Frida",1983,"1fQyiulxuPu8ywfIrOM3ft",0.596,0.568,108.184,-15.168,0.034,0.116,0.139,0.0412,330977
"19","Jeopardy","The Greg Kihn Band",1983,"1pohUcbLfJF3O6CTTAwBHG",0.803,0.484,112.3,-13.458,0.0395,0.057,0.0269,0.0711,212370
