"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"13","Smack That - Dirty","Akon",2007,"5eLovQzx9cm6RkQq388JyN",0.94,0.735,118.977,-5.172,0.0503,0.281,0,0.11
"14","This Is Why I'm Hot","MiMS",2007,"1rBCqUMWdZSTCnlj3q6MiI",0.621,0.6,80.021,-6.349,0.576,0.277,0,0.495
"15","It's Not Over","Daughtry",2007,"0wIhWLNLIOmzQ89B3rtTd3",0.423,0.912,145.942,-3.232,0.0615,0.0525,0,0.245
"16","The Way I Are","Timbaland",2007,"5RM4iGrNOyeKLTcMv2FPc9",0.731,0.816,114.762,-6.418,0.0845,0.17,0.738,0.271
"17","Crank That (Soulja Boy) [Travis Barker Remix]","Soulja Boy",2007,"5WeiB5JDBy6T5QQxtj09zb",0.67,0.529,140.016,-5.426,0.0514,0.0324,0,0.361
"18","Give It To Me","Timbaland",2007,"0wbDgMuAoy7O7pL3a69uZx",0.973,0.723,110.625,-4.017,0.0569,0.17,0.000282,0.0863
"19","What Goes Around.../...Comes Around (Interlude)","Justin Timberlake",2007,"3pD0f7hSJg2XdQ6udw5Tey",0.687,0.723,76,-4.751,0.0709,0.122,0.00102,0.573
"20","Cupid's Chokehold / Breakfast In America","Gym Class Heroes",2007,"2Lhdl74nwwVGOE2Gv35QuK",0.666,0.711,79.755,-4.227,0.075,0.526,0,0.298
"21","How To Save A Life - New Album Version","The Fray",2007,"6DofTIG2Su74CBY7gXC423",0.64,0.743,122.035,-4.08,0.0379,0.269,0,0.101
"22","Home","Daughtry",2007,"2nXWKf0GXbFby4posGqEht",0.45,0.849,143.904,-3.881,0.0344,0.0021,1.61e-06,0.195
"23","My Love","Justin Timberlake",2007,"13X42np3KJr0o2LkK1MG76",0.771,0.676,119.997,-6.018,0.223,0.285,4.49e-06,0.546
"24","Stronger","Kanye West",2007,"6C7RJEIUDqKkJRZVWdkfkH",0.625,0.726,103.98,-7.731,0.155,0.00728,0,0.318
"25","We Fly High","Jim Jones",2007,"2M6An7pyyNwEObR7c7uCVp",0.685,0.776,120,-6.491,0.34,0.131,0,0.241
"26","U + Ur Hand","P!nk",2007,"7aBVQ8dcHytEddV0SlDrcQ",0.695,0.915,141.019,-3.549,0.0497,0.000712,0,0.0311
"27","Walk It Out","Unk",2007,"29TwAJfQ7rR7peyr6eZpL0",0.793,0.708,160.02,-5.85,0.134,0.102,0,0.112
"28","Beautiful Girls","Sean Kingston",2007,"1hGy2eLcmC8eKx7qr1tOqx",0.762,0.661,130.009,-6.075,0.0687,0.15,0,0.256
"29","This Ain't A Scene, It's An Arms Race","Fall Out Boy",2007,"5ybUdN3DmQL8T3eqg4XjmQ",0.612,0.902,100.023,-3.911,0.0424,0.000916,0,0.0498
"30","Bartender","T-Pain",2007,"5kxddRG1RZaZROadk7iC4D",0.675,0.394,104.987,-8.539,0.133,0.0611,0,0.214
"31","Pop, Lock, and Drop It","Baby Huey",2007,"58grvWRe0gIIGXvx5tE72g",0.722,0.473,146.506,-12.701,0.265,0.000888,0,0.516
"32","Runaway Love - (Explicit)","Ludacris",2007,"0VPTq1UBP8fcWKYgLAtesN",0.378,0.724,84.626,-6.878,0.3,0.339,0,0.297
"33","Rockstar","Nickelback",2007,"6n9yCXvLhnYMgJIiIcMu7D",0.616,0.91,144.073,-3.004,0.0386,0.0459,0,0.343
"34","Thnks fr th Mmrs","Fall Out Boy",2007,"0bD5aCBb46dEtEVkv9hd1m",0.455,0.882,155.026,-5.054,0.0758,0.00452,0,0.0962
"35","What I've Done","Linkin Park",2007,"1vJ00sqL2EvSO6wKGktYB4",0.623,0.93,120.119,-5.285,0.0324,0.0141,1.64e-06,0.138
"36","Summer Love","Justin Timberlake",2007,"1MBM7CyZbwJpVbbZJnHHRg",0.606,0.591,95.802,-7.228,0.087,0.0756,0,0.328
"37","You","Lloyd",2007,"5Y77SQxEr1eiofPeUTPHxM",0.565,0.873,130.422,-5.906,0.434,0.107,0,0.332
"38","Wait For You","Elliott Yamin",2007,"3MYwiHsnNjSfaacdLUHNcz",0.764,0.487,116.027,-6.734,0.0281,0.25,0,0.184
"39","Last Night (feat. Keyshia Cole)","Diddy",2007,"5gfPJ45gpn3ThswDyeW0Qc",0.888,0.833,121.002,-4.381,0.0912,0.256,0.00159,0.485
"40","Make It Rain - Feat. Lil Wayne","Fat Joe",2007,"185wFmHycj2zqxOtlga2k6",0.754,0.717,149.277,-3.802,0.233,0.0227,0,0.0665
"41","Make Me Better","Fabolous",2007,"0YkJU6TjjwzsVXUPRIO0DB",0.605,0.614,86.491,-6.745,0.0967,0.291,0,0.209
"42","Ice Box","Omarion",2007,"1ElXBG9yJcgSFUJr19sotM",0.773,0.724,131.092,-5.731,0.153,0.178,0,0.131
"43","Lips Of An Angel","Hinder",2007,"40LQiUUUKXVGyNs09lHVjW",0.476,0.769,129.051,-5.344,0.0332,0.0328,0,0.197
"44","Waiting On the World to Change","John Mayer",2007,"5daJNU6dISW25fY2Eq3vcD",0.569,0.757,176.699,-5.815,0.11,0.142,0.000338,0.253
"45","Lost Without U","Robin Thicke",2007,"4V2F0DZrAXOWq9hkwMMG3x",0.67,0.348,113.306,-12.229,0.138,0.27,0,0.104
"46","I'm a Flirt Remix","R. Kelly",2007,"1qKEApj9DTrcXikqeo7S0k",0.837,0.578,138.043,-4.696,0.0965,0.0772,0,0.0455
"47","If Everyone Cared","Nickelback",2007,"44w63XqGr3sATAzOnOySgF",0.522,0.874,132.018,-4.392,0.0362,0.000273,0.00579,0.261
"48","Get It Shawty - Main","Lloyd",2007,"2a03afRiyAbNAleOByVju4",0.825,0.909,128.003,-4.009,0.267,0.133,0,0.0508
"49","Face Down","The Red Jumpsuit Apparatus",2007,"0wkzGtpf4WsYgWwDTeCjTR",0.545,0.932,92.956,-2.189,0.0399,0.000665,0,0.127
"50","The Way I Live","Baby Boy",2007,"3Tpez8fvZfCMSODg543Ss2",0.853,0.342,90.01,-11.521,0.324,0.0362,0,0.135
"51","Shortie Like Mine","Bow Wow",2007,"4F55RCGuM477OjznpYGhYz",0.763,0.629,142.149,-8.66,0.225,0.0891,0,0.169
"52","It Ends Tonight","The All-American Rejects",2007,"1FMHNVeJ9s1x1l1WlaRs2I",0.335,0.676,175.845,-4.68,0.0301,0.00275,0,0.141
"53","A Bay Bay","Hurricane Chris",2007,"6MnFB3qurhmGs1xdjrz5Bg",0.577,0.668,60.709,-4.884,0.514,0.105,0,0.0924
"54","Because Of You","Ne-Yo",2007,"6CFPFnS9EcLs2I0nWqtWci",0.808,0.545,109.96,-5.728,0.0346,0.529,0,0.0967
"55","I Tried","Bone Thugs-N-Harmony",2007,"2elA6JLRaQ6iB7hxiuTKN4",0.73,0.715,81.998,-6.297,0.103,0.0109,0,0.109
"56","Welcome to the Black Parade","My Chemical Romance",2007,"5wQnmLuC1W7ATsArWACrgW",0.217,0.905,96.95,-4.103,0.0752,0.000289,0.00011,0.222
"57","Shawty (feat. T Pain)","Plies",2007,"6olIWF9LZgO0Eij4CeORQV",0.444,0.708,105.412,-5.926,0.126,0.0419,0,0.0775
"58","Chasing Cars","Snow Patrol",2007,"11bD1JtSjlIgKgZG2134DZ",0.557,0.609,104.01,-4.463,0.0259,0.193,7.69e-05,0.135
"59","Beautiful Liar - Main Version / Album Version","Beyonc<U+00E9>",2007,"2P5cIXejqLpHDQeCHAbbBG",0.763,0.756,92.004,-3.926,0.0685,0.00595,0.000247,0.173
"60","SexyBack","Justin Timberlake",2007,"0O45fw2L5vsWpdsOdXwNAR",0.967,0.583,117,-5.562,0.0789,0.0584,0,0.0519
"61","Keep Holding On","Avril Lavigne",2007,"58Mmq9tDlN7jiUqmvugggD",0.274,0.808,161.104,-2.678,0.0346,0.0382,0,0.198
"62","Let It Go","Keyshia Cole",2007,"2RqZFOLOnzVmHUX7ZMcaES",0.812,0.721,94.939,-5.084,0.206,0.194,0,0.248
"63","Apologize","Timbaland",2007,"77rlwv75irCcg50920G04u",0.653,0.609,118.027,-6.056,0.0288,0.032,0,0.0899
"64","Bubbly","Colbie Caillat",2007,"0rFOs9paloAvEtzwDX1Kmc",0.664,0.491,127.97,-6.544,0.042,0.594,0,0.11
"65","Like a Boy","Ciara",2007,"358bOvBiZCS9fRzNYosw6c",0.701,0.724,132.035,-5.751,0.145,0.267,0,0.0867
"66","Who Knew","P!nk",2007,"4pSPMXaCjbaV3VSzZQYC7H",0.689,0.737,140,-4.516,0.0268,0.00482,0,0.0777
"67","Never Again","Kelly Clarkson",2007,"4cXjW4R2BOhKLuFJ6ACZQz",0.514,0.911,145.91,-2.978,0.071,0.00172,0.00201,0.205
"68","Promise","Ciara",2007,"1pLdjo3lOBbMaoR4ZpybFH",0.697,0.629,123.279,-5.757,0.0425,0.409,3.8e-06,0.0819
"69","Bed","J. Holiday",2007,"6TlRNJaezOdzdECnQeRuMM",0.684,0.606,127.901,-7.268,0.0504,0.17,0,0.058
"70","Throw Some D's","Rich Boy",2007,"6SmPPtaMnfxgz5duA6t9Cu",0.698,0.863,160.894,-5.292,0.489,0.0408,0,0.0758
"71","Rehab","Amy Winehouse",2007,"1EXAqr4fceDPYlL6XeMi2g",0.513,0.869,72.523,-3.038,0.0807,0.0376,1.71e-06,0.68
"72","No One","Alicia Keys",2007,"0JEqGkvUiMTQmFY6sgL9kg",0.649,0.552,89.969,-5.419,0.0292,0.03,6.47e-06,0.111
"73","The Great Escape","Boys Like Girls",2007,"6GIrIt2M39wEGwjCQjGChX",0.423,0.94,149.934,-4.012,0.0635,0.00166,0,0.178
"74","2 Step","Unk",2007,"1Z9k2TkEdY1jQYlADzZa3Q",0.761,0.725,76.998,-4.413,0.147,0.0521,0,0.295
"75","Walk Away (Remember Me)","Paula DeAnda",2007,"0Sc9UwBpChiRKRF8DKvWKZ",0.672,0.585,77.998,-5.797,0.0582,0.192,0,0.156
"76","Go Getta","Jeezy",2007,"3sNAeRQQ9FKeMv9nETVIt0",0.549,0.746,86.967,-6.394,0.0577,0.0899,0,0.195
"77","Here (In Your Arms)","Hellogoodbye",2007,"4z1gmF4S1YsTj1pxiU47Qx",0.706,0.621,126.028,-6.797,0.0386,0.213,0.00208,0.253
"78","On The Hotline","Pretty Ricky",2007,"3bsoEOP4NHEoeVbAAYdbaU",0.709,0.815,92.925,-6.847,0.214,0.0194,0,0.159
"79","Wind It Up","Gwen Stefani",2007,"1GeECVH4Msg1zLm8DExkbH",0.96,0.895,120.01,-6.899,0.0714,0.335,0.000176,0.364
"80","Cyclone","Baby Bash",2007,"27mhCGdAA8gM7b33KIiB3k",0.641,0.72,77.969,-4.326,0.0552,0.0102,0,0.154
"81","Break It Off","Rihanna",2007,"4PgtB6Sul8WDTRZCe5e8St",0.875,0.744,134.012,-5.203,0.259,0.0206,0,0.0533
"82","First Time","Lifehouse",2007,"40Fp6pxcS9l08kL1R50mR4",0.441,0.949,130.817,-2.248,0.0574,4.44e-05,0,0.237
"83","Ayo Technology","50 Cent",2007,"36Hwcla06Q5BCr59CL0sBp",0.442,0.774,139.775,-5.538,0.198,0.0943,0,0.0329
"84","Outta My System","My Morning Jacket",2007,"7pCeC3wtU1plcb8rbv0zqY",0.448,0.472,131.264,-7.763,0.0266,0.133,0.0103,0.245
"85","Teardrops on My Guitar - Pop Version","Taylor Swift",2007,"4pJi1rVt9GNegU9kywjg4z",0.647,0.762,100.021,-3.9,0.0337,0.0467,0,0.0883
"86","Shut Up And Drive","Rihanna",2007,"4Tn2llBm1g0UlWctmgPL8Z",0.741,0.816,132.949,-4.823,0.0372,0.00104,0.0968,0.281
"87","Money Maker","Ludacris",2007,"2JpUkUR0OsOlUUfm6iS8ic",0.571,0.613,83.317,-6.836,0.252,0.177,0,0.216
"88","Kiss Kiss","Chris Brown",2007,"544wx7ulaLbPEecrnYr5uZ",0.738,0.673,140.068,-3.377,0.205,0.0463,0,0.0604
"89","Far Away","Nickelback",2007,"0G53JYumT2vVxRGOtROlXk",0.518,0.797,132.915,-5.153,0.0309,0.000696,0,0.107
"90","Rock Yo Hips","Crime Mob",2007,"2FCrjpcEh2cMrqPWD5SNxp",0.847,0.667,77.492,-5.7,0.17,0.0869,0,0.443
"91","LoveStoned / I Think She Knows (Interlude)","Justin Timberlake",2007,"5iyE2d4U3Vc5cqY9mPTlpy",0.859,0.681,121.243,-6.247,0.0549,0.34,0.000161,0.213
"92","Better Than Me","Hinder",2007,"10fddGyyeUquZZ2uPTjD7P",0.452,0.675,139.87,-5.172,0.0305,0.206,1.27e-06,0.172
"93","Paralyzer","Finger Eleven",2007,"31KHqUqdkJssSRJcEiT8fF",0.645,0.938,106.01,-3.472,0.0451,0.163,0,0.23
"94","That's That Shit","Snoop Dogg",2007,"3J58iVk8OXYAGG4YvOKG8u",0.864,0.607,82.048,-4.891,0.163,0.0206,0,0.0442
"95","Same Girl","R. Kelly",2007,"6OSmeoh8kXhCfz9WqvzDoJ",0.717,0.583,139.76,-5.008,0.146,0.506,0,0.0821
