"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"85","Got Me Waiting - Remix","Heavy D & The Boyz",1994,"1yxGbG8BCdctZnMtAULXIg",0.635,0.525,78.142,-10.315,0.041,0.00195,0.000213,0.405,371400
"86","December, 1963 [Oh What A Night!] (45 Version)","Frankie Valli & The Four Seasons",1994,"4nuPrKithHbRJXuA9spwu4",0.729,0.6,104.414,-9.527,0.0255,0.0663,7.86e-06,0.0382,201093
"87","Always","Bon Jovi",1994,"5C1nbFH5yZl1jm7h7ScLBO",0.352,0.659,144.039,-5.531,0.0341,0.147,0,0.0802,353573
"88","I'm The Only One","Melissa Etheridge",1994,"4veE1jrMbVSy9FRCiYDGkD",0.619,0.48,84.846,-9.597,0.0304,0.0408,1.37e-06,0.0889,295000
"89","Back in the Day (Re-Recorded)","Ahmad Lewis",1994,"06igE8VkBF90AOa5XoAIrS",0.66,0.801,160.186,-4.724,0.302,0.352,0,0.221,292183
"90","Love Sneakin' Up On You","Bonnie Raitt",1994,"1UtxIyLkTt7iR5TcWLt8IT",0.483,0.673,189.704,-8.105,0.0438,0.0217,6.53e-06,0.209,220733
"91","Always In My Heart","Tevin Campbell",1994,"2CD8UvBi01dwnriCM8TivL",0.713,0.677,124.152,-6.761,0.0253,0.0282,5.99e-05,0.144,338732
"92","What Is Love - Single Mix","Haddaway",1994,"0BQblMoALRAlYA7YykYGVl",0.687,0.768,123.876,-7.898,0.0314,0.024,0.00681,0.313,271093
"93","And Our Feelings","Babyface",1994,"27sYHmgfRvHFyQ5vrm5nQp",0.741,0.592,128.137,-7.819,0.0298,0.138,0,0.224,342360
"94","Bop Gun (One Nation) - Radio Edit","Ice Cube",1994,"0oZiK5HCMPn241PbUCslkF",0.891,0.837,103.05,-5.402,0.0637,0.283,0,0.412,287080
"95","I Wanna Be Down","Brandy",1994,"6N9uyMZf9pbNOuomveWscp",0.703,0.469,86.038,-6.515,0.0415,0.177,0,0.726,291667
