"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","Candle In The Wind","Elton John",1997,"1ZvS1DmW1cF0oknYGCVNK7",0.6,0.414,124.43,-13.182,0.0291,0.172,5.91e-06,0.264,228000
"2","Foolish Games","Jewel",1997,"6Ee5Y6kCdlZfoFhyR8xPVt",0.298,0.0735,131.045,-16.472,0.0378,0.944,0.000401,0.0976,340667
"3","I'll Be Missing You (feat. 112)","Diddy",1997,"3QHONiXGMGU3z68mQInncF",0.862,0.479,109.878,-9.199,0.0646,0.0522,0.00126,0.589,301520
"4","Un-Break My Heart","Toni Braxton",1997,"1wyNvV8uXr35T8ChEypf8n",0.61,0.41,109.962,-9.215,0.0317,0.442,0,0.113,270605
"5","Can't Nobody Hold Me Down (feat. Mase)","Diddy",1997,"1EM23A621Z0QyTlWKu7T1l",0.928,0.771,93.987,-5.935,0.251,0.102,1.07e-05,0.338,231160
"6","I Believe I Can Fly","R. Kelly",1997,"0AIfr4oi192dWLRJZrRz1O",0.544,0.473,120.459,-5.875,0.0297,0.163,0,0.112,320560
"7","Don't Let Go (Love)","En Vogue",1997,"1zJy6jwcyZGZKIIXWloVAc",0.63,0.65,78.273,-7.421,0.041,0.262,0.00014,0.253,287280
"8","Wannabe - Radio Edit","Spice Girls",1997,"1Je1IMUlBXcx1Fz0WE7oPT",0.768,0.864,110.008,-6.145,0.0324,0.101,0,0.162,173027
"9","Quit Playing Games (With My Heart)","Backstreet Boys",1997,"1nRwyxNsqCLeA17qR8Nfxx",0.8,0.875,100.033,-4.952,0.0338,0.0615,2.79e-06,0.13,233533
"10","MMMBop","Hanson",1997,"0lnxrQAd9ZxbhBBe7d8FO8",0.693,0.937,104.844,-6.298,0.0503,0.00565,0.00411,0.0778,268653
"11","You Make Me Wanna...","Usher",1997,"1Ddf5oGQwHnRoacJIr8M1j",0.761,0.632,164.049,-7.583,0.0578,0.035,0,0.0895,220133
"12","Bitch","Meredith Brooks",1997,"3i6qNxyVgIdUZTTi5m25EM",0.617,0.886,96.328,-5.953,0.055,0.0112,9.63e-05,0.0523,252760
"13","Nobody (feat. Athena Cage) - Remastered Single Version","Keith Sweat",1997,"02UYYPOGSBXxGEMce927XV",0.712,0.511,117.896,-8.753,0.0297,0.397,0,0.483,251760
"14","Semi-Charmed Life","Third Eye Blind",1997,"6luSHkUXVmx3DKGN4TuRqF",0.637,0.902,102.014,-5.077,0.0325,0.00752,0,0.323,269040
"15","Barely Breathing (45 Version)","Duncan Sheik",1997,"7eBky33UQEUKp0sNhcU6rW",0.48,0.786,188.012,-7.564,0.0447,0.028,0,0.274,255053
"16","Hard To Say I'm Sorry","Az Yet",1997,"2OWzR8QoH7KaLtiN65v32x",0.537,0.413,127.77,-9.949,0.0366,0.604,0,0.16,195693
"17","Mo Money Mo Problems (feat. Mase & Puff Daddy)","The Notorious B.I.G.",1997,"2XncSBceg7BwEpbWVI6FLi",0.855,0.845,104.347,-6.163,0.067,0.0179,0,0.287,257840
"18","The Freshmen","The Verve Pipe",1997,"21jEuMn2lf37715rwjow2M",0.571,0.505,99.562,-9.312,0.0238,0.0757,1.04e-05,0.109,269467
"19","I Want You","Savage Garden",1997,"1IPG1ph2URqWSDGVPMW2Xg",0.64,0.894,106.073,-5.475,0.0367,0.0211,0,0.334,233893
"20","No Diggity (Re-Recorded / Remastered)","Blackstreet",1997,"5OBGoVvCDEL63OLl6BlHa3",0.853,0.526,92.59,-5.425,0.211,0.347,0,0.0684,272510
"21","I Belong To You (Every Time I See Your Face)","Rome",1997,"1nP6feYWJVpbO41aezFtm2",0.759,0.337,117.845,-11.034,0.035,0.026,0,0.0753,273267
"22","Hypnotize","The Notorious B.I.G.",1997,"1oLIBuedMjAbHlO4WTGJi3",0.917,0.505,93.92,-6.756,0.277,0.136,0,0.201,237867
"23","Every Time I Close My Eyes","Babyface",1997,"2DLfVnmabQqX3g3dnfvBe2",0.658,0.414,143.706,-7.704,0.0245,0.065,0,0.105,296360
"24","In My Bed","Dru Hill",1997,"2v9Obh8z41hUXDqnfdhVON",0.71,0.374,118.123,-7.979,0.0331,0.499,0,0.0462,286533
"25","Say You'll Be There - Single Mix","Spice Girls",1997,"1yTQ39my3MoNROlFw3RDNy",0.726,0.679,107.02,-6.219,0.0473,0.0149,1.49e-06,0.0837,235973
"26","Do You Know (What It Takes)","Robyn",1997,"5Pzv0z9cnnUSaiKMUHtYVh",0.633,0.744,200.139,-4.299,0.0353,0.00438,0.0217,0.135,222893
"27","4 Seasons Of Loneliness","Boyz II Men",1997,"0RwDPdfoitpL7Uk2pN7l1K",0.585,0.482,98.537,-10.536,0.0413,0.802,3.45e-05,0.111,292293
