"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","Bad Day","Daniel Powter",2006,"2Pwm2YtneLSWi7vyUpT5fs",0.583,0.667,140.028,-7.351,0.029,0.27,3.64e-05,0.167,233920
"2","Temperature","Sean Paul",2006,"0k2GOhqsrxDTAbFFSdNJjT",0.951,0.6,125.04,-4.675,0.0685,0.106,0,0.0712,218573
"3","Promiscuous","Nelly Furtado",2006,"0bRh7pc1nfIv2edfcIUlKh",0.816,0.973,114.322,-6.008,0.0497,0.0511,5.36e-05,0.167,242373
"4","You're Beautiful","James Blunt",2006,"0vg4WnUWvze6pBOJDTq99k",0.675,0.479,81.998,-9.87,0.0278,0.633,1.76e-05,0.088,209493
"5","Hips Don't Lie","Shakira",2006,"4JtVOeyOJyPLg72MbGoNn8",0.767,0.82,99.982,-5.782,0.076,0.323,0,0.481,216080
"6","Unwritten","Natasha Bedingfield",2006,"5x45ULRgVLL68exMoRCcGt",0.707,0.79,100.01,-6.543,0.0386,0.00534,0,0.0866,258360
"7","Crazy","Gnarls Barkley",2006,"2N5zMZX7YeL1tico8oQxa9",0.835,0.741,111.963,-1.609,0.0339,0.0172,0.0577,0.0826,182066
"8","Ridin'","Chamillionaire",2006,"3kZoay4ANo86ehb6s4RwS9",0.788,0.808,143.04,-4.77,0.101,0.181,0,0.517,302000
"9","SexyBack","Justin Timberlake",2006,"0O45fw2L5vsWpdsOdXwNAR",0.967,0.583,117,-5.562,0.0789,0.0584,0,0.0519,242733
"10","Check On It","Beyonc<U+00E9>",2006,"49YeEoXjdJBaVOjghMPEdR",0.702,0.89,166.115,-3.794,0.214,0.0701,0,0.385,210427
"11","Be Without You","Mary J. Blige",2006,"2YegxR5As7BeQuVp2U6pek",0.724,0.689,146.496,-5.922,0.135,0.083,0,0.304,246333
"12","Grillz - Dirty","Nelly",2006,"5tXEx6JhF9FkP1fBlgFlCl",0.863,0.522,82.994,-7.254,0.251,0.0357,0,0.221,270933
"13","Over My Head (Cable Car)","The Fray",2006,"6c8QH9FMFKj0ZgNeiyOx4v",0.591,0.699,116.029,-5.221,0.0449,0.0204,0,0.0614,236373
"14","Me & U","Cassie",2006,"7k6IzwMGpxnRghE7YosnXT",0.803,0.454,99.99,-4.802,0.0294,0.352,0,0.0655,192213
"15","Buttons","The Pussycat Dolls",2006,"3BxWKCI06eQ5Od8TY2JBeA",0.544,0.823,210.75,-4.318,0.32,0.158,0,0.268,225560
"16","Run It!","Chris Brown",2006,"6SPD3JwwRejBhCDiQAQ4he",0.85,0.482,100.957,-6.684,0.102,0.0246,0,0.387,229867
"17","So Sick","Ne-Yo",2006,"6brl7bwOHmGFkNw3MBqssT",0.699,0.592,94.933,-8.298,0.262,0.273,0,0.202,207187
"18","It's Goin' Down - feat. Nitti Amended","Yung Joc",2006,"7g7o2dAUn0Dz4h4CLeJSxh",0.883,0.571,83.989,-8.411,0.0622,0.0569,0,0.126,241827
"19","SOS","Rihanna",2006,"30cSNer6TV8x2utjULVeQ5",0.68,0.649,137.009,-4.819,0.04,0.00474,9.23e-05,0.361,238920
