"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"20","I Write Sins Not Tragedies","Panic! At The Disco",2006,"4bPQs0PHn4xbipzdPfn6du",0.567,0.795,170.06,-4.985,0.134,0.0938,0,0.114,187613
"21","Move Along","The All-American Rejects",2006,"2l57cfmCnOkwNX1tky02n1",0.529,0.922,109.847,-3.84,0.0459,0.000198,0,0.26,238880
"22","Dani California","Red Hot Chili Peppers",2006,"1OFfN6ZiJdDAnSycMIpLwt",0.556,0.913,96.184,-2.36,0.0437,0.0193,8.59e-06,0.346,282160
"23","Snap Yo Fingers","Youngbloodz",2006,"6o3s08kk2fQI37vxGZDrJ1",0.835,0.757,82.038,-5.029,0.23,0.00647,0,0.29,274387
"24","Lean Wit It, Rock Wit It - feat. Peanut & Charlay","Dem Franchize Boyz",2006,"0YsNWdVVmu2fTq8iRNIePT",0.886,0.618,76.019,-5.734,0.301,0.0847,0,0.101,230960
"25","What Hurts The Most","Rascal Flatts",2006,"4bVuIlGQBMWS7vIhcx8Ae4",0.527,0.671,136.03,-5.032,0.0283,0.00842,0,0.268,214107
"26","How to Save a Life","The Fray",2006,"5fVZC9GiM4e8vu99W0Xf6J",0.64,0.743,122.035,-4.08,0.0379,0.269,0,0.101,262533
"27","Unfaithful","Rihanna",2006,"13xxBnXOuiBxVxJI458B0i",0.591,0.406,143.869,-8.466,0.0331,0.839,0,0.258,226973
"28","Chasing Cars","Snow Patrol",2006,"11bD1JtSjlIgKgZG2134DZ",0.557,0.609,104.01,-4.463,0.0259,0.193,7.69e-05,0.135,267933
"29","Lips Of An Angel","Hinder",2006,"40LQiUUUKXVGyNs09lHVjW",0.476,0.769,129.051,-5.344,0.0332,0.0328,0,0.197,261853
"30","Every time we touch","Cascada",2006,"2gOlrge3YTmYPwsCGgU62K",0.633,0.976,142.027,-5.362,0.0519,0.00281,1.29e-05,0.382,197124
"31","Ain't No Other Man","Christina Aguilera",2006,"7huo2wvrCgRucUsjdSDLQV",0.862,0.742,127.91,-4.722,0.222,0.00376,0.00855,0.103,228907
"32","Dance, Dance","Fall Out Boy",2006,"0a7BloCiNzLDD9qSQHh5m7",0.616,0.961,114.492,-3.144,0.139,0.00494,0,0.078,180267
"33","Gold Digger","Kanye West",2006,"1PS1QMdUqOal0ai3Gt7sDQ",0.638,0.699,92.939,-5.54,0.384,0.0223,0,0.0917,207627
"34","Money Maker","Ludacris",2006,"2JpUkUR0OsOlUUfm6iS8ic",0.571,0.613,83.317,-6.836,0.252,0.177,0,0.216,230613
"35","Ms. New Booty - feat. Ying Yang Twins and Mr. ColliPark","Bubba Sparxxx",2006,"0k6HUzaRHpQ3eEWr1C7Esh",0.64,0.62,129.37,-5.931,0.416,0.016,0,0.0831,252653
"36","Give It Up To Me","Sean Paul",2006,"6YB6CK4Tsb0BgtxCEL9KlI",0.855,0.674,95.991,-4.328,0.314,0.165,0,0.0548,242253
"37","Photograph","Nickelback",2006,"2wdEXKLcuU7B0M2gqFmABH",0.513,0.877,145.919,-3.756,0.0292,0.000932,0.000163,0.136,258920
"38","Because of You","Kelly Clarkson",2006,"5Ngy0foEsuq9a9byZGtTwm",0.592,0.571,140.023,-5.455,0.0307,0.247,0,0.139,219267
"39","Stickwitu","The Pussycat Dolls",2006,"4NjR63Up0uMkQBlKvlZd1l",0.652,0.551,79.995,-6.299,0.052,0.289,0,0.0778,207507
"40","I'm N Luv (Wit a Stripper)","T-Pain",2006,"1lih9AUGlOI2qbAkptdBsr",0.731,0.368,145.171,-10.38,0.0688,0.00544,0,0.193,265333
"41","My Humps","The Black Eyed Peas",2006,"19JdbdEwQI7bCxefMokZO8",0.8,0.688,123.929,-5.987,0.223,0.12,4.05e-06,0.111,326960
"42","Where'd You Go (feat. Holly Brook & Jonah Matranga)","Fort Minor",2006,"1KVPQ3XQnmhjPbyXs6AcAS",0.755,0.829,89.985,-3.288,0.0742,0.24,0.00203,0.107,235293
"43","Yo (Excuse Me Miss) - Main","Chris Brown",2006,"1zpu1PZ8ecmcX525Z3X8cl",0.605,0.633,87.26,-5.899,0.251,0.119,0,0.225,229040
"44","Walk Away (Original Mix)","Kelly Clarkson",2006,"3Hy4QQEowJx4eVhFGtadOi",0.743,0.882,115.997,-5.264,0.0414,0.0126,1.04e-06,0.0928,188387
"45","Laffy Taffy","D4L",2006,"6JPfeRnl5XJa9jIv4kbjr9",0.891,0.428,77.504,-8.034,0.428,0.0394,0,0.0934,224253
"46","What You Know","T.I.",2006,"6A71EmfdTryZxflaVpuXy6",0.548,0.815,146.934,-4.389,0.0376,0.0154,0,0.12,273733
"47","Dirty Little Secret","The All-American Rejects",2006,"5lDriBxJd22IhOH9zTcFrV",0.453,0.942,143.85,-4.256,0.0466,4e-04,2.65e-06,0.667,193653
"48","Savin' Me","Nickelback",2006,"0n2RMFCf3wfKJ9h3E3BKO8",0.441,0.815,164.021,-4.088,0.0276,0.000731,0,0.414,219320
"49","Don't Forget About Us (feat. Mariah Carey & Juelz Santana)","Mariah Carey",2006,"5wp9LO99JbSKDdegSGuGui",0.704,0.594,143.52,-7.335,0.162,0.0679,0,0.228,212428
"50","Sexy Love","Ne-Yo",2006,"10aWGOqSDBqvNzJ9NeKDbK",0.622,0.503,93.984,-6.417,0.0433,0.265,0.000473,0.0596,220853
"51","U And Dat (feat. T. Pain & Kandi Girl)","E-40",2006,"7g7M96UGiA7OR79H86gV4m",0.858,0.484,99.992,-7.448,0.277,0.0241,1.8e-06,0.123,202720
"52","Far Away","Nickelback",2006,"0G53JYumT2vVxRGOtROlXk",0.518,0.797,132.915,-5.153,0.0309,0.000696,0,0.107,238173
"53","What's Left Of Me","Nick Lachey",2006,"2renBQKATbkVYjfSuvYWw8",0.426,0.742,150.067,-5.678,0.0362,0.142,0,0.139,244840
"54","So What","Field Mob",2006,"0Uc706myy6Th7I6KQ9xA1x",0.936,0.491,119.98,-10.551,0.161,0.0676,0,0.0716,216000
"55","Do It To It - Feat. Sean Paul Of YoungBloodZ","Cherish",2006,"6MBEjJlXQYXr8dfxDvZuoA",0.826,0.67,74.007,-5.559,0.169,0.00798,0,0.495,226293
"56","Black Horse and the Cherry Tree - Radio Version","KT Tunstall",2006,"5eQoNnXQJKsLt1KkEb0abO",0.752,0.854,104.864,-5.551,0.0621,0.306,0,0.131,174400
"57","There It Go (The Whistle Song)","Juelz Santana",2006,"50UkypyQJbSQLaXHke5Yep",0.947,0.883,100.004,-6.306,0.208,0.022,0.000478,0.422,180493
"58","Shoulder Lean (feat. T.I.)","Young Dro",2006,"4AnYLZrC9uHsBXxx4lOlZ6",0.698,0.527,75.962,-7.196,0.175,0.0512,0,0.0675,261120
"59","Unpredictable - Main","Jamie Foxx",2006,"3UNrtRxBBlWE70SjxnOo02",0.734,0.599,145.185,-8.462,0.197,0.206,0,0.0555,219867
"60","My Love","Justin Timberlake",2006,"13X42np3KJr0o2LkK1MG76",0.771,0.676,119.997,-6.018,0.223,0.285,4.49e-06,0.546,276160
"61","Shake That","Eminem",2006,"64649mwn5MP4gz1eIOAerx",0.958,0.651,107.006,-5.921,0.134,0.0586,8.41e-05,0.169,274440
"62","Pullin' Me Back","Chingy",2006,"5hF2LnbkpnXCkksMSeWcxZ",0.786,0.511,80,-6.66,0.286,0.0825,0,0.12,234133
"63","Bossy Featuring Too $hort","Kelis",2006,"4dPsNgPv3ne2A3map82xhK",0.906,0.636,84.011,-5.318,0.188,0.000172,4.83e-06,0.0511,272360
"64","Chain Hang Low","Jibbs",2006,"0tYPj0NYa7vjlJaqlRSnJb",0.797,0.586,157.151,-6.98,0.269,0.0263,5.44e-05,0.123,207587
"65","Smack That - Dirty","Akon",2006,"5eLovQzx9cm6RkQq388JyN",0.94,0.735,118.977,-5.172,0.0503,0.281,0,0.11,212360
"66","One Wish","Ray J",2006,"4dCARyYbUIlLvLHBCOfs89",0.755,0.523,127.955,-7.002,0.0348,0.413,0,0.21,210129
"67","Sugar, We're Goin Down","Fall Out Boy",2006,"2TfSHkHiFO4gRztVIkggkE",0.499,0.824,161.977,-4.741,0.0794,0.00898,0,0.163,229093
"68","Gimme That","Chris Brown",2006,"7BWXAPR8TxPR3ppVUqvotE",0.412,0.567,174.519,-7.1,0.0778,0.00407,6.24e-05,0.11,186827
"69","I Know You See It - feat. Brandy ""Ms. B"" Hambrick Amended","Yung Joc",2006,"5QUvrg3gdR2dO6qzcJgGrc",0.745,0.354,84.003,-6.544,0.0571,0.0686,0,0.151,241320
"70","Who Says You Can't Go Home","Bon Jovi",2006,"0JdFRxgLyehXiktgSH0MKB",0.521,0.935,131.926,-4.255,0.0487,0.00319,0,0.135,280693
"71","Too Little, Too Late","JoJo",2006,"6EEeAog1VBZ6FrYpJ2q3WF",0.428,0.781,82.353,-5.032,0.0608,0.0123,1.47e-05,0.104,221720
"72","Touch It - Album Version/Vocal Up","Busta Rhymes",2006,"3HVJbdz0V402U5YggQK4Ao",0.648,0.547,139.53,-6.586,0.39,0.00515,5.55e-05,0.196,214960
"73","Rompe","Daddy Yankee",2006,"4Xtlw8oXkIOvzV7crUBKeZ",0.701,0.866,176.041,-5.179,0.108,0.0793,1.53e-06,0.0617,188627
"74","Deja Vu","Beyonc<U+00E9>",2006,"423EcxblW9F4nnQkqcqMlK",0.644,0.746,105.253,-4.941,0.341,0.0071,1.22e-05,0.0743,240280
"75","Life Is A Highway - From ""Cars""","Rascal Flatts",2006,"5YbeJyTQkdSAWe1Ie4sLAl",0.559,0.912,103.13,-6.799,0.0608,0.00413,0,0.0567,276707
"76","Call Me When You're Sober","Evanescence",2006,"0NFt67rRYuE6pIQA5g8bFW",0.449,0.876,93.444,-4.09,0.0518,0.00159,0,0.296,214707
"77","Jesus, Take the Wheel","Carrie Underwood",2006,"3lec3CzDPAxsZokPph5w87",0.359,0.518,76.572,-3.537,0.0302,0.665,0,0.106,226493
"78","Show Stopper","Danity Kane",2006,"6AeuCzii0wNPI333OhXHEs",0.755,0.408,76.034,-10.33,0.187,0.0133,0,0.33,229240
"79","Get Up","Ciara",2006,"4PrquuUN34hswtM71OMvxS",0.941,0.631,128.597,-5.998,0.114,0.0366,1.8e-06,0.0311,263373
"80","We Be Burnin' (Recognize It)","Sean Paul",2006,"4kOTDj4SiZPkW1p96WMDNv",0.95,0.803,117,-4.195,0.151,0.145,0,0.0748,213066
"81","Hate Me","Blue October",2006,"1tL40tfdtUaSLek4DvDDr3",0.384,0.685,92.166,-5.724,0.0356,0.513,0,0.098,380200
"82","You And Me","Lifehouse",2006,"7L605WhF5EGf34ggj87yK6",0.461,0.446,139.868,-7.703,0.0267,0.1,0,0.169,195493
"83","Beep","The Pussycat Dolls",2006,"5TXNLJ2EENAt3Tf9MX4kT2",0.946,0.732,103.691,-6.38,0.0459,0.00922,0,0.118,229360
"84","I Think They Like Me - feat. Jermaine Dupri, Da Brat & Bow Wow","Dem Franchize Boyz",2006,"5a4AQWs84xeEyYUd1iC2Pn",0.781,0.625,83.024,-9.139,0.373,0.00447,0,0.185,282093
"85","Say Goodbye","Chris Brown",2006,"75KdMdPqZGO3FGNtpByM1p",0.805,0.494,115.049,-6.027,0.0363,0.00164,0,0.0798,289760
"86","Waiting On the World to Change","John Mayer",2006,"5daJNU6dISW25fY2Eq3vcD",0.569,0.757,176.699,-5.815,0.11,0.142,0.000338,0.253,202800
"87","Soul Survivor","Jeezy",2006,"0Ss50OU9tCozI7JIywkv14",0.671,0.499,84.045,-7.766,0.0442,0.00123,0,0.239,280013
"88","Pump It","The Black Eyed Peas",2006,"6btyEL6NwUa97Nex9cZFvo",0.646,0.923,153.659,-3.108,0.169,0.0109,0,0.746,213067
"89","When I'm Gone","Eminem",2006,"18TtVZgD09HpU7lUXR0kPI",0.569,0.738,75.49,-5.625,0.371,0.0549,0,0.229,281133
"90","Hung Up","Madonna",2006,"70VjMtwhm3Q2HBQeJnPfmh",0.64,0.646,124.992,-7.572,0.0497,0.00364,0.165,0.0912,336880
"91","Stay Fly - Explicit Album Version","Three 6 Mafia",2006,"5FGs2enRe23RODlTmGYbX6",0.788,0.864,133.295,-5.767,0.0335,0.0956,0,0.335,238467
"92","Love","Keyshia Cole",2006,"2Mmid8aKghvsPgaQIFMrPJ",0.673,0.523,116.85,-4.195,0.0293,0.0834,0,0.124,255333
"93","When You're Mad","Ne-Yo",2006,"5FXOEdfNW7nYQrBWtW49Cl",0.654,0.564,86.948,-7.186,0.235,0.304,0,0.107,222000
"94","Why You Wanna","T.I.",2006,"7n37dToRMRqUhdOnh9sEhB",0.802,0.772,96.046,-4.893,0.192,0.358,0,0.0603,215000
"95","Stupid Girls","P!nk",2006,"42zwhiID3ydpTlyMoyeB3F",0.697,0.882,100.043,-5.338,0.0598,0.000721,0.00237,0.0832,196080
"96","Feel Good Inc","Gorillaz",2006,"0d28khcov6AiegSCpG5TuT",0.818,0.705,138.559,-6.679,0.177,0.00836,0.00233,0.613,222640
"97","I'm Sprung - Original","T-Pain",2006,"1RFqosG3YHFMOoyMalp6DJ",0.718,0.327,100.048,-11.615,0.0861,0.1,0,0.0953,231560
"98","Do I Make You Proud","Taylor Hicks",2006,"2jv9Ppwz9u3lqWfXV0q2sW",0.463,0.524,144.055,-8.207,0.0316,0.026,0,0.102,248693
"99","For You I Will (Confidence)","Teddy Geiger",2006,"2ijMU9lYFCvGBzgwJ8Sd8q",0.315,0.751,119.566,-5.74,0.0517,0.0041,0,0.0984,228880
