"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","TIK TOK","Ke$ha",2010,"5OMwQFBcte0aWFJFqrr5oj",0.755,0.832,120.032,-2.741,0.116,0.0746,1.27e-06,0.291,199693
"2","NEED YOU NOW","Lady Antebellum",2010,"11EX5yhxr9Ihl3IN1asrfK",0.587,0.622,107.943,-5.535,0.0303,0.0927,0.000636,0.2,277573
"3","HEY, SOUL SISTER","Train",2010,"0KpfYajJVVGgQ32Dby7e9i",0.675,0.885,97.03,-4.432,0.0436,0.217,0,0.086,216667
"4","CALIFORNIA GURLS","Katy Perry Featuring Snoop Dogg",2010,"6tS3XVuOyu10897O3ae7bi",0.791,0.754,125.014,-3.729,0.0569,0.00446,0,0.163,234653
"5","OMG","Usher Featuring will.i.am",2010,"3r04p85xiJh9Wqk59YDYdc",0.781,0.745,129.998,-5.81,0.0332,0.198,1.14e-05,0.36,269493
"6","AIRPLANES","B.o.B Featuring Hayley Williams",2010,"6lV2MSQmRIkycDScNtrBXO",0.66,0.867,93.033,-4.285,0.116,0.11,0,0.0368,180480
"7","LOVE THE WAY YOU LIE","Eminem Featuring Rihanna",2010,"15JINEqzVMv3SvJTAXAKED",0.647,0.924,173.962,-4.957,0.33,0.25,0,0.519,263373
"8","BAD ROMANCE","Lady Gaga",2010,"5P5cGNzqh6A353N3ShDK6Y",0.697,0.921,118.99,-3.75,0.0391,0.00305,3.65e-05,0.0831,294573
"9","DYNAMITE","Taio Cruz",2010,"1DqdF42leyFIzqNDv9CjId",0.75,0.78,119.985,-3.155,0.0898,0.00622,0,0.0263,203867
"10","BREAK YOUR HEART","Taio Cruz Featuring Ludacris",2010,"1CdqVF1ywD0ZO1zXtB9yWa",0.663,0.892,122.025,-4.759,0.0287,0.00232,0,0.115,186267
"11","NOTHIN' ON YOU","B.o.B Featuring Bruno Mars",2010,"59dLtGBS26x7kc0rHbaPrq",0.688,0.853,103.993,-5.814,0.0493,0.386,0,0.0862,268320
"12","I LIKE IT","Enrique Iglesias Featuring Pitbull",2010,"4nVyHATevhl5RC6Qmoko5H",0.659,0.935,129.048,-2.739,0.107,0.0253,0,0.0653,231787
"13","BEDROCK","Young Money Featuring Lloyd",2010,"3iL2l5gUqyPS6vDwJFgJTR",0.732,0.659,148.001,-6.089,0.225,0.109,0,0.141,288133
"14","IN MY HEAD","Jason Derulo",2010,"0TyOpxlWwDx98bjkIVHUgY",0.762,0.748,110.009,-4.15,0.033,0.0266,0,0.348,199027
"15","RUDE BOY","Rihanna",2010,"60jzFy6Nn4M0iD1d94oteF",0.564,0.758,173.898,-4.404,0.186,0.118,0,0.0992,222920
"16","TELEPHONE","Lady Gaga Featuring Beyonce",2010,"1IaYWv32nFFMdljBIjMY5T",0.827,0.821,122.017,-5.864,0.0419,0.00748,0.0015,0.115,220627
"17","JUST THE WAY YOU ARE","Bruno Mars",2010,"7BqBn9nzAq8spo5e7cZ0dJ",0.637,0.843,109.012,-5.413,0.0432,0.0151,0,0.0876,220733
"18","COOLER THAN ME","Mike Posner",2010,"2V4bv1fNWfTcyRJKmej6Sj",0.768,0.82,129.969,-4.63,0.0475,0.179,0,0.704,213293
"19","EMPIRE STATE OF MIND","Jay-Z + Alicia Keys",2010,"5sra5UY6sD658OabHL3QtI",0.479,0.368,92.959,-7.784,0.0341,0.739,4.1e-05,0.118,216480
"20","DJ GOT US FALLIN' IN LOVE","Usher Featuring Pitbull",2010,"5tXyNhNcsnn7HbcABntOSf",0.666,0.878,119.932,-2.85,0.0973,0.03,0,0.0828,222160
"21","BILLIONAIRE","Travie McCoy Featuring Bruno Mars",2010,"2M9ULmQwTaTGmAdXaXpfz5",0.633,0.673,86.776,-6.403,0.258,0.297,0,0.206,211160
"22","NOT AFRAID","Eminem",2010,"7Ie9W94M7OjPoZVV216Xus",0.851,0.95,114.661,-1.097,0.269,0.513,0,0.222,248133
"23","REPLAY","Iyaz",2010,"5vlEg2fT4cFWAqU5QptIpQ",0.706,0.751,91.031,-6.323,0.0708,0.173,0,0.168,182307
"24","SEXY CHICK","David Guetta Featuring Akon",2010,"4MKzCHlZvkwJOQRNkdw4zq",0.811,0.654,129.999,-4.99,0.0508,0.055,0.000941,0.0997,195853
"25","BREAKEVEN","The Script",2010,"38xWaVFKaxZlMFvzNff2aW",0.63,0.698,94.023,-4.51,0.0244,0.173,0,0.0789,261427
"26","YOUR LOVE IS MY DRUG","Ke$ha",2010,"4AboqNl74jNDpJhPfqYDmj",0.829,0.607,120.044,-3.876,0.0897,0.0049,0,0.0986,187067
"27","I GOTTA FEELING","The Black Eyed Peas",2010,"4vp2J1l5RD4gMZwGFLfRAu",0.741,0.748,127.965,-6.299,0.0264,0.0823,0,0.34,289133
"28","FIREFLIES","Owl City",2010,"3DamFFqW32WihKkTVlwTYQ",0.591,0.649,90.002,-6.72,0.0417,0.0294,0,0.133,228347
"29","SAY AAH","Trey Songz Featuring Fabolous",2010,"2fQ6sBFWaLv2Gxos4igHLy",0.724,0.87,93.01,-3.614,0.113,0.00453,0,0.833,207547
"30","FIND YOUR LOVE","Drake",2010,"4BycRneKmOs6MhYG9THsuX",0.623,0.598,96.081,-5.914,0.167,0.0246,0,0.0324,208947
"31","ALEJANDRO","Lady Gaga",2010,"15pu8u4n3q4BKl4tF20c5v",0.632,0.789,98.986,-6.61,0.0557,0.00043,0.00144,0.356,274213
"32","RIDIN' SOLO","Jason Derulo",2010,"7ksYJ95P5vP87A0GH34CIk",0.442,0.83,89.338,-4.02,0.146,0.128,0,0.129,215747
"33","JUST A DREAM","Nelly",2010,"3ZdJffjzJWFimSQyxgGIxN",0.554,0.764,90,-6.129,0.031,0.0413,0,0.123,237800
"34","HOW LOW","Ludacris",2010,"1WtTLtofvcjQM3sXSMkDdX",0.56,0.494,144.004,-6.935,0.111,0.00293,0,0.219,201587
"35","LIKE A G6","Far*East Movement Featuring Cataracs & Dev",2010,"4DvhkX2ic4zWkQeWMwQ2qf",0.352,0.843,165.29,-7.983,0.482,0.00738,0,0.0883,216893
"36","CARRY OUT","Timbaland Featuring Justin Timberlake",2010,"2DHc2e5bBn4UzY0ENVFrUl",0.478,0.569,95.988,-6.764,0.148,0.117,0.0669,0.248,232467
"37","HAVEN'T MET YOU YET","Michael Buble",2010,"4fIWvT19w9PR0VVBuPYpWA",0.615,0.733,122.58,-4.808,0.0335,0.152,0,0.109,244587
"38","CLUB CAN'T HANDLE ME","Flo Rida Featuring David Guetta",2010,"0xcl9XT60Siji6CSG4y6nb",0.623,0.882,127.98,-2.574,0.0322,0.0205,0,0.194,232616
"39","DOWN","Jay Sean Featuring Lil Wayne",2010,"7LP4Es66zdY7CyjepqmvAg",0.663,0.693,66.002,-4.505,0.0311,0.0149,0,0.0778,212107
"40","BULLETPROOF","La Roux",2010,"6lUY6MoqGgPnA27PHYxem5",0.686,0.898,122.985,-2.72,0.052,0.000698,4.61e-05,0.0721,205733
"41","WHATCHA SAY","Jason Derulo",2010,"2zJZwWF7BTGIIvrAlgzJEx",0.615,0.711,144.036,-5.507,0.0779,0.0444,0,0.145,221253
"42","BABY","Justin Bieber Featuring Ludacris",2010,"6epn3r7S14KUqlReYr77hA",0.656,0.841,65.024,-5.183,0.232,0.0544,0,0.122,214240
"43","WHATAYA WANT FROM ME","Adam Lambert",2010,"2rDwdvBma1O1eLzo29p2cr",0.44,0.683,185.948,-4.732,0.0489,0.00706,0,0.0593,227320
"44","ONLY GIRL (IN THE WORLD)","Rihanna",2010,"6jAsmDJI8iPhGWtS27kZ67",0.78,0.714,125.924,-4.155,0.0382,0.119,4.1e-06,0.217,235520
"45","LIVE LIKE WE'RE DYING","Kris Allen",2010,"51YhN4y2tOvfI0Sv1hoBRo",0.578,0.9,92.011,-2.501,0.0443,0.0267,0,0.287,212747
"46","HARD","Rihanna Featuring Jeezy",2010,"3YJkAQNEhmCZGLdmPsu6Ye",0.569,0.755,91.022,-3.588,0.0385,0.0117,0,0.696,250600
"47","BLAH BLAH BLAH","Ke$ha Featuring 3OH!3",2010,"7jmqSz6yTrGWI1kNqNYI28",0.752,0.832,120.003,-3.243,0.0971,0.0833,0.000265,0.424,172053
"48","BOTTOMS UP","Trey Songz Featuring Nicki Minaj",2010,"2IpGdrWvIZipmaxo1YRxw5",0.845,0.601,74.008,-5.283,0.161,0.0205,0,0.385,242013
"49","DO YOU REMEMBER","Jay Sean Featuring Sean Paul & Lil Jon",2010,"7yws3pF3FFguwT2Psi6c15",0.854,0.664,125.84,-4.88,0.085,0.0278,0,0.118,210307
"50","ALL THE RIGHT MOVES","OneRepublic",2010,"5XRHGXut00SrJUFmcn2lQF",0.53,0.95,146.035,-3.526,0.0503,0.284,1.01e-05,0.211,238000
"51","ACCORDING TO YOU","Orianthi",2010,"72phhQtfwZcRweweRxxkmU",0.607,0.922,130.972,-2.526,0.0558,0.0221,2.04e-05,0.0965,200347
"52","MY CHICK BAD","Ludacris Featuring Nicki Minaj",2010,"3bMNprrp2JDKZsGbiXpsJl",0.66,0.72,84.707,-6.64,0.381,0.187,0,0.509,216933
"53","MEET ME HALFWAY","The Black Eyed Peas",2010,"3evTG0FJEHFYmgOeFgPo0s",0.795,0.591,130.014,-6.825,0.0701,0.00536,2.28e-05,0.132,284413
"54","TAKE IT OFF","Ke$ha",2010,"3ubtdCmWZIuX8FuRv3S3KX",0.725,0.672,125.042,-5.353,0.0283,4.62e-05,0.00225,0.112,215200
"55","OVER","Drake",2010,"6BdgtqiV3oXNqBikezwdvC",0.337,0.853,101.034,-5.611,0.278,0.0113,0,0.14,233560
"56","ANIMAL","Neon Trees",2010,"1fBl642IhJOE5U319Gy2Go",0.486,0.831,148.026,-5.5,0.0506,0.000392,0,0.363,212293
"57","MISERY","Maroon 5",2010,"6KBYk8OFtod7brGuZ3Y67q",0.698,0.828,102.971,-4.799,0.0445,0.000416,0,0.2,216200
"58","MAGIC","B.o.B Featuring Rivers Cuomo",2010,"5uHYcK0nbEYgRaFTY5BqnP",0.549,0.932,82.439,-4.11,0.343,0.0127,0,0.347,196133
"59","PAPARAZZI","Lady Gaga",2010,"3FF6jZY1wDHXJUUN18qsLx",0.758,0.688,114.93,-3.918,0.0478,0.12,0,0.0904,208320
"60","TIE ME DOWN","New Boyz Featuring Ray J",2010,"4faiJXyBflUVVOOE9fxbeg",0.42,0.787,97.967,-4.467,0.294,0.0104,0,0.198,178808
"61","YOUR LOVE","Nicki Minaj",2010,"3bGxiCPouq52ZtI8ybMCX5",0.466,0.521,104.667,-10.233,0.267,0.00234,0.00362,0.425,245253
"62","PARTY IN THE U.S.A.","Miley Cyrus",2010,"5Q0Nhxo0l2bP3pNjpGJwV1",0.454,0.708,192.18,-4.526,0.0675,0.00124,0.000181,0.0679,202067
"63","DEUCES","Chris Brown Featuring Tyga & Kevin McCall",2010,"3QkXEz9TxApuk1JpDmeWnS",0.644,0.739,74.154,-5.103,0.137,0.0311,0,0.0772,277013
"64","IMPOSSIBLE","Shontelle",2010,"45EDI3rk0f4cAMt9f8b56R",0.596,0.64,90.015,-3.52,0.0335,0.381,0,0.118,226533
"65","FOREVER","Drake Featuring Kanye West, Lil Wayne & Eminem",2010,"6HSqyfGnsHYw9MmIpa9zlZ",0.544,0.92,105.307,-1.474,0.277,0.244,0,0.19,357347
"66","TWO IS BETTER THAN ONE","Boys Like Girls Featuring Taylor Swift",2010,"1MaqkdFNIKPdpQGDzme5ss",0.521,0.702,127.976,-5.189,0.0331,0.189,0,0.0962,242840
"67","MY FIRST KISS","3OH!3 Featuring Ke$ha",2010,"17tDv8WA8IhqE8qzuQn707",0.682,0.889,138.021,-4.166,0.0804,0.00564,0,0.36,192440
"68","ALREADY GONE","Kelly Clarkson",2010,"7ceIquYtiTYlgSSm7PqUf9",0.209,0.872,78.139,-2.996,0.0757,0.217,0,0.0768,281560
"69","ROCK THAT BODY","The Black Eyed Peas",2010,"5K5LbSTVuKKe1KGMNfBgIW",0.713,0.898,124.976,-6.009,0.111,0.0197,2.62e-05,0.435,268840
"70","SECRETS","OneRepublic",2010,"1NhPKVLsHhFUHIOZ32QnS2",0.515,0.767,148.024,-6.199,0.0352,0.098,0,0.121,224693
"71","NATURALLY","Selena Gomez & The Scene",2010,"1YaVmBh7EAeR54FIjuFcb5",0.629,0.906,132.64,-5.393,0.0583,0.0211,1.17e-06,0.0551,202587
"72","UN-THINKABLE (I'M READY)","Alicia Keys",2010,"4JOP8ELK6AaeySe7sKe996",0.595,0.507,86.099,-7.892,0.0618,0.732,1.97e-05,0.106,249240
"73","ALL I DO IS WIN","DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",2010,"6nR4ZcTk0ma2pUVWhrXXfh",0.53,0.755,150.191,-2.934,0.263,0.133,0,0.386,321027
"74","I MADE IT (CASH MONEY HEROES)","Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",2010,"6H2wnX7ytNeCKERIVqCwgs",0.4,0.944,124.224,-2.902,0.184,0.0481,0,0.345,249547
"75","STUCK LIKE GLUE","Sugarland",2010,"0JcKdUGNR7zI4jJDLyYXbi",0.62,0.799,168.024,-4.702,0.0996,0.322,0,0.0565,247587
"76","HEY DADDY (DADDY'S HOME)","Usher Featuring Plies",2010,"6mjDmlsMxnRDati2rC1QFL",0.59,0.698,95.975,-4.262,0.0286,0.000176,0,0.107,224093
"77","THERE GOES MY BABY","Usher",2010,"6tp0eVhr6SI7FWPJasG86O",0.626,0.52,77.468,-8.077,0.0892,0.175,0,0.13,281293
"78","SAY SOMETHING","Timbaland Featuring Drake",2010,"7qje9qxLncMESiPeI27SAn",0.559,0.741,79.887,-4.491,0.0889,0.0912,0,0.735,240920
"79","SWEET DREAMS","Beyonce",2010,"1FKxKGONukVFXWVJxAKmlz",0.694,0.825,121.949,-5.986,0.111,0.0895,1.86e-05,0.0618,208067
"80","USE SOMEBODY","Kings Of Leon",2010,"5VGlqQANWDKJFl0MBG3sg2",0.276,0.715,137.028,-5.356,0.0432,0.00552,0.000417,0.201,230760
"81","UNDO IT","Carrie Underwood",2010,"4Oq3R4drZZfGWdxbhKrPvb",0.476,0.847,156.229,-2.191,0.0595,0.111,0,0.0478,177333
"82","EENIE MEENIE","Sean Kingston & Justin Bieber",2010,"75vEuMA15pb8JmgrGugHEs",0.717,0.618,121.225,-4.238,0.0325,0.0654,0,0.0978,202627
"83","RIGHT ABOVE IT","Lil Wayne Featuring Drake",2010,"1kMuU3TNQvHbqvXCWBodmP",0.564,0.846,152.033,-4.402,0.328,0.0349,0,0.688,271947
"84","THE HOUSE THAT BUILT ME","Miranda Lambert",2010,"02eD9ymfJOJOhM97HYp5R9",0.515,0.3,81.12,-8.005,0.0289,0.575,8.46e-06,0.115,236627
"85","IF I DIE YOUNG","The Band Perry",2010,"4u26EevCNXMhlvE1xFBJwX",0.594,0.502,130.674,-6.564,0.0281,0.402,0,0.287,222773
"86","THE ONLY EXCEPTION","Paramore",2010,"7JIuqL4ZqkpfGKQhYlrirs",0.452,0.563,137.715,-6.607,0.0272,0.144,0,0.143,267653
"87","AMERICAN HONEY","Lady Antebellum",2010,"4xInIiKipU1mtUogJ3ZdYr",0.588,0.684,85.997,-5.154,0.0288,0.508,0,0.141,224867
"88","KING OF ANYTHING","Sara Bareilles",2010,"3VA8T3rNy5V24AXxNK5u9E",0.676,0.762,119.003,-4.172,0.0351,0.461,0,0.0574,207493
