"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","Hanging By A Moment","Lifehouse",2001,"0maGllQEuiHk3UbOBLC05d",0.549,0.854,124.578,-5.408,0.036,0.00115,0,0.082,213760
"2","Fallin'","Alicia Keys",2001,"3unsLiH5FXmaDWtT5Imolu",0.653,0.609,95.982,-7.519,0.037,0.263,0.00101,0.233,210200
"3","All For You","Janet Jackson",2001,"21Hb463GK8hP890bsNVCfg",0.76,0.897,113.521,-5.111,0.112,0.0157,0.0531,0.297,261867
"4","Drops of Jupiter","Train",2001,"23rc0FT9mCa12LjYSeDXlW",0.468,0.64,79.297,-5.862,0.0275,0.154,0,0.154,259933
"5","I'm Real - Murder Remix featuring Ja Rule-Clean Version","Jennifer Lopez",2001,"1gaUODQzPR6eNcJtNe0cyZ",0.735,0.58,83.447,-7.555,0.115,0.368,0,0.0671,261550
"6","If You're Gone - Remastered Version","Matchbox Twenty",2001,"5rdRPZnY9B2pxJNWImbsFn",0.399,0.681,109.716,-6.457,0.031,0.507,1.23e-06,0.102,274293
"7","Let Me Blow Ya Mind","Eve",2001,"3RmKpob8xzv1pzHEQrMJah",0.909,0.539,90.038,-4.278,0.116,0.243,0,0.0674,229933
"8","Thank You","Dido",2001,"54PVf8d9j84aJXj4ZTssBr",0.722,0.595,79.98,-9.928,0.0415,0.284,0.000538,0.0694,217827
"9","Again","Lenny Kravitz",2001,"16gvJsVyauI16RqmOrwJJk",0.554,0.82,79.155,-5.035,0.0296,0.0186,4.91e-05,0.161,228933
"10","Independent Women, Pt. I - #1's Edit","Destiny's Child",2001,"2tZZGKQDPIk37SkmNm0Od7",0.672,0.593,97.887,-3.957,0.216,0.348,3.36e-06,0.114,216267
"11","Hit 'Em up Style (Oops!)","Blu Cantrell",2001,"5k3sanOGourYTSWNvphUnz",0.682,0.827,89.979,-2.594,0.042,0.226,0,0.434,248733
"12","It Wasn't Me","Shaggy",2001,"0OaunKfsxkgBvPv68jBbmm",0.849,0.619,94.762,-4.774,0.0695,0.0618,0,0.353,227547
