"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"17","On Our Own - Remix / From ""Ghostbusters II"" Soundtrack","Bobby Brown",1989,"5Ufxoce7evv4Z9LofZUKpx",0.669,0.659,103.865,-10.835,0.0554,0.000884,4.28e-05,0.027
"18","Two Hearts","Phil Collins",1989,"75nyQgntsm6IzWkb4G52bx",0.589,0.808,155.599,-6.578,0.0354,0.334,0.0512,0.0514
"19","Listen To Your Heart","Roxette",1989,"1qIKynV6YQZgocodkPdCy7",0.462,0.436,172.336,-11.437,0.0289,0.165,0,0.0722
"20","I'll Be There For You","Bon Jovi",1989,"4RbgFlvnCoO8JmzBCxCTwu",0.343,0.801,145.546,-3.961,0.0436,0.072,0,0.096
"21","If You Don't Know Me By Now","Simply Red",1989,"6mY8sdPCxlMTLaViH2rVo4",0.352,0.58,88.969,-7.348,0.0486,0.727,4.87e-06,0.895
"22","Like A Prayer","Madonna",1989,"1z3ugFmUKoCzGsI6jdY4Ci",0.624,0.842,111.037,-5.285,0.0376,0.264,2.11e-05,0.181
"23","I'll Be Loving You (Forever)","New Kids On The Block",1989,"1cy5US2dffz6QGBAIzOGkq",0.598,0.282,134.706,-17.227,0.0256,0.282,0,0.105
"24","How Can I Fall?","Breathe",1989,"62oGUBJQGPa3emMGMejBhm",0.499,0.417,132.195,-13.982,0.0286,0.397,0,0.0622
"25","Forever Your Girl","Paula Abdul",1989,"0lmS0Wofcv7B7uFYssSKta",0.701,0.891,119.966,-7.873,0.0446,0.185,0.0454,0.076
"26","Eternal Flame","The Bangles",1989,"5MoDQWMDMaAGDEiWsJfeCi",0.526,0.358,78.988,-7.239,0.0243,0.525,0,0.0942
"27","Wild Thing","Tone-Loc",1989,"6wETHcwwBle1UnNndH5IbB",0.945,0.832,125.508,-7.125,0.169,0.000599,1.27e-05,0.0546
"28","When I See You Smile","Bad English",1989,"0tKjVEJlX3IZ5L1rEJc5hh",0.495,0.609,135.671,-9.902,0.0339,0.42,0,0.187
"29","If I Could Turn Back Time","Cher",1989,"0kvbYSkCbu4NaukfKTsSh8",0.698,0.589,108.721,-8.661,0.0261,0.18,0,0.0747
"30","Buffalo Stance - 12'' Version","Neneh Cherry",1989,"3MFCXMsqCiK5Od8ZNehAn8",0.71,0.633,107.26,-11.141,0.0567,0.0107,5.18e-05,0.323
"31","When I'm With You","Sheriff",1989,"3RJof5CojqlbgZ5adHw50O",0.248,0.324,135.786,-10.878,0.03,0.274,0.00946,0.113
"32","Don't Rush Me","Dominique Karan",1989,"1AD86pvzfJGWzenfK5lSV4",0.559,0.748,123.983,-8.457,0.0861,0.000191,0.000765,0.135
"33","Born To Be My Baby","Bon Jovi",1989,"6htVxmiiuZdYvbnO9R0iQR",0.515,0.971,131.313,-2.424,0.0405,0.00196,0,0.367
"34","Good Thing","Fine Young Cannibals",1989,"76ZnyGfjQZSM8GPfR7OqiJ",0.747,0.586,164.718,-10.119,0.0299,0.0708,8e-05,0.0427
"35","Bust A Move","Young MC",1989,"1wfpgFR4S9u975iWtIjlAB",0.944,0.486,117.572,-15.642,0.209,0.0832,7.9e-05,0.0724
"36","Once Bitten, Twice Shy","Great White",1989,"5xskaOZUPKUCk8Vmc6yTWN",0.597,0.871,131.147,-4.641,0.0293,0.000629,1.34e-05,0.293
"37","Batdance","Prince",1989,"4DbUk1qwcz9KKcUY4t8f8u",0.594,0.702,135.406,-9.894,0.0842,0.168,0.109,0.142
"38","Rock On - Ver. 09","Michael Damian",1989,"6e3O5XkMEhMAatdKnOlZPh",0.433,0.798,168.247,-3.603,0.0805,0.0315,0.00196,0.048
"39","Real Love","Jody Watley",1989,"2yyQLWgpUZEFisUkKzHsdT",0.718,0.786,109.191,-6.493,0.0794,0.00385,0.00153,0.0388
"40","Love Shack - Edit","The B-52's",1989,"64B4UbGRLtGRBtiN2m8OvF",0.701,0.792,133.451,-8.644,0.0549,0.142,1.28e-06,0.764
"41","Every Little Step - Remix","Bobby Brown",1989,"6OmknRIYvZmABONKgva2GK",0.676,0.77,102.526,-10.421,0.0684,0.000335,0.00099,0.0262
"42","Hangin' Tough - 7"" Version","New Kids On The Block",1989,"5fLNSn0KurYAS8O1gyiSkL",0.733,0.822,91.654,-3.101,0.0484,0.0208,0.000179,0.312
"43","My Heart Can't Tell Me No - 2008 Remastered Version","Rod Stewart",1989,"2yMZVQlOz0z8J27hxQIfN1",0.6,0.652,91.423,-9.363,0.0256,0.401,1.07e-05,0.0453
"44","So Alive","Love and Rockets",1989,"6amZm52SfS7d6oCEu9NDMl",0.7,0.569,118.829,-13.991,0.0298,0.00545,0.208,0.147
"45","You Got It (The Right Stuff)","New Kids On The Block",1989,"50vs7ckrWFbamxtbDc9c6v",0.769,0.799,111.498,-3.917,0.076,0.00409,3.6e-06,0.0443
"46","Armageddon It - Live","Def Leppard",1989,"2TOh6x5pOP3a3hzCmgHx7n",0.501,0.929,122.698,-6.201,0.0579,5.7e-05,3.98e-05,0.972
"47","Satisfied","Richard Marx",1989,"4V87hYB94wu8DFtd901riK",0.572,0.914,108.991,-8.436,0.0311,0.0717,0.00776,0.319
"48","Express Yourself","Madonna",1989,"6ioBgySxoeQKALvAeLEmId",0.667,0.93,115.57,-4.585,0.0608,0.0108,0,0.176
"49","Soldier Of Love - 12"" Version","Donny Osmond",1989,"1I0HPyA358wezY1aCpuLBS",0.518,0.952,192.6,-5.81,0.059,0.0517,0.00261,0.134
"50","Sowing The Seeds Of Love - 7"" Version","Tears For Fears",1989,"1VVzF4TT31vzjEtXP8oa7W",0.215,0.815,172.672,-6.509,0.0505,0.0419,8.11e-05,0.353
"51","Cherish","Madonna",1989,"7BLKBIoijWCkDyOATEr5vW",0.692,0.875,131.877,-4.528,0.0345,0.289,3.27e-05,0.0675
"52","When The Children Cry","White Lion",1989,"0nDbYgVGoyv9seCYH0DUyo",0.462,0.401,120.936,-9.582,0.0299,0.292,0,0.186
"53","18 And Life","Skid Row",1989,"0qgrrDnUUhyxpxbBznUnzg",0.43,0.753,90.382,-5.982,0.0326,0.00083,1.74e-05,0.104
"54","I Don't Want Your Love","Duran Duran",1989,"4XlMPyTNmxbVfFfOd85SKz",0.714,0.723,108.977,-12.653,0.0545,0.0645,0.00411,0.0758
"55","Second Chance","38 Special",1989,"0RAn8LOs5QVMLy2xH30bUj",0.655,0.429,118.732,-12.824,0.0289,0.177,0,0.0643
"56","The Way You Love Me","Karyn White",1989,"1TtJkmAW9Rc55iVOPgZ33z",0.797,0.785,105.072,-7.523,0.0723,0.0712,0,0.0691
"57","Funky Cold Medina","Tone-Loc",1989,"14l7Faa9bHmmQhM3O3LEVH",0.988,0.63,117.494,-15.038,0.0954,0.0789,2.63e-06,0.0656
"58","In Your Room","The Bangles",1989,"0jsfrgsAk65LbxfrrSPnm5",0.622,0.76,149.29,-6.14,0.0366,0.0117,0.0038,0.0526
"59","Miss You Like Crazy","Natalie Cole",1989,"1QKyTgl3CT6iqBAmAKham7",0.596,0.546,131.123,-6.251,0.0267,0.633,0.00381,0.0707
"60","Love Song","The Cure",1989,"1jeZTGhJ3C0txPw188XCQ8",0.595,0.865,139.932,-4.355,0.0304,0.347,0.296,0.155
"61","Secret Rendezvous","Karyn White",1989,"4aYOQDyN2wTOlt2mRQ6zef",0.733,0.689,111.695,-13.001,0.0388,0.0503,0.00115,0.0656
"62","Angel Eyes","The Jeff Healey Band",1989,"3gDtrR0W8CmkyS6mweesSS",0.536,0.571,126.909,-6.879,0.0278,0.355,0,0.0595
"63","Patience","Guns N' Roses",1989,"2uKcU4FPX5eOjmd6RWb9OF",0.463,0.266,120.316,-14.307,0.0315,0.736,0.00028,0.152
"64","Walk On Water","Eddie Money",1989,"3MrWnFHZd9uZiVXwoZOxqd",0.617,0.931,118.966,-4.814,0.0469,0.26,0,0.12
"65","Cover Girl","New Kids On The Block",1989,"6CCYX0JVy5qYqUvWpCvHXh",0.721,0.765,119.948,-13.036,0.0345,0.0344,2.83e-06,0.322
"66","Welcome To The Jungle","Guns N' Roses",1989,"0eFvoRSTTaR2q8bSWVjwfp",0.456,0.978,123.411,-4.869,0.112,0.0301,0.499,0.313
"67","Shower Me With Your Love","Surface",1989,"0tGALvAFKFqbqG4AoM33pS",0.623,0.32,131.196,-12.603,0.0291,0.601,1.17e-05,0.0859
"68","Stand","R.E.M.",1989,"6reHABy1sGPaQ1JkfIwvQY",0.641,0.86,109.302,-5.281,0.0282,0.329,0,0.115
"69","Close My Eyes Forever","Lita Ford",1989,"544nMYm62rC7moa26JrZI4",0.343,0.434,120.502,-10.37,0.0344,0.366,6.79e-05,0.75
"70","All This Time","Tiffany",1989,"6kaH3id4glNuxGXP0iQQdR",0.497,0.511,179.525,-8.197,0.0275,0.275,1.16e-05,0.336
"71","After All (Love Theme From Chances Are)","Cher",1989,"2rwzSujXzpdNH9Nq9cFSg8",0.516,0.475,138.081,-7.263,0.0292,0.495,0,0.117
"72","Roni","Bobby Brown",1989,"1d4sJjJMzg4U3UmdPAHooT",0.691,0.855,146.726,-7.169,0.0356,0.00664,5.67e-05,0.0476
"73","Love In An Elevator","Aerosmith",1989,"1nZ2TI2hNPGDYyesyaaASn",0.425,0.968,93.703,-3.464,0.0756,0.0241,0.00037,0.378
"74","Lay Your Hands On Me","Bon Jovi",1989,"1P1QNBZVSPXXJok2vPVZof",0.353,0.964,100.578,-3.797,0.0725,0.195,0,0.319
"75","The Promise","When In Rome",1989,"48p5E25cFPanxuwCTmTpuL",0.629,0.876,118.01,-10.141,0.0444,0.0864,7.72e-05,0.0431
"76","What I Am","Edie Brickell & New Bohemians",1989,"6hHUiDe461VUoTHnsplRYs",0.63,0.674,177.841,-11.697,0.0834,0.656,4.93e-05,0.0577
"77","Paradise City","Guns N' Roses",1989,"5Fz2wrKAjhKpWeTwvE1Ct3",0.28,0.977,100.409,-5.488,0.127,0.0232,0.0158,0.138
"78","I Wanna Have Some Fun","Samantha Fox",1989,"2MLtib2ulZ6eeu4zTToYr7",0.824,0.58,122.874,-12.356,0.0653,0.00742,0.00246,0.11
"79","She Wants to Dance with Me","Rick Astley",1989,"40RrsR16maAWMtBX6iav7d",0.655,0.83,118.031,-12.111,0.0515,0.0873,4.74e-05,0.268
"80","Dreamin'","Vanessa Williams",1989,"0l7wDoxzSKOzimi6tTWey7",0.525,0.454,167.926,-14.519,0.0387,0.145,0,0.256
"81","It's No Crime","Babyface",1989,"2zFqQ0xLiMHOVUuV5zw9Gq",0.802,0.802,116.316,-6.709,0.0513,0.0608,0.000252,0.0727
"82","Poison","Alice Cooper",1989,"1iQpStZpzBb5TOuTDKJKdj",0.3,0.894,118.631,-7.786,0.109,0.0515,0.000333,0.125
"83","This Time I Know It's For Real","Donna Summer",1989,"4w5ofkn0lFAcF4xngn0LYR",0.628,0.939,116.06,-6.127,0.041,0.0346,0.00172,0.084
"84","Smooth Criminal - Radio Edit","Michael Jackson",1989,"2GVYPY8Sv7U7cJkDFu3Ft1",0.854,0.957,118.185,-6.07,0.0705,0.156,0.622,0.308
"85","Rock Wit'cha","Bobby Brown",1989,"1i1Tn4xFTkUU0XWoV2lajN",0.692,0.709,77.506,-7.402,0.0446,0.024,4.49e-05,0.0625
"86","What You Don't Know - Radio Mix","Exposé",1989,"5nJXgY6kDVt7PGt1SmjLVi",0.67,0.887,119.594,-8.787,0.0332,0.152,2.32e-06,0.137
"87","Surrender To Me - 2000 Digital Remaster","Heart",1989,"0Mqlf5OTGoeUgoeqL1Mzew",0.381,0.676,148.038,-5.693,0.0353,0.41,6.66e-06,0.192
"88","The End Of The Innocence","Don Henley",1989,"3NWcFiL6oCEagrFiTdDr1m",0.624,0.424,116.561,-12.874,0.0293,0.365,9.44e-05,0.0837
"89","Keep On Movin' - feat. Caron Wheeler","Soul II Soul",1989,"4NMtuxWfOPR6yNjAX0AWrR",0.678,0.47,93.144,-13.017,0.0594,0.0305,0.000283,0.0635
