"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","Burn - Confession Special Edition Version","Usher",2004,"6pttm4dCF7dEe20oY5vuvF",0.8,0.459,119.944,-7.143,0.115,0.319,0,0.117,231933
"2","If I Ain't Got You","Alicia Keys",2004,"3XVBdLihbNbxUwZosxcGuJ",0.609,0.445,118.393,-9.129,0.106,0.603,6.77e-06,0.104,228707
"3","This Love","Maroon 5",2004,"5zF2zGPkL6Ipsn9AfAK6RP",0.714,0.868,95.05,-4.596,0.0363,0.0551,0,0.0987,206200
"4","The Reason","Hoobastank",2004,"7afSN5zhUhkbpRFpYKYztK",0.472,0.671,82.952,-4.649,0.029,0.0129,0,0.159,232800
"5","Hey Ya! - Radio Mix / Club Mix","OutKast",2004,"3AszgPDZd9q0DpDFt4HFBy",0.715,0.97,79.504,-2.206,0.0648,0.0644,0.000156,0.205,239240
"6","Lean Back","Terror Squad",2004,"6H7w7e8zC8QYJyqe7fZHVa",0.799,0.916,126.687,-3.344,0.471,0.11,0,0.0746,247427
"7","Tipsy - Club Mix","J-Kwon",2004,"6fqqAsCYfDOtXAD8Ydo06K",0.925,0.741,93.035,-5.827,0.314,0.0659,0,0.044,247107
"8","Confessions Part II - Confessions Special Edition Version","Usher",2004,"2VNJdBmlWLZfz9SQo8ob6V",0.837,0.469,138.052,-7.666,0.137,0.0508,0,0.0664,211200
"9","Freek-A-Leek Remix - feat. Twista and Jermaine Dupri Edited Version","Petey Pablo",2004,"3UmhLD8OUCwyvK5AMnE23U",0.809,0.761,105.008,-2.955,0.151,0.0617,0,0.106,243902
"10","Here Without You","3 Doors Down",2004,"7qQfI2F80t2MZcLLVuH6M2",0.544,0.55,144.028,-6.756,0.0248,0.0541,0,0.243,236920
"11","Someday","Nickelback",2004,"4PkJ7c9y1CwpuVOiJODnCZ",0.455,0.858,163.118,-5.659,0.0391,0.000616,0.000247,0.226,207467
"12","Naughty Girl","Beyonc<U+00E9>",2004,"0YGQ3hZcRLC5YX7o0hdmHg",0.588,0.461,200.053,-8.686,0.161,0.237,1.54e-05,0.0913,208573
"13","My Immortal","Evanescence",2004,"72iNjNcripCtyG8AZEPVBo",0.251,0.333,97.195,-7.828,0.0336,0.748,1.22e-05,0.0847,273360
"14","Dirt Off Your Shoulder","JAY Z",2004,"5Kh4cypbGZnhxlopwh0Cd6",0.782,0.791,163.916,-3.81,0.33,0.0711,0,0.25,241441
"15","Dip It Low","Christina Milian",2004,"1897ys2ueZMgGUSmoP90CJ",0.781,0.64,84.561,-7.064,0.0944,0.016,8.48e-05,0.0666,196400
"16","Me, Myself and I","Beyonc<U+00E9>",2004,"6XsT5UGfpaFeHQf5LRIy4W",0.75,0.458,83.61,-9.092,0.0803,0.226,3.25e-05,0.137,301133
"17","Turn Me On","Kevin Lyttle",2004,"0RmXtDH1cBMGImRrmn5xL6",0.677,0.682,106.279,-6.879,0.0361,0.0405,0,0.0351,192107
