"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"47","Luv U Better","LL Cool J",2002,"4Wy0raF0R98yNz18GR9ho0",0.635,0.747,95.231,-6.446,0.276,0.264,0,0.133,280227
"48","Gimme The Light","Sean Paul",2002,"7FnfygSSspSVpitq0ZctYQ",0.779,0.747,107.206,-6.494,0.0445,0.0276,0,0.0831,226027
"49","Gone","*NSYNC",2002,"1C0wnugsGFwt2RRkitpUmK",0.686,0.406,113.916,-7.942,0.0573,0.401,0,0.243,291480
"50","Rollout (My Business)","Ludacris",2002,"5xkaSuEOfZvHIEI6uwtS1T",0.921,0.668,131.059,-8.73,0.235,0.094,0,0.592,296587
"51","Here Is Gone","The Goo Goo Dolls",2002,"7p1PhtGLjq0ISncRXBHqXY",0.351,0.74,102.124,-3.432,0.0318,0.000502,0.00144,0.107,238333
"52","Family Affair","Mary J. Blige",2002,"5q4I6I0ytvTKuYe1Fquxnx",0.914,0.551,92.889,-3.879,0.0455,0.133,2.61e-05,0.0841,265867
"53","Family Affair","Mary J. Blige",2002,"5q4I6I0ytvTKuYe1Fquxnx",0.914,0.551,92.889,-3.879,0.0455,0.133,2.61e-05,0.0841,265867
"54","Days Go By - Radio Edit","Dirty Vegas",2002,"3U6kC4Ko4VT1ZvEKjEZsC1",0.763,0.645,126.967,-10.608,0.0455,0.118,0.00283,0.306,222800
"55","Baby","Ashanti",2002,"3iJRy19QMmYIr3mtGY7Hml",0.567,0.58,157.597,-5.759,0.221,0.00832,5.37e-06,0.0342,265707
"56","The Good Stuff","Kenny Chesney",2002,"1EKiQ1InQXuodp4M1idrng",0.586,0.675,143.921,-7.819,0.0776,0.26,0,0.144,199587
"57","Good Morning Beautiful","Steve Holy",2002,"6XHSxHlbphfjn0Xjrv3E0l",0.565,0.5,70.984,-8.822,0.031,0.452,0,0.137,210933
"58","Rock the Boat","Aaliyah",2002,"6qKfN4X9ShGopT3EbaiNnz",0.644,0.723,92.999,-5.393,0.0328,0.0731,0.00404,0.0803,277499
"59","Drive (For Daddy Gene)","Alan Jackson",2002,"32qiMwmCESGPYtjfnIkIqC",0.709,0.626,125.166,-6.78,0.0432,0.312,0,0.154,242827
"60","Standing Still","Jewel",2002,"1V1Zit6cgKzpewBwMjm3zB",0.618,0.647,123.889,-7.308,0.0344,0.115,6.12e-06,0.113,271733
"61","Full Moon","Brandy",2002,"6QxuZMdsElzjC1NnXUfl8c",0.611,0.654,105.922,-4.823,0.139,0.372,0.00432,0.0926,248933
"62","Uh Huh","B2K",2002,"4bJ02dcoGEkcSJOhNbx0tp",0.854,0.663,99.712,-5.198,0.0676,0.0935,3.66e-06,0.0606,223800
"63","A New Day Has Come - Radio Remix","C<U+00E9>line Dion",2002,"6JjYbaUFBYW7bXfMYXQeUo",0.458,0.645,183.924,-6.892,0.0632,0.0794,1.58e-05,0.155,260147
"64","Turn Off The Light","Nelly Furtado",2002,"4pUqtEXcZiQxpP5FPciLmb",0.585,0.672,180.176,-6.211,0.105,0.0842,0.00044,0.459,276107
"65","Living And Living Well","George Strait",2002,"2221t83il80TwtMqcBEddH",0.605,0.675,120.815,-6.806,0.0308,0.403,0.00137,0.112,218293
"66","My List","Toby Keith",2002,"6mMbySRoIhJ5rsYSWSO2AS",0.629,0.737,87.068,-4.309,0.0323,0.332,0,0.147,199813
"67","Hands Clean","Alanis Morissette",2002,"150QiRJd7uPtylrfFHGyCO",0.506,0.806,100.115,-4.775,0.0293,0.00187,1.76e-06,0.52,272467
"68","Sk8er Boi","Avril Lavigne",2002,"3vgKD50C8hWlQq8HX0Jf8k",0.487,0.9,149.937,-4.417,0.0482,6.79e-05,0,0.358,204000
"69","Long Time Gone","Dixie Chicks",2002,"5E9oKP5jttS24a9QXwCHCs",0.549,0.668,169.791,-7.004,0.0322,0.133,3.68e-06,0.148,248160
"70","Where Were You (When the World Stopped Turning)","Alan Jackson",2002,"3eSwvMfSA0Fyku6Ak5JEw0",0.623,0.387,115.362,-9.537,0.0316,0.549,0,0.0764,305093
"71","I Do!!","Toya",2002,"610sx23crS0FOQISsn2e49",0.782,0.694,156.087,-5.196,0.055,0.0712,0.00223,0.0764,210533
"72","What's Luv? (feat. Ja-Rule & Ashanti)","Fat Joe",2002,"2mKouqwAIdQnMP43zxR89r",0.835,0.707,93.955,-5.074,0.0598,0.0219,2.19e-05,0.108,267093
"73","Always On Time","Ja Rule",2002,"0oWmL6PMYbPDa10yWQ6zbA",0.85,0.749,96.604,-5.645,0.18,0.176,0,0.536,243347
"74","I Need A Girl (Part One) (feat. Usher & Loon)","Diddy",2002,"7lVNTXkI3cHFvcXiI8damb",0.66,0.707,89.279,-5.758,0.208,0.397,0,0.211,268800
"75","I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)","Diddy",2002,"6Wt5QBzHp9vdSLAFlvdnDQ",0.713,0.471,199.765,-7.392,0.483,0.421,0,0.0308,285587
"76","Gangsta Lovin'","Eve",2002,"0WgLpgUdThEpA5L5K0SKq7",0.728,0.826,94.36,-3.763,0.0604,0.0783,0,0.101,239267
"77","Oh Boy","Cam'Ron",2002,"4gdQ8QShlC3toP9Mkc8DwB",0.757,0.784,83.073,-5.541,0.202,0.0289,0,0.119,204707
"78","Hey Baby","No Doubt",2002,"0ySdXfvOy7zCc59yz2Dx8q",0.594,0.875,187.466,-3.972,0.253,0.0722,0,0.27,206760
"79","Girlfriend","*NSYNC",2002,"6u5flhVFxKZrl9AApvf2SL",0.748,0.811,93.963,-5.213,0.0907,0.0866,1.45e-05,0.0282,253600
"80","Nothin'","N.O.R.E.",2002,"5ZKVNTG7yu7gbX4vryqS2X",0.781,0.869,97.025,-6.078,0.181,0.377,1.2e-06,0.301,264653
"81","Oops (Oh My) - feat. Missy Elliott","Tweet",2002,"5Y0E3dOeynKuLDAXu0t0Bg",0.66,0.536,159.963,-8.786,0.29,0.233,0.00669,0.111,237800
"82","Addictive","Truth Hurts",2002,"36jSIOSE72neBbKntCthqw",0.707,0.669,99.272,-6.513,0.169,0.0994,0.000352,0.22,226147
"83","Move Bitch","Disturbing Tha Peace",2002,"1Q9b6CeMcDuO0uq5OJCrqu",0.782,0.76,177.82,-5.705,0.127,0.252,0,0.102,270867
"84","Rainy Dayz","Mary J. Blige",2002,"1F1XjwRzMh8KT2BvH6ISkG",0.404,0.674,75.42,-6.925,0.246,0.187,0,0.317,276360
"85","If I Could Go!","Angie Martinez",2002,"0IvsLOZL3rhP57RXcXHzcD",0.654,0.747,195.678,-5.115,0.315,0.136,0,0.0778,224733
"86","Underneath It All","No Doubt",2002,"6wFemJ1Oh4gnTalNKgtvBg",0.727,0.73,138.177,-4.731,0.0812,0.247,0,0.39,302040
"87","Caramel","City High",2002,"5dXmPzPDTMWmxmpzxAV1JZ",0.792,0.661,93.005,-8.211,0.304,0.178,9.7e-06,0.0888,212293
"88","Livin' It Up","Ja Rule",2002,"1kEruIJPLnM1agV8bnCmSZ",0.878,0.775,106.023,-4.002,0.324,0.0666,0,0.0327,257533
"89","We Thuggin' (feat. R. Kelly)","Fat Joe",2002,"2EcW94ak7kYH4mDMvI7iWg",0.896,0.649,99.107,-3.792,0.208,0.177,0,0.0759,213533
"90","Like I Love You","Justin Timberlake",2002,"6W2Ef5Ph6ILTUAedoQ3QIv",0.853,0.811,114.961,-4.926,0.0646,0.0439,0.000304,0.0703,283627
"91","Dilemma","Nelly",2002,"0ARK753YaiJbpLUk7z5yIM",0.725,0.534,168.119,-8.364,0.167,0.211,2.91e-05,0.221,289173
"92","Hero (feat. Josey Scott)","Chad Kroeger",2002,"779ooI3rBd0CLqCiiJmtVo",0.427,0.843,147.387,-4.54,0.0364,0.00216,0,0.179,200480
"93","Just A Friend","Mario Vazquez",2002,"1xhgmhUBlwn4PbRzc3uyDO",0.718,0.499,117.955,-8.188,0.042,0.123,0,0.0586,266680
