"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"12","Can't Fight This Feeling","REO Speedwagon",1985,"5WwqdeavrQrbeAMDxGawse",0.408,0.48,156.344,-11.017,0.0266,0.155,1.82e-05,0.0877
"13","We Built This City","Starship",1985,"0FWRA2sewbJ491kmjRRFw6",0.675,0.803,140.096,-7.248,0.0467,0.182,5.41e-05,0.0797
"14","The Power Of Love - 2006 Digital Remaster","Huey Lewis & The News",1985,"2olVm1lHicpveMAo4AUDRB",0.768,0.829,118.773,-5.109,0.0313,0.0964,2.92e-05,0.097
"15","Don't You (Forget About Me)","Simple Minds",1985,"0OzwLNVnzfG43IyQB2RMPH",0.669,0.697,111.1,-10.091,0.0274,0.141,0.0142,0.328
"16","Cherish - Single Version","Kool & The Gang",1985,"41leurKH9keV9KO7bk83uz",0.642,0.599,95.188,-7.57,0.0223,0.35,0,0.314
"17","St. Elmos Fire [Man In Motion]","John Parr",1985,"1A2PWRltFrX8iB8IP3CUgo",0.613,0.53,111.19,-14.088,0.0321,0.162,2.07e-06,0.624
"18","We Are The World","The Hit Crew",1985,"5q1cXPh7A9ir78qeLss5XL",0.481,0.365,72.571,-10.431,0.0406,0.776,2.71e-06,0.218
"19","Shout","Tears For Fears",1985,"0wWNbkx0BR4CBJrTjG0sJ4",0.537,0.978,97.948,-6.012,0.0475,0.268,6.27e-05,0.164
"20","Part-Time Lover","Stevie Wonder",1985,"3SP1zxzi8drzJXahGGgdIf",0.674,0.805,174.473,-7.172,0.0553,0.173,0,0.134
"21","Saving All My Love for You","Whitney Houston",1985,"1lx8ddGT5wCD6W2xmLeRKG",0.636,0.264,99.304,-14.567,0.0263,0.593,4.22e-05,0.275
"22","Heaven","Bryan Adams",1985,"0GIOPJKTSxagq3rq07Ch3U",0.34,0.412,69.857,-13.727,0.0268,0.0596,0,0.117
"23","Everything She Wants","Wham!",1985,"3g3PQ6TTd6Dnb4zt2d8B9S",0.906,0.619,114.907,-9.496,0.0344,0.129,0.000397,0.375
"24","Cool It Now - Single Version","New Edition",1985,"6uPnJMpmcYw9f8oyQZP4XD",0.852,0.773,116.438,-6.474,0.0557,0.216,0.00201,0.0948
"25","Miami Vice Theme - From ""Miami Vice"" Soundtrack","Jan Hammer",1985,"2lNm3PtNIj5DDZa96edje6",0.579,0.91,115.459,-9.812,0.0383,0.565,0.936,0.332
"26","Loverboy","Billy Ocean",1985,"0HlKZzvWf9slQlXoNf6S3B",0.738,0.637,107.902,-11.669,0.0377,0.0708,9.59e-06,0.0611
"27","Lovergirl","Teena Marie",1985,"13xKh7WqwxzEFYhYCJJwHg",0.73,0.756,123.604,-7.509,0.0492,0.0469,0.00333,0.235
"28","Oh Sheila","Ready For The World",1985,"5PM96PMKMfD1lLX2lryUsG",0.815,0.59,128.808,-10.694,0.0812,0.0301,0.000917,0.104
"29","Rhythm Of The Night","DeBarge",1985,"12N4F6pvIOmMxS7B8KM41n",0.686,0.829,116.431,-9.597,0.0412,0.155,8.03e-05,0.0674
"30","One More Night","Phil Collins",1985,"5IlaV4UNciCTDGxWVPfMKL",0.614,0.366,136.388,-10.925,0.0325,0.589,5.8e-05,0.089
"31","Sea Of Love - 2006 Remastered Version","The Honeydrippers",1985,"0VMGij4wSGBM5pSTcqjxeD",0.422,0.411,82.737,-9.004,0.0257,0.111,0.00113,0.324
"32","A View to a Kill","Duran Duran",1985,"0iYCroZis7UePauAkQRgau",0.705,0.789,125.415,-4.65,0.0532,0.00634,1.02e-06,0.0475
"33","The Wild Boys","Duran Duran",1985,"07hTrg8boummuVMUtVRRR0",0.741,0.838,115.689,-7.622,0.0637,0.407,0,0.138
"34","You're The Inspiration","Chicago",1985,"2Z7bUp8cJKTM9eoj7hvWXG",0.607,0.531,73.856,-9.003,0.0291,0.37,0,0.0879
"35","Neutron Dance","The Pointer Sisters",1985,"41th2RVnBYzhP4EQse7jAC",0.76,0.781,104.775,-7.879,0.0444,0.0121,0.000413,0.224
"36","We Belong","Pat Benatar",1985,"665Jxlgi1HamPKbW1vwzx4",0.706,0.322,135.154,-14.108,0.0467,0.528,2.37e-06,0.576
"37","Nightshift","Commodores",1985,"23IK8TF2MSiLnuEjaYPfVV",0.736,0.571,105.066,-10.123,0.0388,0.604,0.0103,0.0662
"38","Things Can Only Get Better","Howard Jones",1985,"3lCMAtfFDcJj9nzZB3ayeB",0.752,0.743,108.254,-6.083,0.0331,0.0314,0.000117,0.128
"39","Freeway of Love","Aretha Franklin",1985,"6fJY8FtkQGKgoAF0XSXhP0",0.685,0.783,126.155,-11.472,0.0515,0.291,3.68e-06,0.0231
"40","Never Surrender","Corey Hart",1985,"0T6RXLRYzXi3nXq7ZdU74y",0.551,0.512,104.135,-12.123,0.033,0.533,0,0.163
"41","Sussudio","Phil Collins",1985,"07zkNvtcmPOFlMOXbma13k",0.736,0.838,121.242,-6.932,0.0725,0.0154,0.0608,0.0454
"42","Strut","Sheena Easton",1985,"2OyhKMrcQ38esiohOixowR",0.91,0.751,114.659,-11.29,0.039,0.295,0.00214,0.141
"43","You Give Good Love","Whitney Houston",1985,"0t6DdFmFQhQYWhmfa5FJer",0.559,0.365,74.802,-13.654,0.0332,0.686,0,0.0771
"44","The Search Is Over","Survivor",1985,"10b7RJ4vWHQFxpTikfsf6A",0.514,0.38,124.053,-10.618,0.0311,0.549,0,0.0836
"45","Missing You","Diana Ross",1985,"5KMvHV04U7JnyS2KOnxvSv",0.53,0.243,173.135,-16.039,0.0528,0.469,0.000143,0.0511
"46","Separate Lives (Love Theme From White Nights)","Phil Collins",1985,"40JVyQzjWxUzymi6pcjdWn",0.327,0.283,96.153,-9.855,0.0313,0.246,3.93e-06,0.172
"47","Raspberry Beret","Prince",1985,"6lOPbNUxDvkUkWpJLebgs7",0.761,0.67,120.752,-12.759,0.0438,0.21,0.000426,0.0685
"48","Suddenly","Billy Ocean",1985,"2Vb1OqfEfmpJyCL6iyMZNO",0.527,0.215,130.261,-15.422,0.0359,0.651,0,0.0789
"49","The Boys Of Summer","Don Henley",1985,"4TIZrHkVMOnEb0L3Vj8zUc",0.584,0.783,88.727,-6.376,0.0375,0.401,0.00127,0.281
"50","One Night In Bangkok - Single Version","Björn Ulvaeus",1985,"23vGFULTo0MgSlzEs4Fhm2",0.962,0.503,108.72,-8.053,0.104,0.146,0.000163,0.0782
"51","If You Love Somebody Set Them Free","Sting",1985,"2dRBx1qseaMrnbkfCjjVJK",0.642,0.862,125.061,-9.481,0.0318,0.111,0,0.348
"52","Obsession","Animotion",1985,"2LfPYFstoasEmLDNK9geH0",0.681,0.626,114.752,-11.992,0.0824,0.00718,0.337,0.592
"53","We Don't Need Another Hero (Thunderdome)","Tina Turner",1985,"7Mz9qPB9hp1rXBgXvrVAST",0.69,0.674,98.85,-5.866,0.047,0.2,0.00648,0.115
"54","Material Girl","Madonna",1985,"22sLuJYcvZOSoLLRYev1s5",0.742,0.883,136.506,-3.419,0.0329,0.333,7.51e-06,0.0964
"55","Better Be Good To Me","Tina Turner",1985,"6YytY6PPvAEp1MluJ49nP0",0.709,0.807,120.718,-4.717,0.0454,0.0289,0.00852,0.106
"56","Head Over Heels","Tears For Fears",1985,"0fFCTYF5QEU3K1R4HKfmiE",0.605,0.742,95.168,-7.031,0.0246,0.521,0.000946,0.15
"57","Axel F","Harold Faltermeyer",1985,"090rX2ouW974AT3dFCxJpc",0.798,0.657,117.442,-12.314,0.0794,0.0701,0.876,0.0862
"58","Smooth Operator - Remastered","Sade",1985,"4rOuAGIlNReuhNunv0eZUp",0.687,0.684,119.193,-5.181,0.032,0.0758,0.000808,0.0441
"59","In My House","Mary Jane Girls",1985,"3i749PIamGcEauiV4s1ZN4",0.806,0.739,116.712,-6.764,0.0329,0.0463,0.0307,0.0487
"60","Don't Lose My Number","Phil Collins",1985,"0fbOMLSpsvXvBkJBircrcz",0.582,0.719,161.298,-7.689,0.0556,0.14,6.05e-05,0.0741
"61","All Through the Night","Cyndi Lauper",1985,"4aFMgZl1v5Kt9cEsm5arpZ",0.573,0.65,95.1,-5.934,0.0257,0.201,1.58e-06,0.048
"62","Run To You","Bryan Adams",1985,"5BugaNbZM9Lc7qUtd5FDir",0.571,0.643,126.504,-11.748,0.0266,0.00271,4.51e-05,0.245
"63","Glory Days","Bruce Springsteen",1985,"2fnuoul0x4g8ZYkAYNgAgZ",0.563,0.846,117.444,-12.609,0.0303,0.179,0,0.0508
"64","Voices Carry","'Til Tuesday",1985,"5vuWELDzHEtD5K7yADIBpz",0.592,0.455,105.222,-13.346,0.0247,0.0461,1.31e-06,0.196
"65","Misled","Kool & The Gang",1985,"1TTRvU5OO7CUZQlj3ujFce",0.842,0.644,122.357,-7.814,0.0456,0.0157,0.00205,0.0369
"66","Would I Lie to You? - Remastered Version","Eurythmics",1985,"1lJZSsMoWEbrgaY6CxPMf8",0.613,0.912,131.962,-4.639,0.0328,0.0378,3.65e-05,0.52
"67","Be Near Me","ABC",1985,"1l3fRzoUngJr6hSMIT1Hfq",0.728,0.599,124.678,-11.745,0.0304,0.138,0.0609,0.0968
"68","No More Lonely Nights","Paul McCartney",1985,"4ybDW0xfRBCPwsjwFOUzZW",0.328,0.439,171.898,-11.449,0.0356,0.0125,2.24e-05,0.151
"69","I Can't Hold Back","Survivor",1985,"6BtlcfCWVBUEZwFaNJ0QMO",0.506,0.663,143.477,-10.217,0.0306,0.407,2.06e-05,0.155
"70","Summer Of '69","Bryan Adams",1985,"5EU1mh0C4Km3k6vGvIDN2J",0.497,0.852,138.8,-5.517,0.0405,0.0155,0,0.0793
"71","Walking On Sunshine","Katrina & The Waves",1985,"7CgoQHvMEgePFAzSwWSPFh",0.623,0.934,110,-4.985,0.0371,0.00128,0.0111,0.041
"72","Freedom","Wham!",1985,"5BqUktDta4CQRT7fHK6c4x",0.532,0.94,133.299,-4.087,0.0825,0.00864,0.000116,0.175
"73","Too Late For Goodbyes","Julian Lennon",1985,"4FwiCTQiiopyzLJ14cGCsW",0.845,0.686,122.208,-9.984,0.0349,0.0991,0.00166,0.0788
"74","Valotte","Julian Lennon",1985,"3r7wIvLStJVlbTZsibIL2t",0.563,0.419,72.233,-13.735,0.0261,0.168,0.0671,0.0986
"75","Some Like It Hot - 2005 Remastered Version","The Power Station",1985,"5fSVerSB7TpXkUF9BxTUcP",0.732,0.893,125.487,-8.355,0.0488,0.0816,2.05e-05,0.0783
"76","Solid","Ashford & Simpson",1985,"4sr4NdrPfds9Qfors9UkiO",0.814,0.474,101.241,-12.017,0.0309,0.27,8.16e-06,0.599
"77","Angel","Madonna",1985,"7ov1nZ2QZc3LIuCXXERZP0",0.752,0.593,133.266,-13.673,0.0367,0.296,0.000196,0.168
"78","I'm On Fire","Bruce Springsteen",1985,"4bSWx86yHmy6OOMsQPU60F",0.615,0.267,88.409,-22.618,0.0382,0.658,0.0859,0.0679
"79","Method of Modern Love - Remastered","Daryl Hall & John Oates",1985,"6hwnwvDfsowuiCVGGA6twB",0.712,0.692,94.278,-7.676,0.0533,0.072,9.34e-06,0.0997
"80","Lay Your Hands On Me","Thompson Twins",1985,"2bfXIY8f38PYFStQRDVEPS",0.786,0.701,102.838,-11.938,0.033,0.117,5.5e-05,0.211
"81","Who's Holding Donna Now?","DeBarge",1985,"7kmNkO4dyrGHHlAgSmgcnJ",0.655,0.353,90.165,-13.755,0.0249,0.43,1.14e-05,0.0792
"82","Lonely Ol' Night","John Mellencamp",1985,"6N79OtOCGIEthvMy2AridT",0.652,0.876,126.546,-4.011,0.0328,0.00479,0.0119,0.0361
"83","What About Love?","Heart",1985,"7JmsQwxDlC89imxewJcnHO",0.282,0.523,160.551,-10.77,0.0346,0.257,3.29e-06,0.266
"84","California Girls","David Lee Roth",1985,"4H3vuLX59XPqdtTpIesGyS",0.582,0.748,115.13,-5.93,0.0521,0.432,0,0.0707
"85","Fresh","Kool & The Gang",1985,"16HsUjdzwuZesFyO7bTi6t",0.848,0.493,117.724,-11.366,0.033,0.0151,0.0386,0.0316
"86","Do What You Do","Jermaine Jackson",1985,"6FSTE58Y4IDxTj8vbfHQc6",0.712,0.366,112.5,-11.921,0.0302,0.778,2.08e-06,0.153
"87","Born in the U.S.A.","Bruce Springsteen",1985,"57Uplvs802NVw2msQIMS4P",0.395,0.948,121.742,-6.98,0.0631,0.00352,3.47e-05,0.327
"88","Private Dancer - Single Edit","Tina Turner",1985,"3KIhwcH2ZK8EFvlP8i5G0Y",0.64,0.668,116.211,-7.578,0.0498,0.221,0.00115,0.1
"89","Who's Zoomin' Who?","Aretha Franklin",1985,"07hsw9kwHgKs7plrUiSiqe",0.788,0.443,109.801,-13.901,0.0385,0.263,0,0.0584
"90","Fortress Around Your Heart","Sting",1985,"6oPtHUtXhUMrMHjd05aBfC",0.645,0.676,120.343,-7.699,0.0279,0.0635,0,0.12
"91","Penny Lover","Lionel Richie",1985,"1YMQTPPik3ixVxNZ32yZGO",0.719,0.365,98.187,-15.443,0.0285,0.382,0.000459,0.0663
"92","All She Wants To Do Is Dance","Don Henley",1985,"4PTvAfCxtWIZIJoGg8t3sn",0.701,0.644,114.996,-8.383,0.0293,0.0162,0,0.0622
"93","Dress You Up","Madonna",1985,"4B2r9HXgUqRcPwUG3BYPlc",0.634,0.896,136.098,-3.073,0.0318,0.0298,0.0036,0.1
"94","Sentimental Street","Night Ranger",1985,"00bFaR6IDOyGSuRDpmFotJ",0.64,0.597,99.672,-11.923,0.0269,0.222,0,0.128
"95","Sugar Walls","Sheena Easton",1985,"1noELWXA5Cv0Ci4j8crir6",0.744,0.55,126.51,-12.689,0.0554,0.0746,4.2e-05,0.0353
