"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"1","(Everything I Do) I Do It For You","Bryan Adams",1991,"6eBK3edMW7bEzecF1eCezc",0.519,0.372,131.227,-12.635,0.0284,0.0816,4.67e-05,0.0652,394133
"2","I Wanna Sex You Up","Color Me Badd",1991,"07efOAoPwcRdd4W6gi8BRF",0.553,0.702,201.868,-4.829,0.108,0.00532,4.99e-06,0.0446,240200
"3","Gonna Make You Sweat (Everybody Dance Now)","C & C Music Factory",1991,"2Bdzf6aG9MlmKtAgve3XLJ",0.564,0.776,113.532,-9.778,0.0851,0.00146,0.351,0.157,244160
"4","Rush, Rush","Paula Abdul",1991,"015qd1I4v00JIoK7yOUgKC",0.706,0.44,90.012,-11.577,0.0493,0.763,0,0.0958,292933
"5","One More Try","Timmy T",1991,"0Lv8gNS3cZPpFF2wVeANcj",0.657,0.47,149.67,-12.555,0.0617,0.24,2.58e-06,0.261,210067
"6","Unbelievable","EMF",1991,"2ENmkocNNewTRbuNd6WJpR",0.637,0.849,104.074,-6.855,0.0362,0.000341,0.0386,0.141,209813
"7","More Than Words","Extreme",1991,"1gVgkQFOKa8Wc1HYsJtPdH",0.615,0.129,91.769,-14.892,0.0286,0.468,0,0.114,334107
"8","I Like The Way","Hi-Five",1991,"0flZtKtmkZMNqFF7V7Yfmu",0.724,0.692,104.086,-5.109,0.0333,0.0595,0.0108,0.0316,350267
"9","The First Time","Surface",1991,"4aocMNrPxcJ3OQChTDhVPj",0.637,0.354,126.435,-11.964,0.0283,0.215,0.000704,0.0961,256000
"10","Baby, Baby","Amy Grant",1991,"3IDsegNBHC4pjGCOMTQYlU",0.702,0.901,97.862,-4.45,0.0264,0.426,0.00153,0.0368,236973
"11","Motownphilly - Original Version","Boyz II Men",1991,"4wDSLkTUIpRsn3UbCzW9wV",0.756,0.858,114.144,-9.649,0.0682,0.0171,2.17e-05,0.194,235320
"12","Because I Love You (The Postman Song)","Stevie B",1991,"7KVrjDjOJiIHwGagvIt3cA",0.366,0.35,62.977,-8.203,0.0339,0.806,0,0.0936,317800
"13","Someday","Mariah Carey",1991,"6TSM5vkz0WzyZsNAKKYDcw",0.685,0.819,109.855,-8.686,0.0405,0.206,2.23e-06,0.0251,246107
"14","High Enough","Damn Yankees",1991,"5t5rCnsgRBtcKqTB7SbD1Q",0.273,0.537,81.814,-9.612,0.0306,0.0241,0,0.0922,287320
"15","All The Man That I Need","Whitney Houston",1991,"3lHJkG9kcsgsfjlEH2tkxi",0.488,0.647,150.916,-7.63,0.0343,0.487,0,0.374,234933
"16","Right Here Right Now","Jesus Jones",1991,"3fcGGP62sllcNEhuFJVYeC",0.657,0.608,106.862,-13.565,0.0287,0.0088,3.45e-06,0.103,189293
"17","I Adore Mi Amor","Color Me Badd",1991,"2IcvNE6okbSq18lajo3SYE",0.67,0.577,91.988,-7.706,0.0292,0.222,0,0.142,291667
"18","Love Will Never Do (Without You)","Janet Jackson",1991,"2fXIpPInm70t1vMRm82Kar",0.727,0.988,103.179,-4.577,0.0426,0.0439,0.0013,0.129,274893
"19","Good Vibrations","Marky Mark And The Funky Bunch",1991,"5hWdgGVcfTeLPAiHM6EZG9",0.714,0.953,121.653,-8.354,0.0543,0.00234,0.376,0.0245,269307
"20","Justify My Love","Madonna",1991,"6BWRvw630R8z2vNMok6quI",0.705,0.821,99.642,-7.085,0.128,0.00244,0.684,0.0572,294267
"21","Emotions","Mariah Carey",1991,"3bcquuzFb2brIfxlceHwUK",0.741,0.752,114.851,-7.009,0.0359,0.0411,0.0012,0.0233,248093
"22","Joyride","Roxette",1991,"2q9xZPaOxWr3n250HpKExl",0.651,0.74,102.233,-6.244,0.0272,0.0862,0,0.142,241733
"23","Romantic","Karyn White",1991,"4WmCoqweV6nXrSogoAo12a",0.686,0.945,110.389,-6.531,0.0371,0.497,8.24e-05,0.0808,236893
"24","I Don't Wanna Cry","Mariah Carey",1991,"1hFtJ5rV3aAm58ErijHdFO",0.641,0.504,130.786,-12.486,0.031,0.197,9.01e-05,0.288,288827
"25","You're In Love","Wilson Phillips",1991,"5KNbCF0FpIWuPE8x6bhGgw",0.688,0.679,101.872,-11.05,0.0259,0.319,0.000301,0.29,291867
"26","Every Heartbeat","Amy Grant",1991,"55lX3vm1G35mUpawXHK5Te",0.648,0.89,126.956,-3.834,0.0429,0.288,0,0.119,213733
"27","Sensitivity","Ralph Tresvant",1991,"3lRgzwd3g1TewI4zjgbh9V",0.691,0.664,96.951,-13.074,0.0483,0.142,0.37,0.0836,281333
"28","Touch Me (All Night Long)","Cathy Dennis",1991,"6XUR0ocrwFB6mWJOIXxISi",0.653,0.753,118.008,-10.009,0.0334,0.00101,0.125,0.28,242585
"29","I`ve Been Thinking About You (Original Mix 2007)","Londonbeat",1991,"6ixo9JA1iCxGVJKTOS2NZv",0.789,0.944,122.99,-5.166,0.101,0.141,0.000121,0.0964,248120
"30","Losing My Religion","R.E.M.",1991,"1RYSbUnasW12klBZ9lxWIM",0.672,0.841,125.437,-5.992,0.0285,0.0767,0,0.135,267733
"31","Coming Out of the Dark","Gloria Estefan",1991,"5x9MJycRilBm2SNavzt9yF",0.643,0.43,131.846,-11.694,0.0447,0.65,0,0.417,242627
"32","It Ain't Over 'Til It's Over","Lenny Kravitz",1991,"3aZPzF7Sr0zy3K0EkKyEzk",0.663,0.748,159.719,-5.83,0.0463,0.277,0.00318,0.312,242640
"33","Here We Go, Let's Rock & Roll","C & C Music Factory",1991,"0whwYFXgGNg14O8hdHguzV",0.449,0.931,113.808,-8.993,0.0648,0.0168,0.261,0.324,340627
"34","Where Does My Heart Beat Now","Céline Dion",1991,"0JrdoQMf2TZetkE6aM0sUx",0.531,0.762,74.014,-5.668,0.0302,0.665,1.08e-06,0.0933,272360
"35","Summertime - Single Edit","DJ Jazzy Jeff & The Fresh Prince",1991,"1Ckd4d6vkhvOp5HlAc5Ie2",0.614,0.752,95.018,-6.271,0.0652,0.00328,0,0.379,237093
"36","Wind Of Change","Scorpions",1991,"55G6KjatHN4CkiT47Omlpz",0.465,0.693,75.858,-6.265,0.0368,0.336,0,0.0973,310973
"37","The Promise Of A New Day","Paula Abdul",1991,"5m8xVZhlM7E2mL9uuxZpF6",0.754,0.82,119.835,-8.622,0.062,0.0911,1.62e-06,0.0805,272893
"38","I'm Your Baby Tonight","Whitney Houston",1991,"0Eb2UmP2jtWwEJigX9akO0",0.702,0.852,110.61,-8.391,0.0774,0.055,0.000689,0.252,251867
"39","Love of a Lifetime","Firehouse",1991,"2kDH08boXJyhKMl5hnZbrE",0.469,0.498,123.015,-12.013,0.0311,0.000229,0.0033,0.0919,286533
"40","Fading Like A Flower","Roxette",1991,"5TehPyJrU16Tw6XK0p97Rd",0.609,0.668,105.419,-5.738,0.026,0.195,0,0.219,230680
"41","This House","Tracie Spencer",1991,"10JIQ4VbdRMlqvSJGvi7El",0.74,0.738,112.589,-9.849,0.0399,0.0303,0.00406,0.0324,306533
"42","Hole Hearted","Extreme",1991,"1cItNpcJskTVETprljc7HV",0.407,0.743,203.548,-9.338,0.0458,0.198,0,0.08,219289
