"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness"
"22","Shining Star","The Manhattans",1980,"4VO88hvgij1NzgmGpV1MPV",0.551,0.432,74.513,-11.717,0.0379,0.0291,0,0.0563
"23","Still","Commodores",1980,"60K5cjp5Kv2MRJw1IisoMh",0.238,0.176,59.091,-12.349,0.0305,0.882,0.00141,0.104
"24","Yes/ I'm Ready","The Hit Crew",1980,"6Qyd8TE9edKso0Sb2yl0qp",0.464,0.472,165.857,-6.54,0.0271,0.451,0,0.221
"25","Sexy Eyes - Single Version","Dr. Hook",1980,"6uxGAruWvj6O2hVBBTNITa",0.734,0.735,103.862,-10.13,0.0524,0.373,0,0.227
"26","Steal Away","Robbie Dupree",1980,"3MshXF4YQRoFw82plcsUge",0.676,0.624,122.261,-9.213,0.0345,0.434,0.0398,0.576
"27","Biggest Part Of Me","Ambrosia",1980,"0CWD6Vq8az9trL6L5IyrIj",0.498,0.723,153.227,-8.053,0.05,0.238,0,0.353
"28","This Is It","Kenny Loggins",1980,"0YO8KsprTrEUEvJevpI7Na",0.641,0.497,102.274,-12.228,0.029,0.254,2.2e-06,0.159
"29","Cupid / I've Loved You For A Long Time","The Spinners",1980,"5z3LawThM0b0jiH5RNuDml",0.783,0.669,122.772,-9.438,0.043,0.355,0,0.0826
"30","Let's Get Serious","Jermaine Jackson",1980,"7tZ4W5gIoLODwmG4XFxNB9",0.756,0.761,109.563,-8.933,0.0552,0.113,4.4e-06,0.237
"31","Don't Fall In Love With A Dreamer - feat. Kim Carnes","Kenny Rogers",1980,"0YgmjGr4XDahHhiVlX2Gya",0.585,0.465,80.32,-6.101,0.0248,0.574,0,0.142
"32","Sailing","Christopher Cross",1980,"5Ii750a5kcwanAaBfrOlZM",0.319,0.398,73.647,-11.097,0.0381,0.638,0.000245,0.25
"33","Longer","Dan Fogelberg",1980,"6OKrPnWUC8FccKiLVpxQWQ",0.433,0.159,78.989,-15.363,0.0295,0.908,0,0.13
"34","Coward Of The County - 2006 Digital Remaster","Kenny Rogers",1980,"5eLACghlJo5ncOG7Ym7L5j",0.65,0.382,91.147,-15.26,0.0406,0.164,6.16e-06,0.199
"35","Ladies Night","Kool & The Gang",1980,"5712ELdjcfZsDS9RorYkIF",0.521,0.786,119.072,-10.207,0.0813,0.0911,0,0.343
"36","Too Hot","Kool & The Gang",1980,"1AykNhxVAXM1WMKiNVh91G",0.501,0.638,124.531,-11.601,0.0788,0.435,0.00225,0.347
"37","Take Your Time (Do It Right)","The S.O.S Band",1980,"6JmI8SpUHoQ4yveHLjTrko",0.868,0.717,118.951,-8.533,0.0613,0.0265,0.011,0.0835
"38","No More Tears (Enough Is Enough)","Barbra Streisand",1980,"1wSPm3y4Lk6ABkVxCmwkZx",0.634,0.644,135.24,-8.234,0.0838,0.51,7.09e-05,0.32
"39","More Love","Kim Carnes",1980,"4SRAf6doXKEuMJxrHB8ILC",0.523,0.529,205.315,-10.338,0.055,0.368,1.49e-06,0.0733
"40","Popmuzik","M",1980,"6SeqtO22ZK9BIPYtb0YX5I",0.939,0.725,110.795,-10.135,0.0394,0.12,0.000347,0.115
"41","Brass In Pocket","Pop Feast",1980,"0Jk265z1cOt9V5ba8nw4hQ",0.798,0.41,96.97,-12.863,0.0281,0.104,7.9e-06,0.226
"42","Special Lady","Ray, Goodman & Brown",1980,"570KJytRkVHTIocq1qomWF",0.55,0.443,84.129,-12.297,0.0348,0.456,2.28e-06,0.125
"43","Send One Your Love","Stevie Wonder",1980,"2dA6KnSEgtUZO5lZa1QsIy",0.625,0.551,146.059,-11.117,0.0611,0.511,1.11e-05,0.273
"44","Second Time Around","Shalamar",1980,"58yPFsRHPI4heKjSGtSSCf",0.782,0.544,112.906,-8.528,0.0469,0.552,0.016,0.0975
"45","We Don't Talk Anymore - 1987 Remastered Version","Cliff Richard",1980,"2pjbLGZLKcaf1nc78KfbWH",0.731,0.671,111.426,-8.984,0.0282,0.0044,0.00034,0.228
"46","Stomp","The Brothers Johnson",1980,"71fd3yTW3z1OfIGOMuiqmI",0.673,0.874,118.296,-8.382,0.0547,0.0917,0.162,0.306
"47","Tired of Toein' the Line","Rocky Burnette",1980,"5Huuwj6mEuAtyrH5bg6mqM",0.647,0.694,121.975,-7.365,0.0284,0.0364,0,0.0776
"48","Better Love Next Time","Dr. Hook",1980,"2RwLs2dPoY8Tt1FumMvimx",0.76,0.66,102.92,-10.675,0.0543,0.418,0,0.0381
"49","Him","Rupert Holmes",1980,"5rMthFHPxRDi4Uxg06iK6H",0.724,0.442,109.345,-13.565,0.0318,0.39,1.26e-06,0.049
"50","Against The Wind","Classic Rock Monsters",1980,"2spbdLBZFBpyGvzfV4rBl6",0.654,0.64,109.453,-5.09,0.0265,0.306,0.0157,0.116
"51","On The Radio","Donna Summer",1980,"2qYbfFYuCavdNuLZrn0PWh",0.724,0.688,127.518,-7.253,0.0337,0.316,0,0.0881
"52","Emotional Rescue","The Rolling Stones",1980,"3ULXwvE0v0G5eEcSAe5h3h",0.682,0.524,113.769,-8.564,0.0981,0.0626,0.0461,0.0381
"53","RISE","Herb Alpert",1980,"2Qb8o1LCwaROKAirIMV9He",0.775,0.593,99.301,-7.833,0.0464,0.313,0.786,0.0664
"54","All out of Love","Air Supply",1980,"72FZ1Qzauw8XpJs8dz4CrH",0.258,0.698,100.007,-5.995,0.0358,0.115,0,0.661
"55","Cool Change","Little River Band",1980,"4lFUpqyXFvKL3jkNNnAte2",0.429,0.353,120.217,-11.094,0.0328,0.638,1.85e-05,0.716
"56","You're Only Lonely","JD Souther",1980,"0qzEkwri1hE0rgxVqdOBAf",0.591,0.514,108.975,-10.183,0.0256,0.263,7.8e-06,0.0797
"57","Desire","Andy Gibb",1980,"5CQCYZ0SKfpVZHKL5HVixK",0.834,0.547,123.209,-7.409,0.0434,0.448,0.00875,0.43
"58","Romeo's Tune","Steve Forbert",1980,"6eCWvDQXTITW534IANR5n1",0.541,0.554,94.826,-11.914,0.0306,0.345,0.0247,0.215
"59","Don't Let Go","Isaac Hayes",1980,"3csommQJ7ozkkPlmuYSFnV",0.897,0.525,135.813,-14.304,0.0592,8.84e-05,0.709,0.0612
"60","Don't Do Me Like That","Tom Petty and the Heartbreakers",1980,"5AzpZ5ADn1AFPxcEBd2Ugf",0.76,0.815,116.548,-4.247,0.0279,0.235,6.38e-06,0.095
"61","She's Out of My Life - Single Version","Michael Jackson",1980,"5CoYwKhisukni6UEDXc2Pr",0.226,0.122,83.863,-15.905,0.0366,0.959,0.00037,0.114
"62","Fame","London Theatre Orchestra & Cast",1980,"1mie3LbIrkousFz6jwbsaZ",0.607,0.849,130.033,-6.048,0.0373,0.193,2.17e-05,0.167
"63","Fire Lake - Bob Seger & The Silver Bullet Band Tribute","The Original Masters",1980,"2zuGQ1Re57BR18z9X3uNTi",0.594,0.646,122.464,-5.984,0.0323,0.0767,3.44e-05,0.195
"64","How Do I Make You","Linda Ronstadt",1980,"2WX2HSBKkcKVvqTukHZS22",0.42,0.822,165.936,-8.269,0.0542,0.000427,3.83e-05,0.166
"65","Into The Night (Re-Recorded In Stereo)","Benny Mardones",1980,"0fA1VA1rJ1Yd6nYC4WEoO8",0.461,0.641,83.756,-10.109,0.0276,0.239,0,0.13
"66","Let Me Love You Tonight","Pure Prairie League",1980,"6vOMU2u38Z9Wru3CqPxcKs",0.526,0.467,155.744,-12.187,0.0465,0.451,0,0.0809
"67","Misunderstanding - 2007 Remastered Version","Genesis",1980,"2JPWiYKyPM9ST26TpKAeYd",0.607,0.855,121.199,-7.513,0.0359,0.00824,1.24e-06,0.317
"68","An American Dream - 2001 - Remaster","Nitty Gritty Dirt Band",1980,"1TPjE0SvG3y7Xz3VNzDFXq",0.769,0.694,110.999,-4.411,0.0313,0.427,0,0.109
"69","Dim All The Lights","Donna Summer",1980,"5lN4eoE9AKy2cdw25P1tKg",0.796,0.82,120.449,-6.851,0.0317,0.0643,0.00269,0.208
"70","You May Be Right","Billy Joel",1980,"4qB3RW5ZifZpAHNXAn3JSf",0.563,0.947,150.863,-7.245,0.0428,0.175,2.02e-06,0.396
"71","Hurt So Bad","Linda Ronstadt",1980,"2z6xZrvwnxDzmARpDlvbyt",0.625,0.44,99.879,-9.369,0.0276,0.371,0.000118,0.12
"72","Should've Never Let You Go (With Dara Sedaka)","Neil Sedaka",1980,"19bw9o5MbljyyOm6tXKt8L",0.282,0.282,149.297,-10.958,0.0295,0.798,5.84e-06,0.0855
"73","Pilot Of The Airwaves (Re-Recorded / Remastered)","Charlie Dore",1980,"7MHboIoaWgIknMRRJylLzP",0.62,0.498,119.215,-9.084,0.0366,0.457,0,0.509
"74","Off the Wall","Michael Jackson",1980,"3zYpRGnnoegSpt3SguSo3W",0.827,0.595,118.741,-13.909,0.0565,0.182,0,0.0785
"75","I Pledge My Love","Peaches & Herb",1980,"39NR6IvhKs7JXOucucP19u",0.516,0.313,180.231,-14.288,0.0333,0.685,0,0.0826
"76","Stand By Me","Mickey Gilley",1980,"5U496ACd6O24ZGjnCHd2wQ",0.733,0.398,91.836,-8.798,0.0299,0.473,0.000827,0.109
"77","Heartbreaker","Pat Benatar",1980,"7Crfr7SSFmcxNXi64fKEaB",0.463,0.802,156.205,-2.184,0.078,0.0628,1.94e-05,0.487
"78","Deja Vu","Dionne Warwick",1980,"6e3z6ytfhTEUMRxdCYlgAV",0.572,0.335,145.552,-19.561,0.0404,0.576,0.000841,0.0615
"79","Drivin' My Life Away - Single/","Eddie Rabbitt",1980,"5menYBMHmWshyVEiAqMSsQ",0.571,0.57,168.934,-14.091,0.047,0.113,0.00246,0.066
"80","Take The Long Way Home","Supertramp",1980,"46TLlKsmMNRQc53ukyFCtM",0.429,0.609,76.872,-10.572,0.0289,0.247,0.000222,0.0882
"81","Sara","Fleetwood Mac",1980,"0q1exbzIDRxqJ6VUKH3seg",0.741,0.388,126.819,-16.693,0.031,0.384,0.0235,0.0933
"82","Wait for Me - Remastered","Daryl Hall & John Oates",1980,"6g8WWi9euV5uIjzsOfHRAo",0.616,0.662,175.123,-9.315,0.0352,0.153,0,0.0663
"83","JoJo","Boz Scaggs",1980,"4mGDtUyNxu4ZDqwMAwHh1Q",0.678,0.618,94.851,-7.304,0.0325,0.261,0.002,0.12
"84","September Morn","Neil Diamond",1980,"1G0nEJgm8kNxtGfjklTwA9",0.414,0.197,127.916,-19.261,0.0372,0.651,4.46e-06,0.139
"85","Give Me The Night","George Benson",1980,"62GYoGszQfROZswLee6W3O",0.85,0.466,109.936,-15.673,0.0555,0.314,0.0234,0.129
"86","You Decorated My Life","Kenny Rogers",1980,"3Fejkexvwptt5wM7jqHj2a",0.246,0.417,172.314,-9.088,0.0307,0.65,9.7e-06,0.0911
"87","Tusk","Fleetwood Mac",1980,"56vXknIYSyvrt1ydAfA1lZ",0.614,0.623,180.512,-17.032,0.0775,0.237,0.726,0.452
"88","I Wanna Be Your Lover - Single Version","Prince",1980,"1uxzFavoQSzR6NhzeSbHdM",0.793,0.442,115.995,-11.293,0.0564,0.236,0.00163,0.0662
"89","In America","The Charlie Daniels Band",1980,"5n9zTTk1SwXD4jMIAHiDTI",0.619,0.885,117.697,-8.347,0.0557,0.0199,6.76e-06,0.109
"90","Breakdown Dead Ahead","Boz Scaggs",1980,"5FvXMfGmOvqbkEYRtcKUzE",0.597,0.753,146.321,-9.845,0.041,0.147,0.00103,0.327
"91","Ships","Barry Manilow",1980,"4vT4qrrHHuDJO9E0AT4sgv",0.281,0.326,127.817,-9.105,0.0307,0.569,0,0.125
"92","Refugee","Tom Petty and the Heartbreakers",1980,"4mcZYzoGwPRDdhWVlygiHf",0.579,0.718,116.155,-4.834,0.0362,0.0289,0,0.088
